l2_no	test_set	row037	swe1_id	tc_ids	tc_count	status
1	SXM Module Version	308	SWE1-Diagnostics-301	NR1L-DIAG-400	1	COVERED
1	SXM Module Version	309	SWE1-Diagnostics-302	NR1L-DIAG-401	1	COVERED
1	SXM Module Version	310	SWE1-Diagnostics-303	NR1L-DIAG-402;NR1L-DIAG-403	2	COVERED
1	SXM Module Version	311	SWE1-Diagnostics-304	NR1L-DIAG-404	1	COVERED
1	SXM Module Version	312	SWE1-Diagnostics-305	NR1L-DIAG-405	1	COVERED
1	SXM Module Version	313	SWE1-Diagnostics-306	NR1L-DIAG-406;NR1L-DIAG-407	2	COVERED
1	SXM Module Version	314	SWE1-Diagnostics-307	NR1L-DIAG-408	1	COVERED
1	SXM Module Version	315	SWE1-Diagnostics-308	NR1L-DIAG-409	1	COVERED
1	SXM Module Version	316	SWE1-Diagnostics-309	NR1L-DIAG-410;NR1L-DIAG-411	2	COVERED
1	SXM Module Version	317	SWE1-Diagnostics-310	NR1L-DIAG-412	1	COVERED
1	SXM Module Version	318	SWE1-Diagnostics-311	NR1L-DIAG-413	1	COVERED
1	SXM Module Version	319	SWE1-Diagnostics-312	NR1L-DIAG-414;NR1L-DIAG-415	2	COVERED
1	SXM Module Version	320	SWE1-Diagnostics-313	NR1L-DIAG-416	1	COVERED
1	SXM Module Version	321	SWE1-Diagnostics-314	NR1L-DIAG-417	1	COVERED
1	SXM Module Version	322	SWE1-Diagnostics-315	NR1L-DIAG-418;NR1L-DIAG-419	2	COVERED
1	SXM Module Version	323	SWE1-Diagnostics-316	NR1L-DIAG-420	1	COVERED
1	SXM Module Version	324	SWE1-Diagnostics-317	NR1L-DIAG-421	1	COVERED
1	SXM Module Version	325	SWE1-Diagnostics-318	NR1L-DIAG-422;NR1L-DIAG-423	2	COVERED
1	SXM Module Version	326	SWE1-Diagnostics-319	NR1L-DIAG-424	1	COVERED
1	SXM Module Version	327	SWE1-Diagnostics-320	NR1L-DIAG-425	1	COVERED
1	SXM Module Version	328	SWE1-Diagnostics-321	NR1L-DIAG-426;NR1L-DIAG-427	2	COVERED
1	SXM Module Version	329	SWE1-Diagnostics-322	NR1L-DIAG-428	1	COVERED
1	SXM Module Version	330	SWE1-Diagnostics-323	NR1L-DIAG-429	1	COVERED
1	SXM Module Version	331	SWE1-Diagnostics-324	NR1L-DIAG-430;NR1L-DIAG-431	2	COVERED
1	SXM Module Version	332	SWE1-Diagnostics-325	NR1L-DIAG-432	1	COVERED
