# source_sha256	be55d8978f9472f3b7bae8643eee139525f2c455b8bddce24f3911c4128e9d05	 sheet	Analysis Report
STLA 報告_SWRA\nSTLA Report_SWRA																	
SWE1-VC-FrontParkSenseVolume-016	Sys-RA-VF665_V42_VSM-804	 Front Park Sense Volume	The HMI layer shall capture the customer selection for the **PAM Chime Volume Front** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req signal value set to **Low**. CarPropertyService` shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the `TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Low**. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FrontParkSenseVolume-017	Sys-RA-VF665_V42_VSM-805	 Front Park Sense Volume	The HMI layer shall capture the customer selection for the **PAM Chime Volume Front** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req` signal value set to **Med**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Med**. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FrontParkSenseVolume-018	Sys-RA-VF665_V42_VSM-806	 Front Park Sense Volume	The HMI layer shall capture the customer selection for the **PAM Chime Volume Front** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req signal value set to **High**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req` signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **High**. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.		Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FrontParkSenseVolume-019	Sys-RA-VF665_V42_VSM-807	 Front Park Sense Volume	The HW supplier shall notify the IPC_VEHICLE_SETUP.PamChimeVolumeFront signal via the VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.PamChimeVolumeFront signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to the HMI via the API interface. The HMI layer shall evaluate the received `IPC_VEHICLE_SETUP.PamChimeVolumeFront signal, update the TLM_Vehicle_Setup_Menu.Info internal signal, and display the **Front Park Sense Volume** setting information accordingly within <TDisplay>. Any invalid value shall be considered invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FrontParkSenseVolume-020	Sys-RA-VF665_V42_VSM-808	 Front Park Sense Volume	The HW supplier shall notify the availability status of the **Front Park Sense Volume** feature via the VHAL interface. CarPropertyService shall receive the feature availability status from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the availability status to the HMI via the API interface. The HMI layer shall evaluate the received feature availability status and, if the **Front Park Sense Volume** feature is not supported, shall not display the **Front Park Sense Volume** menu item. The user shall not be able to access or modify the setting, and the HMI shall not issue any property request for this feature until a valid availability status indicating feature support is received.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FrontParkSenseVolume-021	Sys-RA-VF665_V42_VSM-809	 Front Park Sense Volume	The HW supplier shall notify the availability status of the **Park Sense Setting** **Rear Park Sense Volume** and **Front Park Sense Volume** features via the VHAL interface. CarPropertyService` shall receive the feature availability status from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the availability status to the HMI via the API interface. The HMI layer shall evaluate the received feature availability status and, if the features are not supported, shall not display the **Park Sense Setting**, **Rear Park Sense Volume**, and **Front Park Sense Volume** menu items. The user shall not be able to access or modify these settings, and the HMI shall not issue any property request for these features until a valid availability status indicating feature support is received.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-AutoHighBeam-022	Sys-RA-VF665_V42_VSM-810	Auto High  Beam  	Auto High Beam	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-AutoHighBeam-023	Sys-RA-VF665_V42_VSM-811	Auto High  Beam  	The HMI layer shall send a request to VehicleConfigManager to retrieve the AHBM_Feature_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested AHBM_Feature_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received AHBM_Feature_Menu PROXI value to determine the availability of the feature.\nIf $AHBM_Feature_Menu$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “AHBM_Feature_Menu" PROXI parameter is equal to absent\n*check TLM shall not display the Auto High Beam  menu item and the user can not perform any setting.\n	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-AutoHighBeam-024	Sys-RA-VF665_V42_VSM-812	Auto High  Beam  	The HMI layer shall send a request to VehicleConfigManager to retrieve the AHBM_Feature_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested AHBM_Feature_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received AHBM_Feature_Menu PROXI value to determine the availability of the feature.\nIf $AHBM_Feature_Menu$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “AHBM_Feature_Menu" PROXI parameter is equal to present\n*check TLM shall display the Auto High Beam  menu item and the user can perform any setting.\n	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-AutoHighBeam-025	Sys-RA-VF665_V42_VSM-813	Auto High  Beam  	The HMI layer shall capture the customer selection for the **Auto High Beam** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req signal value set to **Enable**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Enable**. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement			The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-AutoHighBeam-026	Sys-RA-VF665_V42_VSM-814	Auto High  Beam  	The HMI layer shall capture the customer selection for the **Auto High Beam** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req signal value set to **Not_Enable**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the `TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Not_Enable**. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-AutoHighBeam-027	Sys-RA-VF665_V42_VSM-815	Auto High  Beam  	The HW supplier shall notify the IPC_VEHICLE_SETUP.AutoHighBeamEnable signal via the VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP.AutoHighBeamEnable signal from VHAL and forward it to CarPropertyManager. CarPropertyManager` shall expose the value to the HMI via the API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP.AutoHighBeamEnable signal, update the `TLM_Vehicle_Setup_Menu.Info internal signal, and display the **Auto High Beam** setting information accordingly within <TDisplay>. Any invalid value shall be considered invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-DynamicGridlines-028	Sys-RA-VF665_V42_VSM-816	Dynamic Gridlines 	Dynamic Gridlines	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-DynamicGridlines-029	Sys-RA-VF665_V42_VSM-817	Dynamic Gridlines 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Rear_View_Camera PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Rear_View_Camera value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Rear_View_Camera PROXI value to determine the availability of the feature.\nIf $Rear_View_Camera$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Rear_View_Camera" PROXI parameter is equal to absent\n*check TLM shall not display the Dynamic Gridlines  menu item and the user can not perform setting.	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-DynamicGridlines-030	Sys-RA-VF665_V42_VSM-818	Dynamic Gridlines 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Rear_View_Camera PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Rear_View_Camera value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Rear_View_Camera PROXI value to determine the availability of the feature.\nIf $Rear_View_Camera$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Rear_View_Camera" PROXI parameter is equal to present\n*check TLM shall display the Dynamic Gridlines  menu item and the user can perform setting with the following options:\nOff, On"\n	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-DynamicGridlines-031	Sys-RA-VF665_V42_VSM-819	Dynamic Gridlines 	The HMI layer shall capture the customer selection for the **Dynamic Grid** setting and send the request using CarPropertyManager.setProperty() with the DynamicGrid.Req property value set to **Off**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware update. The System Software shall set the DynamicGrid.Req internal signal to **OFF** based on the user selection. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Dynamic_Grid_Setting.Req is equal to "Off"\n*check TLM shall set "DynamicGrid.Req" internal signal equal to "OFF".\n	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-DynamicGridlines-032	Sys-RA-VF665_V42_VSM-820	Dynamic Gridlines 	The HMI layer shall capture the customer selection for the **Dynamic Grid** setting and send the request using CarPropertyManager.setProperty() with the DynamicGrid.Req property value set to **On**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware update. The System Software shall set the DynamicGrid.Req internal signal to **ON** based on the user selection. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Dynamic_Grid_Setting.Req is equal to "On"\n*check TLM shall set "DynamicGrid.Req" internal signal equal to "ON".\n	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-TrafficSignRecognition-033	Sys-RA-VF665_V42_VSM-821	Traffic Sign Recognition 	Traffic Sign Recognition	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-TrafficSignRecognition-034	Sys-RA-VF665_V42_VSM-822	Traffic Sign Recognition 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Traffic_Sign_Recognition_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Traffic_Sign_Recognition_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Traffic_Sign_Recognition_Menu PROXI value to determine the availability of the feature.\nIf $Traffic_Sign_Recognition_Menu$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Traffic_Sign_Recognition_Menu" PROXI parameter is equal to absent\n*check TLM shall not display the Traffic Sign Recognition  menu item and the user can not perform any setting.	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-TrafficSignRecognition-035	Sys-RA-VF665_V42_VSM-823	Traffic Sign Recognition 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Traffic_Sign_Recognition_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Traffic_Sign_Recognition_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Traffic_Sign_Recognition_Menu PROXI value to determine the availability of the feature.\nIf $Traffic_Sign_Recognition_Menu$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Traffic_Sign_Recognition_Menu" PROXI parameter is equal to present\n*check TLM shall display the Traffic Sign Recognition menu item and the user can perform setting with the following options:\nOff, On	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-TrafficSignRecognition-036	Sys-RA-VF665_V42_VSM-824	Traffic Sign Recognition 	The HMI layer shall capture the customer selection for the **Traffic Sign Recognition (TSR)** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP2.TSREnableReq signal value set to **Not_Active**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP2.TSREnableReq signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Not_Active**. The HMI layer shall maintain and update the displayed **Traffic Sign Recognition (TSR)** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-TrafficSignRecognition-037	Sys-RA-VF665_V42_VSM-825	Traffic Sign Recognition 	The HMI layer shall capture the customer selection for the **Traffic Sign Recognition (TSR)** setting and send the request using CarPropertyManager.setProperty() with the `TELEMATIC_VEHICLE_SETUP2.TSREnableReq signal value set to **Active**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP2.TSREnableReq signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Active**. The HMI layer shall maintain and update the displayed **Traffic Sign Recognition (TSR)** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	N	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-TrafficSignRecognition-038	Sys-RA-VF665_V42_VSM-826	Traffic Sign Recognition 	The HW supplier shall notify the IPC_VEHICLE_SETUP2.TSREnable signal via the VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP2.TSREnable signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to the HMI via the API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP2.TSREnable signal, update the TLM_Vehicle_Setup_Menu.Info internal signal, and display the **Traffic Sign Recognition (TSR)** setting information accordingly within <TDisplay>. Any invalid value shall be considered invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-TrafficSignAssistWarning-039	Sys-RA-VF665_V42_VSM-827	Traffic Sign Assist Warning 	Traffic Sign Assist Warning	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-TrafficSignAssistWarning-040	Sys-RA-VF665_V42_VSM-828	Traffic Sign Assist Warning 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Traffic_Sign_Recognition_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Traffic_Sign_Recognition_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Traffic_Sign_Recognition_Menu PROXI value to determine the availability of the feature.\nIf $Traffic_Sign_Recognition_Menu$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Traffic_Sign_Recognition_Menu" PROXI parameter is equal to absent\n*check TLM shall not display the Traffic Sign Assist Warning  menu item and the user can not perform any setting.	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-TrafficSignAssistWarning-041	Sys-RA-VF665_V42_VSM-829	Traffic Sign Assist Warning 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Traffic_Sign_Recognition_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Traffic_Sign_Recognition_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Traffic_Sign_Recognition_Menu PROXI value to determine the availability of the feature.\nIf $Traffic_Sign_Recognition_Menu$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Traffic_Sign_Recognition_Menu" PROXI parameter is equal to present\n*check TLM shall display the Traffic Sign Assist Warning  menu item and the user can perform setting with the following options:\nOff, Visual, Visual_Chime	 1. Software Validation\n2. System Validation\n3. Integration test.
