l2_no	test_set	row037	swe1_id	tc_ids	tc_count	status
1	SXM Module Version	308	SWE1-Diagnostics-301	NR1L-DIAG-400	1	COVERED
1	SXM Module Version	309	SWE1-Diagnostics-302	NR1L-DIAG-401	1	COVERED
1	SXM Module Version	310	SWE1-Diagnostics-303	NR1L-DIAG-402;NR1L-DIAG-403	2	COVERED
1	SXM Module Version	311	SWE1-Diagnostics-304	NR1L-DIAG-404	1	COVERED
1	SXM Module Version	312	SWE1-Diagnostics-305	NR1L-DIAG-405	1	COVERED
1	SXM Module Version	313	SWE1-Diagnostics-306	NR1L-DIAG-406;NR1L-DIAG-407	2	COVERED
1	SXM Module Version	314	SWE1-Diagnostics-307	NR1L-DIAG-408	1	COVERED
1	SXM Module Version	315	SWE1-Diagnostics-308	NR1L-DIAG-409	1	COVERED
1	SXM Module Version	316	SWE1-Diagnostics-309	NR1L-DIAG-410;NR1L-DIAG-411	2	COVERED
1	SXM Module Version	317	SWE1-Diagnostics-310	NR1L-DIAG-412	1	COVERED
1	SXM Module Version	318	SWE1-Diagnostics-311	NR1L-DIAG-413	1	COVERED
1	SXM Module Version	319	SWE1-Diagnostics-312	NR1L-DIAG-414;NR1L-DIAG-415	2	COVERED
1	SXM Module Version	320	SWE1-Diagnostics-313	NR1L-DIAG-416	1	COVERED
1	SXM Module Version	321	SWE1-Diagnostics-314	NR1L-DIAG-417	1	COVERED
1	SXM Module Version	322	SWE1-Diagnostics-315	NR1L-DIAG-418;NR1L-DIAG-419	2	COVERED
1	SXM Module Version	323	SWE1-Diagnostics-316	NR1L-DIAG-420	1	COVERED
1	SXM Module Version	324	SWE1-Diagnostics-317	NR1L-DIAG-421	1	COVERED
1	SXM Module Version	325	SWE1-Diagnostics-318	NR1L-DIAG-422;NR1L-DIAG-423	2	COVERED
1	SXM Module Version	326	SWE1-Diagnostics-319	NR1L-DIAG-424	1	COVERED
1	SXM Module Version	327	SWE1-Diagnostics-320	NR1L-DIAG-425	1	COVERED
1	SXM Module Version	328	SWE1-Diagnostics-321	NR1L-DIAG-426;NR1L-DIAG-427	2	COVERED
1	SXM Module Version	329	SWE1-Diagnostics-322	NR1L-DIAG-428	1	COVERED
1	SXM Module Version	330	SWE1-Diagnostics-323	NR1L-DIAG-429	1	COVERED
1	SXM Module Version	331	SWE1-Diagnostics-324	NR1L-DIAG-430;NR1L-DIAG-431	2	COVERED
1	SXM Module Version	332	SWE1-Diagnostics-325	NR1L-DIAG-432	1	COVERED
2	SXM Signal Quality	29	SWE1-Diagnostics-022	NR1L-DIAG-433	1	COVERED
2	SXM Signal Quality	30	SWE1-Diagnostics-023	NR1L-DIAG-434;NR1L-DIAG-435	2	COVERED
2	SXM Signal Quality	31	SWE1-Diagnostics-024	NR1L-DIAG-436	1	COVERED
2	SXM Signal Quality	32	SWE1-Diagnostics-025	NR1L-DIAG-437	1	COVERED
2	SXM Signal Quality	33	SWE1-Diagnostics-026	NR1L-DIAG-438;NR1L-DIAG-439	2	COVERED
2	SXM Signal Quality	34	SWE1-Diagnostics-027	NR1L-DIAG-440	1	COVERED
2	SXM Signal Quality	35	SWE1-Diagnostics-028	NR1L-DIAG-441;NR1L-DIAG-442;NR1L-DIAG-443;NR1L-DIAG-444;NR1L-DIAG-445	5	COVERED
2	SXM Signal Quality	36	SWE1-Diagnostics-029	NR1L-DIAG-446;NR1L-DIAG-447	2	COVERED
2	SXM Signal Quality	37	SWE1-Diagnostics-030	NR1L-DIAG-448	1	COVERED
2	SXM Signal Quality	168	SWE1-Diagnostics-161	NR1L-DIAG-449	1	COVERED
2	SXM Signal Quality	169	SWE1-Diagnostics-162	NR1L-DIAG-450;NR1L-DIAG-451	2	COVERED
2	SXM Signal Quality	170	SWE1-Diagnostics-163	NR1L-DIAG-452	1	COVERED
2	SXM Signal Quality	171	SWE1-Diagnostics-164	NR1L-DIAG-453;NR1L-DIAG-454	2	COVERED
2	SXM Signal Quality	172	SWE1-Diagnostics-165	NR1L-DIAG-455	1	COVERED
2	SXM Signal Quality	173	SWE1-Diagnostics-166	NR1L-DIAG-456;NR1L-DIAG-457	2	COVERED
2	SXM Signal Quality	174	SWE1-Diagnostics-167	NR1L-DIAG-458	1	COVERED
2	SXM Signal Quality	175	SWE1-Diagnostics-168	NR1L-DIAG-459;NR1L-DIAG-460	2	COVERED
2	SXM Signal Quality	176	SWE1-Diagnostics-169	NR1L-DIAG-461	1	COVERED
2	SXM Signal Quality	177	SWE1-Diagnostics-170	NR1L-DIAG-462;NR1L-DIAG-463	2	COVERED
2	SXM Signal Quality	178	SWE1-Diagnostics-171	NR1L-DIAG-464	1	COVERED
2	SXM Signal Quality	179	SWE1-Diagnostics-172	NR1L-DIAG-465;NR1L-DIAG-466	2	COVERED
2	SXM Signal Quality	180	SWE1-Diagnostics-173	NR1L-DIAG-467	1	COVERED
2	SXM Signal Quality	181	SWE1-Diagnostics-174	NR1L-DIAG-468;NR1L-DIAG-469	2	COVERED
2	SXM Signal Quality	182	SWE1-Diagnostics-175	NR1L-DIAG-470	1	COVERED
2	SXM Signal Quality	183	SWE1-Diagnostics-176	NR1L-DIAG-471;NR1L-DIAG-472	2	COVERED
2	SXM Signal Quality	184	SWE1-Diagnostics-177	NR1L-DIAG-473	1	COVERED
2	SXM Signal Quality	185	SWE1-Diagnostics-178	NR1L-DIAG-474;NR1L-DIAG-475	2	COVERED
2	SXM Signal Quality	186	SWE1-Diagnostics-179	NR1L-DIAG-476	1	COVERED
2	SXM Signal Quality	187	SWE1-Diagnostics-180	NR1L-DIAG-477;NR1L-DIAG-478	2	COVERED
2	SXM Signal Quality	188	SWE1-Diagnostics-181	NR1L-DIAG-479	1	COVERED
2	SXM Signal Quality	189	SWE1-Diagnostics-182	NR1L-DIAG-480;NR1L-DIAG-481	2	COVERED
2	SXM Signal Quality	190	SWE1-Diagnostics-183	NR1L-DIAG-482	1	COVERED
2	SXM Signal Quality	191	SWE1-Diagnostics-184	NR1L-DIAG-483;NR1L-DIAG-484	2	COVERED
2	SXM Signal Quality	192	SWE1-Diagnostics-185	NR1L-DIAG-485	1	COVERED
2	SXM Signal Quality	193	SWE1-Diagnostics-186	NR1L-DIAG-486;NR1L-DIAG-487	2	COVERED
2	SXM Signal Quality	194	SWE1-Diagnostics-187	NR1L-DIAG-488	1	COVERED
2	SXM Signal Quality	195	SWE1-Diagnostics-188	NR1L-DIAG-489;NR1L-DIAG-490	2	COVERED
2	SXM Signal Quality	196	SWE1-Diagnostics-189	NR1L-DIAG-012	1	COVERED
2	SXM Signal Quality	197	SWE1-Diagnostics-190	NR1L-DIAG-491;NR1L-DIAG-492	2	COVERED
2	SXM Signal Quality	198	SWE1-Diagnostics-191	NR1L-DIAG-493	1	COVERED
2	SXM Signal Quality	199	SWE1-Diagnostics-192	NR1L-DIAG-494;NR1L-DIAG-495	2	COVERED
2	SXM Signal Quality	200	SWE1-Diagnostics-193	NR1L-DIAG-496	1	COVERED
2	SXM Signal Quality	201	SWE1-Diagnostics-194	NR1L-DIAG-497;NR1L-DIAG-498	2	COVERED
2	SXM Signal Quality	202	SWE1-Diagnostics-195	NR1L-DIAG-499	1	COVERED
2	SXM Signal Quality	203	SWE1-Diagnostics-196	NR1L-DIAG-500;NR1L-DIAG-501	2	COVERED
2	SXM Signal Quality	204	SWE1-Diagnostics-197	NR1L-DIAG-502	1	COVERED
2	SXM Signal Quality	205	SWE1-Diagnostics-198	NR1L-DIAG-503;NR1L-DIAG-504	2	COVERED
2	SXM Signal Quality	206	SWE1-Diagnostics-199	NR1L-DIAG-505	1	COVERED
2	SXM Signal Quality	207	SWE1-Diagnostics-200	NR1L-DIAG-506;NR1L-DIAG-507	2	COVERED
2	SXM Signal Quality	208	SWE1-Diagnostics-201	NR1L-DIAG-508	1	COVERED
2	SXM Signal Quality	209	SWE1-Diagnostics-202	NR1L-DIAG-509;NR1L-DIAG-510	2	COVERED
2	SXM Signal Quality	210	SWE1-Diagnostics-203	NR1L-DIAG-511	1	COVERED
2	SXM Signal Quality	211	SWE1-Diagnostics-204	NR1L-DIAG-512;NR1L-DIAG-513	2	COVERED
2	SXM Signal Quality	212	SWE1-Diagnostics-205	NR1L-DIAG-514	1	COVERED
2	SXM Signal Quality	213	SWE1-Diagnostics-206	NR1L-DIAG-515;NR1L-DIAG-516	2	COVERED
2	SXM Signal Quality	214	SWE1-Diagnostics-207	NR1L-DIAG-517	1	COVERED
2	SXM Signal Quality	215	SWE1-Diagnostics-208	NR1L-DIAG-518;NR1L-DIAG-519	2	COVERED
2	SXM Signal Quality	216	SWE1-Diagnostics-209	NR1L-DIAG-520	1	COVERED
2	SXM Signal Quality	217	SWE1-Diagnostics-210	NR1L-DIAG-521;NR1L-DIAG-522	2	COVERED
2	SXM Signal Quality	218	SWE1-Diagnostics-211	NR1L-DIAG-523;NR1L-DIAG-550;NR1L-DIAG-551	3	COVERED
2	SXM Signal Quality	219	SWE1-Diagnostics-212	NR1L-DIAG-524;NR1L-DIAG-525	2	COVERED
2	SXM Signal Quality	220	SWE1-Diagnostics-213	NR1L-DIAG-526;NR1L-DIAG-527;NR1L-DIAG-548;NR1L-DIAG-549	4	COVERED
2	SXM Signal Quality	221	SWE1-Diagnostics-214	NR1L-DIAG-528;NR1L-DIAG-529	2	COVERED
2	SXM Signal Quality	222	SWE1-Diagnostics-215	NR1L-DIAG-530;NR1L-DIAG-552;NR1L-DIAG-553	3	COVERED
2	SXM Signal Quality	223	SWE1-Diagnostics-216	NR1L-DIAG-531;NR1L-DIAG-532	2	COVERED
2	SXM Signal Quality	224	SWE1-Diagnostics-217	NR1L-DIAG-533	1	COVERED
2	SXM Signal Quality	225	SWE1-Diagnostics-218	NR1L-DIAG-534;NR1L-DIAG-535	2	COVERED
2	SXM Signal Quality	226	SWE1-Diagnostics-219	NR1L-DIAG-536;NR1L-DIAG-537;NR1L-DIAG-538	3	COVERED
2	SXM Signal Quality	227	SWE1-Diagnostics-220	NR1L-DIAG-539;NR1L-DIAG-540	2	COVERED
2	SXM Signal Quality	333	SWE1-Diagnostics-326	NR1L-DIAG-541	1	COVERED
2	SXM Signal Quality	334	SWE1-Diagnostics-327	NR1L-DIAG-542;NR1L-DIAG-543	2	COVERED
2	SXM Signal Quality	335	SWE1-Diagnostics-328	NR1L-DIAG-544	1	COVERED
3	SXM Subscription	239	SWE1-Diagnostics-232	NR1L-DIAG-291	1	COVERED
3	SXM Subscription	240	SWE1-Diagnostics-233	NR1L-DIAG-292;NR1L-DIAG-293	2	COVERED
3	SXM Subscription	241	SWE1-Diagnostics-234	NR1L-DIAG-294	1	COVERED
3	SXM Subscription	242	SWE1-Diagnostics-235	NR1L-DIAG-295	1	COVERED
3	SXM Subscription	243	SWE1-Diagnostics-236	NR1L-DIAG-296	1	COVERED
3	SXM Subscription	244	SWE1-Diagnostics-237	NR1L-DIAG-297	1	COVERED
3	SXM Subscription	245	SWE1-Diagnostics-238	NR1L-DIAG-298	1	COVERED
3	SXM Subscription	246	SWE1-Diagnostics-239	NR1L-DIAG-299	1	COVERED
3	SXM Subscription	247	SWE1-Diagnostics-240	NR1L-DIAG-300;NR1L-DIAG-301	2	COVERED
3	SXM Subscription	248	SWE1-Diagnostics-241	NR1L-DIAG-302	1	COVERED
3	SXM Subscription	249	SWE1-Diagnostics-242	NR1L-DIAG-303	1	COVERED
3	SXM Subscription	250	SWE1-Diagnostics-243	NR1L-DIAG-304;NR1L-DIAG-305	2	COVERED
3	SXM Subscription	251	SWE1-Diagnostics-244	NR1L-DIAG-306	1	COVERED
3	SXM Subscription	252	SWE1-Diagnostics-245	NR1L-DIAG-307	1	COVERED
3	SXM Subscription	253	SWE1-Diagnostics-246	NR1L-DIAG-308;NR1L-DIAG-309	2	COVERED
3	SXM Subscription	254	SWE1-Diagnostics-247	NR1L-DIAG-310	1	COVERED
3	SXM Subscription	255	SWE1-Diagnostics-248	NR1L-DIAG-311	1	COVERED
3	SXM Subscription	256	SWE1-Diagnostics-249	NR1L-DIAG-312;NR1L-DIAG-313	2	COVERED
3	SXM Subscription	257	SWE1-Diagnostics-250	NR1L-DIAG-314	1	COVERED
3	SXM Subscription	258	SWE1-Diagnostics-251	NR1L-DIAG-315	1	COVERED
3	SXM Subscription	259	SWE1-Diagnostics-252	NR1L-DIAG-316;NR1L-DIAG-317	2	COVERED
3	SXM Subscription	260	SWE1-Diagnostics-253	NR1L-DIAG-318	1	COVERED
3	SXM Subscription	261	SWE1-Diagnostics-254	NR1L-DIAG-319	1	COVERED
3	SXM Subscription	262	SWE1-Diagnostics-255	NR1L-DIAG-320;NR1L-DIAG-321	2	COVERED
3	SXM Subscription	263	SWE1-Diagnostics-256	NR1L-DIAG-322	1	COVERED
3	SXM Subscription	264	SWE1-Diagnostics-257	NR1L-DIAG-323	1	COVERED
3	SXM Subscription	265	SWE1-Diagnostics-258	NR1L-DIAG-324;NR1L-DIAG-325	2	COVERED
3	SXM Subscription	266	SWE1-Diagnostics-259	NR1L-DIAG-326	1	COVERED
3	SXM Subscription	267	SWE1-Diagnostics-260	NR1L-DIAG-327	1	COVERED
3	SXM Subscription	268	SWE1-Diagnostics-261	NR1L-DIAG-328;NR1L-DIAG-329	2	COVERED
3	SXM Subscription	269	SWE1-Diagnostics-262	NR1L-DIAG-330	1	COVERED
3	SXM Subscription	270	SWE1-Diagnostics-263	NR1L-DIAG-331	1	COVERED
3	SXM Subscription	271	SWE1-Diagnostics-264	NR1L-DIAG-332;NR1L-DIAG-333	2	COVERED
3	SXM Subscription	272	SWE1-Diagnostics-265	NR1L-DIAG-334	1	COVERED
3	SXM Subscription	273	SWE1-Diagnostics-266	NR1L-DIAG-335;NR1L-DIAG-545;NR1L-DIAG-546;NR1L-DIAG-547	4	COVERED
3	SXM Subscription	274	SWE1-Diagnostics-267	NR1L-DIAG-336;NR1L-DIAG-337	2	COVERED
3	SXM Subscription	275	SWE1-Diagnostics-268	NR1L-DIAG-338	1	COVERED
4	SXM Package Routines	228	SWE1-Diagnostics-221	NR1L-DIAG-339	1	COVERED
4	SXM Package Routines	229	SWE1-Diagnostics-222	NR1L-DIAG-340;NR1L-DIAG-341	2	COVERED
4	SXM Package Routines	230	SWE1-Diagnostics-223	NR1L-DIAG-342	1	COVERED
4	SXM Package Routines	231	SWE1-Diagnostics-224	NR1L-DIAG-343;NR1L-DIAG-344	2	COVERED
4	SXM Package Routines	232	SWE1-Diagnostics-225	NR1L-DIAG-345	1	COVERED
4	SXM Package Routines	233	SWE1-Diagnostics-226	NR1L-DIAG-346;NR1L-DIAG-347;NR1L-DIAG-348	3	COVERED
4	SXM Package Routines	234	SWE1-Diagnostics-227	NR1L-DIAG-351	1	COVERED
4	SXM Package Routines	235	SWE1-Diagnostics-228	NR1L-DIAG-352	1	COVERED
4	SXM Package Routines	236	SWE1-Diagnostics-229	NR1L-DIAG-353	1	COVERED
4	SXM Package Routines	237	SWE1-Diagnostics-230	NR1L-DIAG-354	1	COVERED
4	SXM Package Routines	238	SWE1-Diagnostics-231	NR1L-DIAG-355;NR1L-DIAG-356;NR1L-DIAG-357	3	COVERED
4	SXM Package Routines	355	SWE1-Diagnostics-347	NR1L-DIAG-349	1	COVERED
4	SXM Package Routines	356	SWE1-Diagnostics-348	NR1L-DIAG-350	1	COVERED
5	GPS Signal Data	357	SWE1-Diagnostics-349	NR1L-DIAG-232	1	COVERED
5	GPS Signal Data	358	SWE1-Diagnostics-350	NR1L-DIAG-233;NR1L-DIAG-234	2	COVERED
5	GPS Signal Data	359	SWE1-Diagnostics-351	NR1L-DIAG-235	1	COVERED
5	GPS Signal Data	360	SWE1-Diagnostics-352	NR1L-DIAG-236	1	COVERED
5	GPS Signal Data	361	SWE1-Diagnostics-353	NR1L-DIAG-237;NR1L-DIAG-238	2	COVERED
5	GPS Signal Data	362	SWE1-Diagnostics-354	NR1L-DIAG-239	1	COVERED
5	GPS Signal Data	363	SWE1-Diagnostics-355	NR1L-DIAG-240	1	COVERED
5	GPS Signal Data	364	SWE1-Diagnostics-356	NR1L-DIAG-241;NR1L-DIAG-242	2	COVERED
5	GPS Signal Data	365	SWE1-Diagnostics-357	NR1L-DIAG-243	1	COVERED
5	GPS Signal Data	366	SWE1-Diagnostics-358	NR1L-DIAG-244	1	COVERED
5	GPS Signal Data	367	SWE1-Diagnostics-359	NR1L-DIAG-245;NR1L-DIAG-246	2	COVERED
5	GPS Signal Data	368	SWE1-Diagnostics-360	NR1L-DIAG-247	1	COVERED
5	GPS Signal Data	369	SWE1-Diagnostics-361	NR1L-DIAG-248	1	COVERED
5	GPS Signal Data	370	SWE1-Diagnostics-362	NR1L-DIAG-249;NR1L-DIAG-250	2	COVERED
5	GPS Signal Data	371	SWE1-Diagnostics-363	NR1L-DIAG-251	1	COVERED
5	GPS Signal Data	372	SWE1-Diagnostics-364	NR1L-DIAG-252	1	COVERED
5	GPS Signal Data	373	SWE1-Diagnostics-365	NR1L-DIAG-253;NR1L-DIAG-254	2	COVERED
5	GPS Signal Data	374	SWE1-Diagnostics-366	NR1L-DIAG-255	1	COVERED
5	GPS Signal Data	375	SWE1-Diagnostics-367	NR1L-DIAG-256	1	COVERED
5	GPS Signal Data	376	SWE1-Diagnostics-368	NR1L-DIAG-257;NR1L-DIAG-258	2	COVERED
5	GPS Signal Data	377	SWE1-Diagnostics-369	NR1L-DIAG-259	1	COVERED
5	GPS Signal Data	378	SWE1-Diagnostics-370	NR1L-DIAG-260	1	COVERED
5	GPS Signal Data	379	SWE1-Diagnostics-371	NR1L-DIAG-261;NR1L-DIAG-262	2	COVERED
5	GPS Signal Data	380	SWE1-Diagnostics-372	NR1L-DIAG-263	1	COVERED
5	GPS Signal Data	381	SWE1-Diagnostics-373	NR1L-DIAG-264	1	COVERED
5	GPS Signal Data	382	SWE1-Diagnostics-374	NR1L-DIAG-265;NR1L-DIAG-266	2	COVERED
5	GPS Signal Data	383	SWE1-Diagnostics-375	NR1L-DIAG-267	1	COVERED
5	GPS Signal Data	384	SWE1-Diagnostics-376	NR1L-DIAG-268	1	COVERED
5	GPS Signal Data	385	SWE1-Diagnostics-377	NR1L-DIAG-269;NR1L-DIAG-270	2	COVERED
5	GPS Signal Data	386	SWE1-Diagnostics-378	NR1L-DIAG-271	1	COVERED
5	GPS Signal Data	387	SWE1-Diagnostics-379	NR1L-DIAG-272	1	COVERED
5	GPS Signal Data	388	SWE1-Diagnostics-380	NR1L-DIAG-273;NR1L-DIAG-274	2	COVERED
5	GPS Signal Data	389	SWE1-Diagnostics-381	NR1L-DIAG-275	1	COVERED
5	GPS Signal Data	390	SWE1-Diagnostics-382	NR1L-DIAG-276	1	COVERED
6	Camera Brightness	8	SWE1-Diagnostics-001	NR1L-DIAG-001	1	COVERED
6	Camera Brightness	9	SWE1-Diagnostics-002	NR1L-DIAG-002;NR1L-DIAG-003	2	COVERED
6	Camera Brightness	10	SWE1-Diagnostics-003	NR1L-DIAG-004	1	COVERED
6	Camera Brightness	11	SWE1-Diagnostics-004	NR1L-DIAG-005	1	COVERED
6	Camera Brightness	12	SWE1-Diagnostics-005	NR1L-DIAG-015;NR1L-DIAG-016	2	COVERED
6	Camera Brightness	13	SWE1-Diagnostics-006	NR1L-DIAG-017	1	COVERED
7	ECU Internal Settings	59	SWE1-Diagnostics-052	NR1L-DIAG-018;NR1L-DIAG-019	2	COVERED
7	ECU Internal Settings	60	SWE1-Diagnostics-053	NR1L-DIAG-020;NR1L-DIAG-021	2	COVERED
7	ECU Internal Settings	341	SWE1-Diagnostics-334	NR1L-DIAG-022;NR1L-DIAG-023	2	COVERED
7	ECU Internal Settings	342	SWE1-Diagnostics-335	NR1L-DIAG-024;NR1L-DIAG-025	2	COVERED
7	ECU Internal Settings	348	SWE1-Diagnostics-340-002	NR1L-DIAG-026;NR1L-DIAG-027	2	COVERED
7	ECU Internal Settings	349	SWE1-Diagnostics-341	NR1L-DIAG-028;NR1L-DIAG-029	2	COVERED
7	ECU Internal Settings	350	SWE1-Diagnostics-342	NR1L-DIAG-030;NR1L-DIAG-031	2	COVERED
7	ECU Internal Settings	351	SWE1-Diagnostics-343	NR1L-DIAG-032;NR1L-DIAG-033	2	COVERED
8	Media Hub Config	58	SWE1-Diagnostics-051	NR1L-DIAG-034;NR1L-DIAG-035	2	COVERED
8	Media Hub Config	336	SWE1-Diagnostics-329	NR1L-DIAG-036	1	COVERED
8	Media Hub Config	337	SWE1-Diagnostics-330	NR1L-DIAG-037;NR1L-DIAG-038	2	COVERED
8	Media Hub Config	338	SWE1-Diagnostics-331	NR1L-DIAG-039	1	COVERED
8	Media Hub Config	339	SWE1-Diagnostics-332	NR1L-DIAG-040;NR1L-DIAG-041	2	COVERED
8	Media Hub Config	340	SWE1-Diagnostics-333	NR1L-DIAG-042	1	COVERED
9	Button Interfaces	61	SWE1-Diagnostics-054	NR1L-DIAG-043	1	COVERED
9	Button Interfaces	62	SWE1-Diagnostics-055	NR1L-DIAG-044	1	COVERED
9	Button Interfaces	352	SWE1-Diagnostics-344	NR1L-DIAG-045	1	COVERED
9	Button Interfaces	353	SWE1-Diagnostics-345	NR1L-DIAG-046;NR1L-DIAG-047	2	COVERED
9	Button Interfaces	394	SWE1-Diagnostics-386	NR1L-DIAG-048	1	COVERED
9	Button Interfaces	395	SWE1-Diagnostics-387	NR1L-DIAG-049;NR1L-DIAG-050	2	COVERED
9	Button Interfaces	396	SWE1-Diagnostics-388	NR1L-DIAG-051	1	COVERED
10	Screen Test Pattern	64	SWE1-Diagnostics-057	NR1L-DIAG-014	1	COVERED
10	Screen Test Pattern	391	SWE1-Diagnostics-383	NR1L-DIAG-052	1	COVERED
10	Screen Test Pattern	392	SWE1-Diagnostics-384	NR1L-DIAG-053;NR1L-DIAG-054	2	COVERED
10	Screen Test Pattern	393	SWE1-Diagnostics-385	NR1L-DIAG-055	1	COVERED
11	Buzzer Control	57	SWE1-Diagnostics-050	NR1L-DIAG-056	1	COVERED
11	Buzzer Control	116	SWE1-Diagnostics-109	NR1L-DIAG-057	1	COVERED
11	Buzzer Control	117	SWE1-Diagnostics-110	NR1L-DIAG-058;NR1L-DIAG-059	2	COVERED
11	Buzzer Control	118	SWE1-Diagnostics-111	NR1L-DIAG-060	1	COVERED
11	Buzzer Control	119	SWE1-Diagnostics-112	NR1L-DIAG-006	1	COVERED
11	Buzzer Control	120	SWE1-Diagnostics-113	NR1L-DIAG-007;NR1L-DIAG-008	2	COVERED
11	Buzzer Control	121	SWE1-Diagnostics-114	NR1L-DIAG-061	1	COVERED
11	Buzzer Control	122	SWE1-Diagnostics-115	NR1L-DIAG-062;NR1L-DIAG-554	2	COVERED
11	Buzzer Control	123	SWE1-Diagnostics-116	NR1L-DIAG-063;NR1L-DIAG-064	2	COVERED
11	Buzzer Control	124	SWE1-Diagnostics-117	NR1L-DIAG-065	1	COVERED
11	Buzzer Control	125	SWE1-Diagnostics-118	NR1L-DIAG-066	1	COVERED
11	Buzzer Control	126	SWE1-Diagnostics-119	NR1L-DIAG-067;NR1L-DIAG-068	2	COVERED
11	Buzzer Control	127	SWE1-Diagnostics-120	NR1L-DIAG-069	1	COVERED
11	Buzzer Control	128	SWE1-Diagnostics-121	NR1L-DIAG-070	1	COVERED
11	Buzzer Control	129	SWE1-Diagnostics-122	NR1L-DIAG-071;NR1L-DIAG-072	2	COVERED
11	Buzzer Control	130	SWE1-Diagnostics-123	NR1L-DIAG-073	1	COVERED
11	Buzzer Control	131	SWE1-Diagnostics-124	NR1L-DIAG-074	1	COVERED
11	Buzzer Control	132	SWE1-Diagnostics-125	NR1L-DIAG-075;NR1L-DIAG-076	2	COVERED
11	Buzzer Control	133	SWE1-Diagnostics-126	NR1L-DIAG-077	1	COVERED
11	Buzzer Control	134	SWE1-Diagnostics-127	NR1L-DIAG-078	1	COVERED
11	Buzzer Control	135	SWE1-Diagnostics-128	NR1L-DIAG-079;NR1L-DIAG-080	2	COVERED
11	Buzzer Control	136	SWE1-Diagnostics-129	NR1L-DIAG-081	1	COVERED
11	Buzzer Control	137	SWE1-Diagnostics-130	NR1L-DIAG-082	1	COVERED
11	Buzzer Control	138	SWE1-Diagnostics-131	NR1L-DIAG-083;NR1L-DIAG-084	2	COVERED
11	Buzzer Control	139	SWE1-Diagnostics-132	NR1L-DIAG-085	1	COVERED
11	Buzzer Control	140	SWE1-Diagnostics-133	NR1L-DIAG-086	1	COVERED
11	Buzzer Control	141	SWE1-Diagnostics-134	NR1L-DIAG-087;NR1L-DIAG-088	2	COVERED
11	Buzzer Control	142	SWE1-Diagnostics-135	NR1L-DIAG-089	1	COVERED
