req_id	outline	polarion_id	spec_reference	title
SWE1-HMI-018-02	2.6.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.6.1	
SWE1-HMI-018-03	2.6.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.6.1	
SWE1-HMI-019	3.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_3.1	
SWE1-HMI-020-01	3.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_3.2	
SWE1-HMI-020-02	3.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_3.2	
SWE1-HMI-020-03	3.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_3.2	
SWE1-HMI-021-01	4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_4	
SWE1-HMI-021-02	4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_4	
SWE1-HMI-021-03	4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_4	
SWE1-HMI-022-01	4.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_4.1	
SWE1-HMI-022-02	4.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_4.1	
SWE1-HMI-023	5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.1	
SWE1-HMI-024-01	5.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.2	
SWE1-HMI-024-02	5.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.2	
SWE1-HMI-024-03	5.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.2	
SWE1-HMI-024-04	5.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.2	
SWE1-HMI-025	5.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.3	
SWE1-HMI-026-01	5.3.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.3.1	
SWE1-HMI-026-02	5.3.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.3.1	
SWE1-HMI-027	5.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.4	
SWE1-HMI-028-01	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-02	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-03	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-04	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-05	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-06	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-07	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-08	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-09	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-10	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-11	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-028-12	5.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	
SWE1-HMI-029-01	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-02	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-03	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-04	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-05	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-06	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-07	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-08	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-09	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-10	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-029-11	5.5.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	
SWE1-HMI-030-01	5.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.6	
SWE1-HMI-030-02	5.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.6	
SWE1-HMI-031-01	5.7		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	
SWE1-HMI-031-02	5.7		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	
SWE1-HMI-031-03	5.7		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	
SWE1-HMI-031-04	5.7		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	
SWE1-HMI-032-01	5.8		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.8	
SWE1-HMI-032-02	5.8		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.8	
SWE1-HMI-032-03	5.8		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.8	
SWE1-HMI-033-01	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-02	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-03	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-04	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-05	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-06	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-07	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-08	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-09	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-033-10	5.9		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	
SWE1-HMI-034-01	5.9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.1	
SWE1-HMI-034-02	5.9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.1	
SWE1-HMI-035-01	5.9.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	
SWE1-HMI-035-02	5.9.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	
SWE1-HMI-035-03	5.9.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	
SWE1-HMI-035-04	5.9.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	
SWE1-HMI-035-05	5.9.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	
SWE1-HMI-036-01	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-036-02	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-036-03	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-036-04	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-036-05	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-036-06	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-036-07	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-036-08	5.9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	
SWE1-HMI-037-01	5.9.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.4	
SWE1-HMI-037-02	5.9.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.4	
SWE1-HMI-038-01	5.10		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	
SWE1-HMI-038-02	5.10		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	
SWE1-HMI-038-03	5.10		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	
SWE1-HMI-038-04	5.10		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	
SWE1-HMI-039-01	5.11		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	
SWE1-HMI-039-02	5.11		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	
SWE1-HMI-039-03	5.11		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	
SWE1-HMI-039-04	5.11		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	
SWE1-HMI-039-05	5.11		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	
SWE1-HMI-039-06	5.11		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	
SWE1-HMI-039-07	5.11		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	
SWE1-HMI-040-01	5.11.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	
SWE1-HMI-040-02	5.11.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	
SWE1-HMI-040-03	5.11.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	
SWE1-HMI-041-01	5.12		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	
SWE1-HMI-041-02	5.12		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	
SWE1-HMI-041-03	5.12		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	
SWE1-HMI-042-01	5.13		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	
SWE1-HMI-042-02	5.13		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	
SWE1-HMI-042-03	5.13		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	
SWE1-HMI-042-04	5.13		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	
SWE1-HMI-042-05	5.13		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	
SWE1-HMI-042-06	5.13		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	
SWE1-HMI-043-01	5.14		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	
SWE1-HMI-043-02	5.14		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	
SWE1-HMI-043-03	5.14		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	
SWE1-HMI-044	5.15		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.15	
SWE1-HMI-045-01	5.16		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	
SWE1-HMI-045-02	5.16		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	
SWE1-HMI-045-03	5.16		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	
SWE1-HMI-045-04	5.16		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	
SWE1-HMI-045-05	5.16		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	
SWE1-HMI-046-01	5.16.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.1	
SWE1-HMI-046-02	5.16.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.1	
SWE1-HMI-046-03	5.16.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.1	
SWE1-HMI-046-04	5.16.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.1	
SWE1-HMI-046-05	5.16.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.1	
SWE1-HMI-046-06	5.16.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.1	
SWE1-HMI-046-07	5.16.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.1	
SWE1-HMI-047-01	5.16.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.2	
SWE1-HMI-047-02	5.16.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16.2	
SWE1-HMI-048	5.17		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.17	
SWE1-HMI-049-01	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-02	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-03	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-04	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-05	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-06	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-07	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-08	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-09	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-10	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-049-11	5.18		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.18	
SWE1-HMI-050-01	5.19		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.19	
SWE1-HMI-050-02	5.19		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.19	
SWE1-HMI-050-03	5.19		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.19	
SWE1-HMI-050-04	5.19		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.19	
SWE1-HMI-050-05	5.19		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.19	
SWE1-HMI-050-06	5.19		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.19	
SWE1-HMI-051	5.20		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.20	
SWE1-HMI-052-01	6.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.1	
SWE1-HMI-052-02	6.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.1	
SWE1-HMI-052-03	6.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.1	
SWE1-HMI-052-04	6.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.1	
SWE1-HMI-053	6.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.2	
SWE1-HMI-054-01	6.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.3	
SWE1-HMI-054-02	6.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.3	
SWE1-HMI-055-01	6.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.4	
SWE1-HMI-055-02	6.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.4	
SWE1-HMI-055-03	6.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.4	
SWE1-HMI-055-04	6.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.4	
SWE1-HMI-056-01	6.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	
SWE1-HMI-056-02	6.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	
SWE1-HMI-056-03	6.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	
SWE1-HMI-056-04	6.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	
SWE1-HMI-056-05	6.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	
SWE1-HMI-056-06	6.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	
SWE1-HMI-056-07	6.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	
SWE1-HMI-057-01	7.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	
SWE1-HMI-057-02	7.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	
SWE1-HMI-057-03	7.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	
SWE1-HMI-057-04	7.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	
SWE1-HMI-057-05	7.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	
SWE1-HMI-057-06	7.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	
SWE1-HMI-058	7.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.2	
SWE1-HMI-059	7.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.3	
SWE1-HMI-060-01	7.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	
SWE1-HMI-060-02	7.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	
SWE1-HMI-060-03	7.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	
SWE1-HMI-060-04	7.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	
SWE1-HMI-061-01	7.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.5	
SWE1-HMI-061-02	7.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.5	
SWE1-HMI-062-01	7.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.6	
SWE1-HMI-062-02	7.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.6	
SWE1-HMI-063-01	8.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.1	
SWE1-HMI-063-02	8.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.1	
SWE1-HMI-063-03	8.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.1	
SWE1-HMI-064-01	8.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.2	
SWE1-HMI-064-02	8.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.2	
SWE1-HMI-064-03	8.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.2	
SWE1-HMI-064-04	8.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.2	
SWE1-HMI-065-01	8.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.3	
SWE1-HMI-065-02	8.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.3	
SWE1-HMI-066-01	9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	
SWE1-HMI-066-02	9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	
SWE1-HMI-066-03	9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	
SWE1-HMI-066-04	9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	
SWE1-HMI-066-05	9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	
SWE1-HMI-066-06	9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	
SWE1-HMI-066-07	9.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	
SWE1-HMI-067-01	9.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.2	
SWE1-HMI-067-02	9.2		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.2	
SWE1-HMI-068-01	9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.3	
SWE1-HMI-068-02	9.3		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.3	
SWE1-HMI-069	9.3.1		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.3.1	
SWE1-HMI-070-01	9.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.4	
SWE1-HMI-070-02	9.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.4	
SWE1-HMI-070-03	9.4		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.4	
SWE1-HMI-071-01	9.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	
SWE1-HMI-071-02	9.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	
SWE1-HMI-071-03	9.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	
SWE1-HMI-071-04	9.5		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	
SWE1-HMI-072-01	9.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	
SWE1-HMI-072-02	9.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	
SWE1-HMI-072-03	9.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	
SWE1-HMI-072-04	9.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	
SWE1-HMI-072-05	9.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	
SWE1-HMI-072-06	9.6		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	
SWE1-HMI-073	9.7		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.7	
SWE1-HMI-074-01	9.8		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	
SWE1-HMI-074-02	9.8		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	
SWE1-HMI-074-03	9.8		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	
SWE1-HMI-074-04	9.8		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	
SWE1-HMI-075-01	9.10		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.10	
SWE1-HMI-075-02	9.10		Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.10	
