swe_id	source_req_id	hmi_source_id	class	first_token	description_head
SWE1-HMI-028-02	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	when	The system shall when there is an incoming call or second incoming call on the same phone, the controls are shown in an incoming call popup: 1) Answer and 2) Decline;
SWE1-HMI-028-03	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	the	The system shall the first incoming call also has the following controls which are not on second incoming call pop-up: 3) Transfer.
SWE1-HMI-028-04	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	when	The system shall when there is a second incoming call on the same phone, the active call is shown only on the Current Call tab and the incoming call is shown in a popup.
SWE1-HMI-028-05	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	when	The system shall when there is an active 2 call scenario, the controls are: 1) Hold Call 2) End Call (for active phone) 3) Mute, 4) Transfer and 5) Join Calls and 6) Swap calls.
SWE1-HMI-028-06	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	when	The system shall when there is an active conference call, the controls are: (1) Transfer (2) Mute (3) End Call (4) Hold/ When a call is ended, the temporary controls for 5 seconds on the Current Call tab are: 1) “Redial” (which calls the previous active call) and 2) End Call (greyed out).
SWE1-HMI-028-07	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	the	The system shall the ‘Hold’ buttons changes to the “Resume” button when call is On Hold.
SWE1-HMI-028-08	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	when	The system shall when audio is transferred, the controls change to display ‘Transfer Back’ button instead of ‘Transfer to Phone” and all other controls are grayed out, with both icons greyed out.
SWE1-HMI-028-09	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	if	The system shall if user is not in Phone Category during active call, Call Time is shown in the status bar.
SWE1-HMI-028-10	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	the	The system shall the voice system allows the user to callback the previous incoming caller.
SWE1-HMI-028-11	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L3_非動詞連接	the	The system shall the haptic HMI only allows this by going into the recent calls browser.
SWE1-HMI-028-12	SYS-HMI-RA-PHONE-051	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5	L4_非字母開頭	(image:	The system shall (image: image2.png)
SWE1-HMI-029-01	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L1_標籤殘留	pHCC1.1)	"The system shall pHCC1.1) If an outgoing call is placed through the handset the user will be redirected to the Current Call tab of the active phone in the Phone category (for R1 Low 7"", the “Call” tab)."
SWE1-HMI-029-02	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	buttons	The system shall buttons on the active call screen should not be interactive/pressable when there is an incoming call popup shown.
SWE1-HMI-029-03	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	user	The system shall user must take action on the popup before any other action.
SWE1-HMI-029-04	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	if	The system shall if a second incoming call is received, it will be suppressed until first incoming call popup has been acted upon or until it times out.
SWE1-HMI-029-05	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	if	The system shall if a call is placed for ASSIST, R-call or E-call the user will not be taken to the phone category domain.
SWE1-HMI-029-06	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	when	The system shall when the user is in an active call and switches to another tab (like Media), the phone number/contact name and time elapsed are displayed in a button in the top status bar.
SWE1-HMI-029-07	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	if	The system shall if the user is on any screen in the Phone Category other than the “Current Call” tab of the active Phone, the phone number/contact name and time elapsed are display in the status bar.
SWE1-HMI-029-08	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	selecting	"The system shall selecting the call status from the status bar will take the user to the Current Call (“Call” for R1 Low 7"") tab of the active Phone."
SWE1-HMI-029-09	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	if	The system shall if the outgoing call is a virtual call, remain on current screen and do not switch to phone domain.
SWE1-HMI-029-10	SYS-HMI-RA-PHONE-052	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.5.1	L3_非動詞連接	examples	The system shall examples of virtual calls could include navigation HFP prompts and personal assistants such as Samsung S Voice, Cortana or others.
SWE1-HMI-030-01	SYS-HMI-RA-PHONE-053	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.6	L3_非動詞連接	during	The system shall during an active call, activating MUTE soft control mutes the HFM microphone.
SWE1-HMI-030-02	SYS-HMI-RA-PHONE-053	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.6	L3_非動詞連接	the	The system shall the mute function and button remain active until 1) the call ends, 2) the user deactivates it by pressing MUTE again or 3)the user answers or makes a second call.
SWE1-HMI-031-01	SYS-HMI-RA-PHONE-054	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	L3_非動詞連接	during	The system shall during an active call, the user can press the Transfer button to transfer the audio to the handset.
SWE1-HMI-031-02	SYS-HMI-RA-PHONE-054	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	L3_非動詞連接	the	"The system shall the button label changes to ""Transfer Back"" and the button remains active until 1) the user transfers the call back by pressing the button again or 2) the call ends."
SWE1-HMI-031-03	SYS-HMI-RA-PHONE-054	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	L3_非動詞連接	when	The system shall when there is an incoming call or second incoming call on the same phone, pressing Transfer performs a macro function of answer and then transfer.
SWE1-HMI-031-04	SYS-HMI-RA-PHONE-054	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.7	L3_非動詞連接	when	The system shall when the phone is not active, the transfer button is greyed out.
SWE1-HMI-032-01	SYS-HMI-RA-PHONE-055	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.8	L1_標籤殘留	pHCC3.2	The system shall pHCC3.2 If user has transferred the call and they leave the vehicle (while still running) out of BT range, when the user returns to the vehicle and connection is restored, display the pop-up (PU0047) ‘Would you like to transfer your call to Hands-Free Mode?’ if there are no other Phones already connected.
SWE1-HMI-032-02	SYS-HMI-RA-PHONE-055	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.8	L3_非動詞連接	if	The system shall if there is already a phone connected with an active call, do not display pop-up(PU0047) for the second phone until the first active call has ended.
SWE1-HMI-032-03	SYS-HMI-RA-PHONE-055	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.8	L3_非動詞連接	for	The system shall for R1 High, do not display PU0047 when the user enters the vehicle while on an active call.
SWE1-HMI-033-01	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L3_非動詞連接	the	The system shall the Connected phone status(es) will be displayed in the Connected Phone Tab(s) in the Phone Category screen.
SWE1-HMI-033-02	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L3_非動詞連接	battery	The system shall battery strength, phone name, signal strength (with roam status ), and Do Not Disturb status (if On) for each connected phone are shown at all times.
SWE1-HMI-033-03	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L3_非動詞連接	battery	The system shall battery strength should show 4 segments and signal strength has up to 5 white bars available (5 total bars should always be shown.
SWE1-HMI-033-04	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L3_非動詞連接	grey	The system shall grey out bars that are not filled in white).
SWE1-HMI-033-05	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L3_非動詞連接	this	The system shall this information will be taken from the device status.
SWE1-HMI-033-06	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L2_首字母降格	rOAMING	The system shall rOAMING will be displayed on the Connect Phone Tab of the relevant phone on the Phone category screen if the device sends a ROAMING signal.
SWE1-HMI-033-07	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L2_首字母降格	rOAMING	The system shall rOAMING is for EMEA markets only.
SWE1-HMI-033-08	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L3_非動詞連接	otherwise	The system shall otherwise it will not be shown.
SWE1-HMI-033-10	SYS-HMI-RA-PHONE-056	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9	L4_非字母開頭	(image:	The system shall (image: image3.png) (image: image4.png)
SWE1-HMI-034-01	SYS-HMI-RA-PHONE-057	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.1	L1_標籤殘留	nPL1.1)	The system shall nPL1.1) The Current Call tab screen shows the call status in the top-center: “Calling…” while the call is outgoing and not connected, Call timer for the duration of the call when the call is connected, “Call Ended” for 5 secs after the call ends when the call is ended, and “Transferred to Phone” when audio is transferred.
SWE1-HMI-034-02	SYS-HMI-RA-PHONE-057	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.1	L3_非動詞連接	incoming	"The system shall incoming calls will be popups For R1 Low 7""display “<Device Name> Calling…” while the call is outgoing and not connected, “Connected Call on <Device Name>” for the duration of the call when the call is connected."
SWE1-HMI-035-01	SYS-HMI-RA-PHONE-058	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	L1_標籤殘留	nPL1.2)	The system shall nPL1.2) Current Call screen displays the caller ID (name of the caller or the phone number if the contact is not saved in the phone) unless the audio is transferred, in which case “Audio Transferred” is displayed.
SWE1-HMI-035-02	SYS-HMI-RA-PHONE-058	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	L3_非動詞連接	if	"The system shall if number does not have caller ID information, show: ""Private Number""."
SWE1-HMI-035-03	SYS-HMI-RA-PHONE-058	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	L3_非動詞連接	contact	The system shall contact ID should show for 5 seconds after call termination.
SWE1-HMI-035-04	SYS-HMI-RA-PHONE-058	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	L3_非動詞連接	in	The system shall in one connected call scenarios, there is a Favorite star which can be pressed (highlighted/un-highlighted) to favorite or unfavorite the phone number of the active call.
SWE1-HMI-035-05	SYS-HMI-RA-PHONE-058	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.2	L3_非動詞連接	a	The system shall a private or unknown number cannot be favorited so do not display a favorite star.
SWE1-HMI-036-01	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L1_標籤殘留	nPL1.3)	"The system shall nPL1.3) Current Call screen displays the call time: Display ""MM:SS"" or ""HH:MM:SS"" once a call is connected and keeps the call time display for 5 secs after call ends."
SWE1-HMI-036-02	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L3_非動詞連接	this	The system shall this area is blank when no phone is connected.
SWE1-HMI-036-03	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L3_非動詞連接	call	The system shall call time is accumulating, does not restart when switching between calls or accepting/starting a 2nd call.
SWE1-HMI-036-04	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L3_非動詞連接	the	The system shall the call time should be MM:SS until an hour of call time has occurred.
SWE1-HMI-036-05	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L3_非動詞連接	after	The system shall after an hour of call time the time will switch to HH:MM:SS.
SWE1-HMI-036-06	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L3_非動詞連接	no	The system shall no leading zero will be shown after the first minute.
SWE1-HMI-036-07	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L3_非動詞連接	call	The system shall call timer begins when both call parties are connected if Bluetooth-connected phone is GSM.
SWE1-HMI-036-08	SYS-HMI-RA-PHONE-059	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.3	L3_非動詞連接	if	The system shall if Bluetooth-connected phone is CDMA, call timer starts when dialing begins.
SWE1-HMI-037-01	SYS-HMI-RA-PHONE-060	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.4	L1_標籤殘留	nPL1.4)	"The system shall nPL1.4) If the phonebook is being downloaded for the first time, ""Downloading Phonebook"" is displayed."
SWE1-HMI-037-02	SYS-HMI-RA-PHONE-060	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.9.4	L3_非動詞連接	if	"The system shall if the phonebook is being updated, ""Updating Phonebook"" is displayed."
SWE1-HMI-038-01	SYS-HMI-RA-PHONE-061	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	L1_標籤殘留	pHCC5.5)	The system shall pHCC5.5) When there is an incoming call, the user can answer the phone by pressing the answer button or the caller information in the incoming call popup.
SWE1-HMI-038-02	SYS-HMI-RA-PHONE-061	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	L3_非動詞連接	when	The system shall when a call is on hold, pressing the caller info on the Current Call screen un-holds it.
SWE1-HMI-038-03	SYS-HMI-RA-PHONE-061	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	L3_非動詞連接	when	The system shall when there are two calls on one phone, pressing the held call information area (on the right) makes that call active (or by pressing swap).
