req_id	outline	polarion_id	spec_reference	title
SWE1-HMI-PROF-012	4.5.4	NRL-145461	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_4.5.4	PRACC5.4) When default Driver 1-2 Profiles are restored, all Profile linked pref
SWE1-HMI-PROF-013	4.6	NRL-145462	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_4.6	PRACC6.) The Profile feature will have a button defaulted in the status bar (but
SWE1-HMI-PROF-014	4.6.1	NRL-145463	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_4.6.1	PRACC6.1) When a customized Profile is active, the Profile button icon will indi
SWE1-HMI-PROF-015	4.6.2	NRL-145464	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_4.6.2	PRACC6.2) When the Profile section is open, the button will be in the active sta
SWE1-HMI-PROF-016	4.6.3	NRL-145465	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_4.6.3	PRACC6.3) If the Profile button is removed from the status bar (through status b
SWE1-HMI-PROF-018-01	5.1	NRL-145468	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.1	PRACC7.) When in the Profile section, there will be two tabs; “All Profiles” and
SWE1-HMI-PROF-018-02	5.1	NRL-145468	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.1	PRACC7.) When in the Profile section, there will be two tabs; “All Profiles” and
SWE1-HMI-PROF-018-03	5.1	NRL-145468	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.1	PRACC7.) When in the Profile section, there will be two tabs; “All Profiles” and
SWE1-HMI-PROF-019	5.1.1	NRL-145469	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.1.1	PRACC7.1) When on the “All Profiles” tab, all available users will be shown. The
SWE1-HMI-PROF-020-01	5.1.2	NRL-145470	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.1.2	PRACC7.2) An icon and the following string will always show in the “All Profiles
SWE1-HMI-PROF-020-02	5.1.2	NRL-145470	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.1.2	PRACC7.2) An icon and the following string will always show in the “All Profiles
SWE1-HMI-PROF-021-01	5.2	NRL-145471	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.2	PRACC8.) There can be up to five (5) Driver Profiles per vehicle, plus a Valet M
SWE1-HMI-PROF-021-02	5.2	NRL-145471	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.2	PRACC8.) There can be up to five (5) Driver Profiles per vehicle, plus a Valet M
SWE1-HMI-PROF-021-03	5.2	NRL-145471	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.2	PRACC8.) There can be up to five (5) Driver Profiles per vehicle, plus a Valet M
SWE1-HMI-PROF-022	5.3	NRL-145472	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.3	PRACC9.) When on the “All Profiles” tab, selecting another Profile username or a
SWE1-HMI-PROF-023	5.3.1	NRL-145473	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.3.1	PRACC9.1) When switched, the Profile loading (new message) will be shown, then t
SWE1-HMI-PROF-024	5.3.2	NRL-145474	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.3.2	PRACC9.2) If a Profile is switched while in the “All Profiles” tab, the screen w
SWE1-HMI-PROF-025	5.3.3	NRL-145475	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.3.3	PRACC9.3.) While a new Profile is loading, the user cannot try to select another
SWE1-HMI-PROF-026	5.4	NRL-145476	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.4	PRACC10.) Editing a Profile is only available for the active Profile, in the “Ed
SWE1-HMI-PROF-027-01	5.5	NRL-145477	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.5	PRACC11.) The Memory seat status displayed under each applicable Profile avatar 
SWE1-HMI-PROF-027-02	5.5	NRL-145477	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.5	PRACC11.) The Memory seat status displayed under each applicable Profile avatar 
SWE1-HMI-PROF-027-03	5.5	NRL-145477	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.5	PRACC11.) The Memory seat status displayed under each applicable Profile avatar 
SWE1-HMI-PROF-028	5.6	NRL-145478	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.6	PRACC12.) Choosing the “Add New” text or the “+” icon will initiate the new Prof
SWE1-HMI-PROF-029	5.6.1	NRL-145479	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.6.1	PRACC12.1) The “Add New” text or the “+” icon will be greyed out while the vehic
SWE1-HMI-PROF-030-01	5.7	NRL-145480	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.7	PRACC13.) Linking a Profile to a memory seat can only be done through the Edit P
SWE1-HMI-PROF-030-02	5.7	NRL-145480	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.7	PRACC13.) Linking a Profile to a memory seat can only be done through the Edit P
SWE1-HMI-PROF-031	5.8	NRL-145481	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.8	PRACC14.) If the Profile is switched while the vehicle is in motion, the memory 
SWE1-HMI-PROF-032	5.9	NRL-145482	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.9	PRACC15.) Pushing the memory seat set/save hard or soft controls is not required
SWE1-HMI-PROF-033	5.10	NRL-145483	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.10	PRACC16.) Saving a new seat position through the memory seat set/save hard or so
SWE1-HMI-PROF-034-01	5.10.1	NRL-145484	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.10.1	PRACC16.1) If a new seat position is saved to a Profile that is not currently ac
SWE1-HMI-PROF-034-02	5.10.1	NRL-145484	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.10.1	PRACC16.1) If a new seat position is saved to a Profile that is not currently ac
SWE1-HMI-PROF-034-03	5.10.1	NRL-145484	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.10.1	PRACC16.1) If a new seat position is saved to a Profile that is not currently ac
SWE1-HMI-PROF-036	5.12	NRL-145486	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.12	ALLPR1.) Profile order will default based on the order in which the Profiles hav
SWE1-HMI-PROF-037	5.12.1	NRL-145487	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.12.1	ALLPR1.1) Default Profiles will be in order of memory seat link (Ex: mem seat 1 
SWE1-HMI-PROF-038	5.12.2	NRL-145488	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.12.2	ALLPR1.2) Editing memory seat preferences/links will not change the order of the
SWE1-HMI-PROF-039	5.13	NRL-145489	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.13	ALLPR2.) If Default Profiles are restored (without clearing all Profiles) add re
SWE1-HMI-PROF-040	5.13.1	NRL-145490	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.13.1	ALLPR2.1) If all Profiles are cleared and the default Profiles are restored, ret
SWE1-HMI-PROF-041-01	5.13.2	NRL-145491	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.13.2	ALLPR2.2) Using the “Clear Personal Data” setting (and confirming from popup PU0
SWE1-HMI-PROF-041-02	5.13.2	NRL-145491	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.13.2	ALLPR2.2) Using the “Clear Personal Data” setting (and confirming from popup PU0
SWE1-HMI-PROF-041-03	5.13.2	NRL-145491	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.13.2	ALLPR2.2) Using the “Clear Personal Data” setting (and confirming from popup PU0
SWE1-HMI-PROF-041-04	5.13.2	NRL-145491	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.13.2	ALLPR2.2) Using the “Clear Personal Data” setting (and confirming from popup PU0
SWE1-HMI-PROF-042	5.14	NRL-145492	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.14	ALLPR3.) Pressing and holding the Avatar of any Profile will allow for dragging 
SWE1-HMI-PROF-043	5.15	NRL-145493	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.15	ALLPR5.) Usernames displayed on the All Profiles tab should be center justified 
SWE1-HMI-PROF-044	5.15.1	NRL-145494	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.15.1	ALLPR5.1) If the username is too long to be displayed within the All Profiles us
SWE1-HMI-PROF-045	5.16	NRL-145495	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_5.16	ALLPR6.) A cloud icon will show next to the profile avatar on the All Profiles t
SWE1-HMI-PROF-046	6.1	NRL-145497	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.1	NOPR0.) R1 High Only: this passage is not meant to be implemented. CPA will not 
SWE1-HMI-PROF-047	6.2	NRL-145498	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.2	NOPR1.) At vehicle entry or initiation of a newly active Profile, there will be 
SWE1-HMI-PROF-048	6.2.1	NRL-145499	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.2.1	NOPR1.1) The user does not need to customize the Default Profile(s) before creat
SWE1-HMI-PROF-049	6.3	NRL-145500	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.3	NOPR2.) Until popups are turned off, there will be a popup upon vehicle entry to
SWE1-HMI-PROF-050-01	6.3.1	NRL-145501	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.3.1	NOPR2.1) Selecting “X” on the default Welcome popup will lead to another popup w
SWE1-HMI-PROF-050-02	6.3.1	NRL-145501	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.3.1	NOPR2.1) Selecting “X” on the default Welcome popup will lead to another popup w
SWE1-HMI-PROF-051	6.3.2	NRL-145502	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.3.2	NOPR2.2) Selecting “Don’t Show me Again” will turn off the setting for the “Welc
SWE1-HMI-PROF-052	6.4	NRL-145503	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.4	NOPR3.) Pressing “Get Started” will initiate the New Profile Setup (but carry-ov
SWE1-HMI-PROF-053	6.4.1	NRL-145504	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.4.1	NOPR3.1) If vehicle is not equipped with connectivity, pressing “Get Started” wi
SWE1-HMI-PROF-054	6.5	NRL-145505	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.5	NOPR4.) Pressing “Switch Users” will take the user to the “All Profiles” tab in 
SWE1-HMI-PROF-055	6.6	NRL-145506	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_6.6	NOPR5.) Pressing the Avatar or “Welcome [username]” text will take the user to t
SWE1-HMI-PROF-056	7.1	NRL-145508	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.1	PRWEL1.) Unless user has selected to turn off welcome popups, the Head Unit will
SWE1-HMI-PROF-057	7.1.1	NRL-145509	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.1.1	PRWEL1.1) If the active Profile has not completed the Tutorials, and has not cho
SWE1-HMI-PROF-058	7.2	NRL-145510	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.2	PRWEL2.) The small welcome popup will show the active (logged in) Profile userna
SWE1-HMI-PROF-059-01	7.2.1	NRL-145511	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.2.1	PRWEL2.1) The large welcome popup will show the active (logged in) Profile usern
SWE1-HMI-PROF-059-02	7.2.1	NRL-145511	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.2.1	PRWEL2.1) The large welcome popup will show the active (logged in) Profile usern
SWE1-HMI-PROF-059-03	7.2.1	NRL-145511	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.2.1	PRWEL2.1) The large welcome popup will show the active (logged in) Profile usern
SWE1-HMI-PROF-060	7.2.2	NRL-145512	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.2.2	PRWEL2.2) Closing the popup will not have the prompts from the default Welcome p
SWE1-HMI-PROF-061	7.3	NRL-145513	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.3	PRWEL3.) Pressing “Switch Users” on the Welcome popup will take the user to the 
SWE1-HMI-PROF-062-01	7.4	NRL-145514	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.4	PRWEL4.) The Welcome Popup (Default and custom) will clear when the vehicle is i
SWE1-HMI-PROF-062-02	7.4	NRL-145514	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.4	PRWEL4.) The Welcome Popup (Default and custom) will clear when the vehicle is i
SWE1-HMI-PROF-062-03	7.4	NRL-145514	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.4	PRWEL4.) The Welcome Popup (Default and custom) will clear when the vehicle is i
SWE1-HMI-PROF-062-04	7.4	NRL-145514	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.4	PRWEL4.) The Welcome Popup (Default and custom) will clear when the vehicle is i
SWE1-HMI-PROF-063	7.4.1	NRL-145515	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.4.1	PRWEL4.1) The 30 seconds should not include when the vehicle is in remote start.
SWE1-HMI-PROF-064	7.5	NRL-145516	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_7.5	PRWEL5.) The Valet Mode welcome popup will have the same clear/timeout behavior 
SWE1-HMI-PROF-065	8.1	NRL-145518	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.1	NEWPR0.) R1 High Only: this passage is not meant to be implemented. CPA will not
SWE1-HMI-PROF-066	8.2	NRL-145519	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.2	NEWPR1.) See flow for setting up a New Profile above. Connecting an account or d
SWE1-HMI-PROF-067	8.3	NRL-145520	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.3	NEWPR2.) The Profile Setup processes is a series of popups. Specific popups can 
SWE1-HMI-PROF-068	8.3.1	NRL-145521	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.3.1	NEWPR2.1) Pressing any other button (on main menu bar or status bar) while withi
SWE1-HMI-PROF-069-01	8.4	NRL-145522	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.4	NEWPR3.) Choosing an avatar will only show available options. When selecting an 
SWE1-HMI-PROF-069-02	8.4	NRL-145522	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.4	NEWPR3.) Choosing an avatar will only show available options. When selecting an 
SWE1-HMI-PROF-070	8.4.1	NRL-145523	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.4.1	NEWPR3.1) After entering username and choosing avatar, the system will save the 
SWE1-HMI-PROF-071	8.5	NRL-145524	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.5	NEWPR4.) The same username can be used for multiple Driver Profiles.
SWE1-HMI-PROF-072	8.6	NRL-145525	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.6	NEWPR5.) For connected vehicles, New Profile setup Step 1: create new or downloa
SWE1-HMI-PROF-073-01	8.7	NRL-145526	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.7	NEWPR6.) Step 2: “Enter a username”. The Maximum number of characters for a user
SWE1-HMI-PROF-073-02	8.7	NRL-145526	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.7	NEWPR6.) Step 2: “Enter a username”. The Maximum number of characters for a user
SWE1-HMI-PROF-073-03	8.7	NRL-145526	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.7	NEWPR6.) Step 2: “Enter a username”. The Maximum number of characters for a user
SWE1-HMI-PROF-074	8.7.1	NRL-145527	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.7.1	NEWPR6.1) Options to “Save” (which takes user to Step 3 – if in New Profile Setu
SWE1-HMI-PROF-075	8.7.2	NRL-145528	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.7.2	NEWPR6.2) The username can have numbers and/or letters, but no special character
SWE1-HMI-PROF-076-01	8.8	NRL-145529	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.8	NEWPR7.) Step 3: “Select an Avatar”. One will be highlighted, and if they choose
SWE1-HMI-PROF-076-02	8.8	NRL-145529	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.8	NEWPR7.) Step 3: “Select an Avatar”. One will be highlighted, and if they choose
SWE1-HMI-PROF-076-03	8.8	NRL-145529	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.8	NEWPR7.) Step 3: “Select an Avatar”. One will be highlighted, and if they choose
SWE1-HMI-PROF-077	8.8.1	NRL-145530	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.8.1	NEWPR7.1) There will be at least 10 Avatars initially. As avatars are in use, th
SWE1-HMI-PROF-078	8.8.2	NRL-145531	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.8.2	NEWPR7.2) Avatars will be sorted into at least 3 categories. Pushing a category 
SWE1-HMI-PROF-079	8.9	NRL-145532	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.9	NEWPR8.) The final step (for New Profile setup only) is prompting the user to ch
SWE1-HMI-PROF-080	8.10	NRL-145533	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.10	NEWPR9.) When New Profile setup is complete, the screen will return to the “All 
SWE1-HMI-PROF-081	8.10.1	NRL-145534	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.10.1	NEWPR9.1) Editing an existing Profile (from the Edit Profile screen) will return
SWE1-HMI-PROF-082	8.10.2	NRL-145535	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.10.2	NEWPR9.2) The icon in the status bar Profile button will update to match the new
SWE1-HMI-PROF-083	8.11	NRL-145536	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.11	NEWPR10.) If only the username or avatar are edited (initiated from the “Edit Pr
SWE1-HMI-PROF-084	8.12	NRL-145537	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_8.12	NEWPR11.) In the New Profile setup Process, the back arrow will take the user to
SWE1-HMI-PROF-085	9.1	NRL-145539	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_9.1	EDPR1.) When on the “Edit Profile” tab, options pertaining to the active Profile
SWE1-HMI-PROF-086	9.1.1	NRL-145540	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_9.1.1	EDPR1.1) 8.4inch screen size will not show the username and avatar to the left o
SWE1-HMI-PROF-087	9.1.2	NRL-145541	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_9.1.2	EDPR1.2) Memory seat status is not available if vehicle is not equipped with mem
SWE1-HMI-PROF-088	9.2	NRL-145542	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_9.2	EDPR2.) Don’t show the Connected Profile options/info or Connected Account butto
SWE1-HMI-PROF-089	9.3	NRL-145543	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_9.3	EDPR3.) While vehicle is in motion, the following will be greyed out and cannot 
SWE1-HMI-PROF-090	9.3.1	NRL-145544	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_9.3.1	EDPR3.1) If any items listed above are selected while vehicle in motion, a bonk 
SWE1-HMI-PROF-091-01	9.3.2	NRL-145545	Personal_Account_HMI_Logic_and_Flow_R1_SR24_Post2A_CR24798_(October_03_2023)_9.3.2	EDPR3.2) If user is in the process of viewing/doing any of the above listed item
