# source_sha256	2d12fa11a4fc21163148e179b2a64138d6c8412c82f6d9e6a17fbb18e0fbf9eb	 sheet	Analysis Report
STLA 報告_SWRA\nSTLA Report_SWRA																													
SWE1-HMI-010-02	SYS-HMI-RA-PHONE-029	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.2.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.2.1	The system shall for R1 Low 7" the “devices” tab will change to the “Call” tab when a call is active.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.2.1\n\nExpected Result:\n- The system shall for R1 Low 7" the “devices” tab will change to the “Call” tab when a call is active.	Manual UI Testing										
SWE1-HMI-010-03	SYS-HMI-RA-PHONE-029	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.2.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.2.1	The system shall after the calls ends, the Call tab will be replaced by the Devices tab again.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.2.1\n\nExpected Result:\n- The system shall after the calls ends, the Call tab will be replaced by the Devices tab again.	Manual UI Testing										
SWE1-HMI-011	SYS-HMI-RA-PHONE-031	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	PHCAT2.) If no Phones connected, the Phone Category Domain screen will 1st show popup PU0065 and, if cleared, show text “Go to Device Manager to add or connect a phone.” (see Bluetooth Pairing page for more detail). Only the Device Manager button will be selectable. Grey out the tabs (“Keypad”, “Recent”, “Favorites”, “Contacts”, and “Messages”) and do not show the Connected Phone tab). For R1 High, only display PU0065 in this scenario when there are no paired phones.	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-011-01\nSWE1-HMI-011-02\nSWE1-HMI-011-03\nSWE1-HMI-011-04	Manual UI Testing										
SWE1-HMI-011-01	SYS-HMI-RA-PHONE-031	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	The system shall if no Phones connected, the Phone Category Domain screen will 1st show popup PU0065 and, if cleared, show text “Go to Device Manager to add or connect a phone.” (see Bluetooth Pairing page for more detail).	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3\n\nExpected Result:\n- The system shall if no Phones connected, the Phone Category Domain screen will 1st show popup PU0065 and, if cleared, show text “Go to Device Manager to add or connect a phone.” (see Bluetooth Pairing page for more detail).	Manual UI Testing										
SWE1-HMI-011-02	SYS-HMI-RA-PHONE-031	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	The system shall only the Device Manager button will be selectable.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3\n\nExpected Result:\n- The system shall only the Device Manager button will be selectable.	Manual UI Testing										
SWE1-HMI-011-03	SYS-HMI-RA-PHONE-031	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	The system shall grey out the tabs (“Keypad”, “Recent”, “Favorites”, “Contacts”, and “Messages”) and do not show the Connected Phone tab).	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3\n\nExpected Result:\n- The system shall grey out the tabs (“Keypad”, “Recent”, “Favorites”, “Contacts”, and “Messages”) and do not show the Connected Phone tab).	Manual UI Testing										
SWE1-HMI-011-04	SYS-HMI-RA-PHONE-031	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3	The system shall for R1 High, only display PU0065 in this scenario when there are no paired phones.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3\n\nExpected Result:\n- The system shall for R1 High, only display PU0065 in this scenario when there are no paired phones.	Manual UI Testing										
SWE1-HMI-012	SYS-HMI-RA-PHONE-032	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1	PHCAT2.1) If zero (0) or one (1) Bluetooth (BT) Phone is connected, only one Connected Phone Tab will be present. The second Connected Phone tab will only appear if the Setting to enable “Two Connected Phones..” is On and a second BT Phone is connected.	1.00.00	Heading	Device Manager	HMI 人機介面									High	Please refer to the following IDs:\nSWE1-HMI-012-01\nSWE1-HMI-012-02	Manual UI Testing										
SWE1-HMI-012-01	SYS-HMI-RA-PHONE-032	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1	The system shall pHCAT2.1) If zero (0) or one (1) Bluetooth (BT) Phone is connected, only one Connected Phone Tab will be present.	1.00.00	Functional Requirement	Device Manager	Service 服務	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	High	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1\n\nExpected Result:\n- The system shall pHCAT2.1) If zero (0) or one (1) Bluetooth (BT) Phone is connected, only one Connected Phone Tab will be present.	Manual UI Testing										
SWE1-HMI-012-02	SYS-HMI-RA-PHONE-032	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1	The system shall the second Connected Phone tab will only appear if the Setting to enable “Two Connected Phones..” is On and a second BT Phone is connected.	1.00.00	Functional Requirement	Device Manager	Service 服務	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	High	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.3.1\n\nExpected Result:\n- The system shall the second Connected Phone tab will only appear if the Setting to enable “Two Connected Phones..” is On and a second BT Phone is connected.	Manual UI Testing										
SWE1-HMI-013	SYS-HMI-RA-PHONE-034	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	PHCAT3.) The Connected Phone Tab that is active will be highlighted. If the user switches to the second Connected Phone Tab, the previous Connected Phone Tab will no longer be highlighted and the newly selected Connected Phone Tab will be highlighted. The Favorites, Recent, Contacts, Keypad, Messages, and Current Call tabs (For R1 Low 7" also “Devices/Call” tab) will only be applicable to the selected/highlighted/active Connected Phone Tab. While on an active call on one Phone and user switches to the other Phone tab, the Current Call tab will not be present.	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-013-01\nSWE1-HMI-013-02\nSWE1-HMI-013-03\nSWE1-HMI-013-04	Manual UI Testing										
SWE1-HMI-013-01	SYS-HMI-RA-PHONE-034	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	The system shall the Connected Phone Tab that is active will be highlighted.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5\n\nExpected Result:\n- The system shall the Connected Phone Tab that is active will be highlighted.	Manual UI Testing										
SWE1-HMI-013-02	SYS-HMI-RA-PHONE-034	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	The system shall if the user switches to the second Connected Phone Tab, the previous Connected Phone Tab will no longer be highlighted and the newly selected Connected Phone Tab will be highlighted.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5\n\nExpected Result:\n- The system shall if the user switches to the second Connected Phone Tab, the previous Connected Phone Tab will no longer be highlighted and the newly selected Connected Phone Tab will be highlighted.	Manual UI Testing										
SWE1-HMI-013-03	SYS-HMI-RA-PHONE-034	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	The system shall the Favorites, Recent, Contacts, Keypad, Messages, and Current Call tabs (For R1 Low 7" also “Devices/Call” tab) will only be applicable to the selected/highlighted/active Connected Phone Tab.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5\n\nExpected Result:\n- The system shall the Favorites, Recent, Contacts, Keypad, Messages, and Current Call tabs (For R1 Low 7" also “Devices/Call” tab) will only be applicable to the selected/highlighted/active Connected Phone Tab.	Manual UI Testing										
SWE1-HMI-013-04	SYS-HMI-RA-PHONE-034	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5	The system shall while on an active call on one Phone and user switches to the other Phone tab, the Current Call tab will not be present.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5\n\nExpected Result:\n- The system shall while on an active call on one Phone and user switches to the other Phone tab, the Current Call tab will not be present.	Manual UI Testing										
SWE1-HMI-014	SYS-HMI-RA-PHONE-035	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1	PHCAT3.1) If two BT phones are connected and the first (left most Connected Phone Tab) BT Phone is disconnected, second BT phone will move to that tab. If a third phone has already been paired and is able to be connected, the Connected Phone Tab on the right will populate with that phone (“last in” connected Phone that is not already showing in the Phone Category).	1.00.00	Heading	Device Manager	HMI 人機介面									High	Please refer to the following IDs:\nSWE1-HMI-014-01\nSWE1-HMI-014-02	Manual UI Testing										
SWE1-HMI-014-01	SYS-HMI-RA-PHONE-035	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1	The system shall pHCAT3.1) If two BT phones are connected and the first (left most Connected Phone Tab) BT Phone is disconnected, second BT phone will move to that tab.	1.00.00	Functional Requirement	Device Manager	Service 服務	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	High	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1\n\nExpected Result:\n- The system shall pHCAT3.1) If two BT phones are connected and the first (left most Connected Phone Tab) BT Phone is disconnected, second BT phone will move to that tab.	Manual UI Testing										
SWE1-HMI-014-02	SYS-HMI-RA-PHONE-035	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1	The system shall if a third phone has already been paired and is able to be connected, the Connected Phone Tab on the right will populate with that phone (“last in” connected Phone that is not already showing in the Phone Category).	1.00.00	Functional Requirement	Device Manager	Service 服務	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	High	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.1\n\nExpected Result:\n- The system shall if a third phone has already been paired and is able to be connected, the Connected Phone Tab on the right will populate with that phone (“last in” connected Phone that is not already showing in the Phone Category).	Manual UI Testing										
SWE1-HMI-015	SYS-HMI-RA-PHONE-036	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.2	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.2	The system shall pHCAT3.2) The Device Manager button (“Devices” tab for R1 Low 7") will go to the Device Manager screen (reference Device Manager Logic and Flow).	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_2.5.2\n\nExpected Result:\n- The system shall pHCAT3.2) The Device Manager button (“Devices” tab for R1 Low 7") will go to the Device Manager screen (reference Device Manager Logic and Flow).	Manual UI Testing										
