l2_no	test_set	row037	swe1_id	tc_ids	tc_count	status
2	SXM Signal Quality	187	SWE1-Diagnostics-180	NR1L-DIAG-477;NR1L-DIAG-478	2	COVERED
2	SXM Signal Quality	188	SWE1-Diagnostics-181	NR1L-DIAG-479	1	COVERED
2	SXM Signal Quality	189	SWE1-Diagnostics-182	NR1L-DIAG-480;NR1L-DIAG-481	2	COVERED
2	SXM Signal Quality	190	SWE1-Diagnostics-183	NR1L-DIAG-482	1	COVERED
2	SXM Signal Quality	191	SWE1-Diagnostics-184	NR1L-DIAG-483;NR1L-DIAG-484	2	COVERED
2	SXM Signal Quality	192	SWE1-Diagnostics-185	NR1L-DIAG-485	1	COVERED
2	SXM Signal Quality	193	SWE1-Diagnostics-186	NR1L-DIAG-486;NR1L-DIAG-487	2	COVERED
2	SXM Signal Quality	194	SWE1-Diagnostics-187	NR1L-DIAG-488	1	COVERED
2	SXM Signal Quality	195	SWE1-Diagnostics-188	NR1L-DIAG-489;NR1L-DIAG-490	2	COVERED
2	SXM Signal Quality	196	SWE1-Diagnostics-189	NR1L-DIAG-012	1	COVERED
2	SXM Signal Quality	197	SWE1-Diagnostics-190	NR1L-DIAG-491;NR1L-DIAG-492	2	COVERED
2	SXM Signal Quality	198	SWE1-Diagnostics-191	NR1L-DIAG-493	1	COVERED
2	SXM Signal Quality	199	SWE1-Diagnostics-192	NR1L-DIAG-494;NR1L-DIAG-495	2	COVERED
2	SXM Signal Quality	200	SWE1-Diagnostics-193	NR1L-DIAG-496	1	COVERED
2	SXM Signal Quality	201	SWE1-Diagnostics-194	NR1L-DIAG-497;NR1L-DIAG-498	2	COVERED
2	SXM Signal Quality	202	SWE1-Diagnostics-195	NR1L-DIAG-499	1	COVERED
2	SXM Signal Quality	203	SWE1-Diagnostics-196	NR1L-DIAG-500;NR1L-DIAG-501	2	COVERED
2	SXM Signal Quality	204	SWE1-Diagnostics-197	NR1L-DIAG-502	1	COVERED
2	SXM Signal Quality	205	SWE1-Diagnostics-198	NR1L-DIAG-503;NR1L-DIAG-504	2	COVERED
2	SXM Signal Quality	206	SWE1-Diagnostics-199	NR1L-DIAG-505	1	COVERED
2	SXM Signal Quality	207	SWE1-Diagnostics-200	NR1L-DIAG-506;NR1L-DIAG-507	2	COVERED
2	SXM Signal Quality	208	SWE1-Diagnostics-201	NR1L-DIAG-508	1	COVERED
2	SXM Signal Quality	209	SWE1-Diagnostics-202	NR1L-DIAG-509;NR1L-DIAG-510	2	COVERED
2	SXM Signal Quality	210	SWE1-Diagnostics-203	NR1L-DIAG-511	1	COVERED
2	SXM Signal Quality	211	SWE1-Diagnostics-204	NR1L-DIAG-512;NR1L-DIAG-513	2	COVERED
2	SXM Signal Quality	212	SWE1-Diagnostics-205	NR1L-DIAG-514	1	COVERED
2	SXM Signal Quality	213	SWE1-Diagnostics-206	NR1L-DIAG-515;NR1L-DIAG-516	2	COVERED
2	SXM Signal Quality	214	SWE1-Diagnostics-207	NR1L-DIAG-517	1	COVERED
2	SXM Signal Quality	215	SWE1-Diagnostics-208	NR1L-DIAG-518;NR1L-DIAG-519	2	COVERED
2	SXM Signal Quality	216	SWE1-Diagnostics-209	NR1L-DIAG-520	1	COVERED
2	SXM Signal Quality	217	SWE1-Diagnostics-210	NR1L-DIAG-521;NR1L-DIAG-522	2	COVERED
2	SXM Signal Quality	218	SWE1-Diagnostics-211	NR1L-DIAG-523	1	COVERED
2	SXM Signal Quality	219	SWE1-Diagnostics-212	NR1L-DIAG-524;NR1L-DIAG-525	2	COVERED
2	SXM Signal Quality	220	SWE1-Diagnostics-213	NR1L-DIAG-526;NR1L-DIAG-527	2	COVERED
2	SXM Signal Quality	221	SWE1-Diagnostics-214	NR1L-DIAG-528;NR1L-DIAG-529	2	COVERED
2	SXM Signal Quality	222	SWE1-Diagnostics-215	NR1L-DIAG-530	1	COVERED
2	SXM Signal Quality	223	SWE1-Diagnostics-216	NR1L-DIAG-531;NR1L-DIAG-532	2	COVERED
2	SXM Signal Quality	224	SWE1-Diagnostics-217	NR1L-DIAG-533	1	COVERED
2	SXM Signal Quality	225	SWE1-Diagnostics-218	NR1L-DIAG-534;NR1L-DIAG-535	2	COVERED
2	SXM Signal Quality	226	SWE1-Diagnostics-219	NR1L-DIAG-536;NR1L-DIAG-537;NR1L-DIAG-538	3	COVERED
2	SXM Signal Quality	227	SWE1-Diagnostics-220	NR1L-DIAG-539;NR1L-DIAG-540	2	COVERED
2	SXM Signal Quality	333	SWE1-Diagnostics-326	NR1L-DIAG-541	1	COVERED
2	SXM Signal Quality	334	SWE1-Diagnostics-327	NR1L-DIAG-542;NR1L-DIAG-543	2	COVERED
2	SXM Signal Quality	335	SWE1-Diagnostics-328	NR1L-DIAG-544	1	COVERED
