row	req_id	old_E	old_F	new_F	status	note
41	SWE1-VC-E-Save-090				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
42	SWE1-VC-E-Save-091				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
43	SWE1-VC-BlindSpotAlert-002				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
44	SWE1-VC-BlindSpotAlert-003				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
45	SWE1-VC-BlindSpotAlert-004				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
46	SWE1-VC-BlindSpotAlert-005				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
47	SWE1-VC-BlindSpotAlert-006				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
48	SWE1-VC-BlindSpotAlert-007				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
49	SWE1-VC-PassiveEntry-009				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
50	SWE1-VC-PassiveEntry-010				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
51	SWE1-VC-PassiveEntry-011				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
52	SWE1-VC-PassiveEntry-012				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
53	SWE1-VC-PassiveEntry-013				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
54	SWE1-VC-RemoteDoorUnlock-015				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
55	SWE1-VC-RemoteDoorUnlock-016				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
56	SWE1-VC-RemoteDoorUnlock-017				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
57	SWE1-VC-RemoteDoorUnlock-018				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
58	SWE1-VC-RemoteDoorUnlock-019				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
59	SWE1-VC-AutoParkBrake-021				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
60	SWE1-VC-AutoParkBrake-022				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
61	SWE1-VC-AutoParkBrake-023				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
62	SWE1-VC-AutoParkBrake-024				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
63	SWE1-VC-AutoParkBrake-025				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
64	SWE1-VC-HornWithRemoteStart-027				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
65	SWE1-VC-HornWithRemoteStart-028				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
66	SWE1-VC-HornWithRemoteStart-029				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
67	SWE1-VC-HornWithRemoteStart-030				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
68	SWE1-VC-HornWithRemoteStart-031				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
69	SWE1-VC-HornWithLock-033				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
70	SWE1-VC-HornWithLock-034				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
71	SWE1-VC-HornWithLock-035				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
72	SWE1-VC-HornWithLock-036				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
73	SWE1-VC-HornWithLock-037				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
74	SWE1-VC-HornWithLock-038				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
75	SWE1-VC-AutoUnlockonExit-040				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
76	SWE1-VC-AutoUnlockonExit-041				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
77	SWE1-VC-AutoUnlockonExit-042				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
78	SWE1-VC-AutoUnlockonExit-043				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
79	SWE1-VC-AutoUnlockonExit-044				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
80	SWE1-VC-FlashLightWithLock-046				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
81	SWE1-VC-FlashLightWithLock-047				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
82	SWE1-VC-FlashLightWithLock-048				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
83	SWE1-VC-FlashLightWithLock-049				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
84	SWE1-VC-FlashLightWithLock-050				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
85	SWE1-VC-NavigationTurnbyTurn-053				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
86	SWE1-VC-NavigationTurnbyTurn-054				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
87	SWE1-VC-NavigationTurnbyTurn-055				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
88	SWE1-VC-NavigationTurnbyTurn-056				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
89	SWE1-VC-NavigationTurnbyTurn-057				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
90	SWE1-VC-Language-059				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
91	SWE1-VC-Language-062				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
92	SWE1-VC-PhoneRepetition-064				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
93	SWE1-VC-PhoneRepetition-065				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
94	SWE1-VC-PhoneRepetition-066				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
95	SWE1-VC-PhoneRepetition-067				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
96	SWE1-VC-PhoneRepetition-068				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
97	SWE1-VC-ParkSenseRearVolume-072				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
98	SWE1-VC-ParkSenseRearVolume-073				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
99	SWE1-VC-ParkSenseRearVolume-074				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
100	SWE1-VC-ParkSenseRearVolume-075				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
101	SWE1-VC-ParkSenseFrontVolume-079				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
102	SWE1-VC-ParkSenseFrontVolume-080				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
103	SWE1-VC-ParkSenseFrontVolume-081				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
104	SWE1-VC-ParkSenseFrontVolume-082				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
105	SWE1-VC-AutoHighBeam-084				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
106	SWE1-VC-AutoHighBeam-085				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
107	SWE1-VC-AutoHighBeam-086				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
108	SWE1-VC-AutoHighBeam-087				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
109	SWE1-VC-AutoHighBeam-088				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
110	SWE1-VC-RKELinkedtoMemory-090				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
111	SWE1-VC-RKELinkedtoMemory-091				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
112	SWE1-VC-RKELinkedtoMemory-092				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
113	SWE1-VC-RKELinkedtoMemory-093				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
114	SWE1-VC-RKELinkedtoMemory-094				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
115	SWE1-VC-AutoOnDriverComfort-3Option-096				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
116	SWE1-VC-AutoOnDriverComfort-3Option-097				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
117	SWE1-VC-AutoOnDriverComfort-3Option-098				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
118	SWE1-VC-AutoOnDriverComfort-3Option-099				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
119	SWE1-VC-AutoOnDriverComfort-3Option-100				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
120	SWE1-VC-AutoOnDriverComfort-3Option-101				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
121	SWE1-VC-AutoOnDriverComfort-2Option-103				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
122	SWE1-VC-AutoOnDriverComfort-2Option-105				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
123	SWE1-VC-AutoOnDriverComfort-2Option-106				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
124	SWE1-VC-AutoOnDriverComfort-2Option-107				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
125	SWE1-VC-RearviewCameraDelay-109				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
126	SWE1-VC-RearviewCameraDelay-110				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
127	SWE1-VC-RearviewCameraDelay-111				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
128	SWE1-VC-RearviewCameraDelay-112				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
129	SWE1-VC-RearviewCameraDelay-113				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
130	SWE1-VC-RearviewCameraDynamicGuidelines-115				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
131	SWE1-VC-RearviewCameraDynamicGuidelines-116				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
132	SWE1-VC-RearviewCameraDynamicGuidelines-117				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
133	SWE1-VC-RearviewCameraDynamicGuidelines-118				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
134	SWE1-VC-RearviewCameraDynamicGuidelines-119				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
135	SWE1-VC-CorneringLights-002				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
136	SWE1-VC-CorneringLights-003				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
137	SWE1-VC-CorneringLights-006				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
138	SWE1-VC-GreetingLights-008				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
139	SWE1-VC-GreetingLights-009				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
140	SWE1-VC-GreetingLights-012				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
141	SWE1-VC-LaneSenseWarning-014				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
142	SWE1-VC-LaneSenseWarning-015				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
143	SWE1-VC-LaneSenseWarning-019				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
144	SWE1-VC-SignatureLighting-021				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
145	SWE1-VC-SignatureLighting-022				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
146	SWE1-VC-SignatureLighting-025				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
147	SWE1-VC-LaneSenseStrength-027				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
148	SWE1-VC-LaneSenseStrength-028				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
149	SWE1-VC-LaneSenseStrength-032				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
150	SWE1-VC-ForwardCollisionWarning-034				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
151	SWE1-VC-ForwardCollisionWarning-035				BLOCKED	BLOCKED：feature.yaml 無 `delivery.tc_id_abbr`（全庫無任一 feature 宣告），R-G42 二之 ABBR 無據；本層不自訂
