swe_id	kind	sys1_book	section	spec_reference	verbatim_source_pid	verbatim_section	tc_id	axis	vehicle_model_1	proxi_premise	hop_or_trigger	pending	design_method	priority	note
SWE1-RVC-022	leaf	RVC+PAM	7.5.2	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.5.2	NRL-142628	7.5.2	NR1L-RVCHMI-034	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	dismissal once the gear is not R and the RVC timeout expires	—	狀態轉換 (State Transition Testing)	P1	互參 A 本 SWE-CAM-015／SWE-CAM-018
SWE1-RVC-023-01	leaf	RVC+PAM	7.5.3	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.5.3	NRL-142629	7.5.3	NR1L-RVCHMI-035	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	10 second delay timer starts immediately on the shift out of	—	狀態轉換 (State Transition Testing)	P1	
SWE1-RVC-023-02	leaf	RVC+PAM	7.5.3	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.5.3	NRL-142629	7.5.3	NR1L-RVCHMI-036	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	auto dismissal when the vehicle speed reaches the 8 mph thre	—	邊界值分析 (Boundary Value Analysis, BVA)	P1	
SWE1-RVC-023-03	leaf	RVC+PAM	7.5.3	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.5.3	NRL-142629	7.5.3	NR1L-RVCHMI-037	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	manual dismissal via the X soft control during the delay	—	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-024-01	leaf	RVC+PAM	8.1	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_8.1	NRL-142631	8.1	NR1L-RVCHMI-038	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	X exit button placed in the upper-right corner in gears othe	—	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-024-02	leaf	RVC+PAM	8.1	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_8.1	NRL-142631	8.1	NR1L-RVCHMI-039	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	X exit button reverts the head unit to the last known displa	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-025-01	leaf	RVC+PAM	8.1.1	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_8.1.1	NRL-142632	8.1.1	NR1L-RVCHMI-040	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	RVC feed stays on while the vehicle remains in REVERSE	—	狀態轉換 (State Transition Testing)	P1	
SWE1-RVC-025-02	leaf	RVC+PAM	8.1.1	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_8.1.1	NRL-142632	8.1.1	NR1L-RVCHMI-041	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	X button not available while the vehicle is in REVERSE	—	負向測試 (Negative / Invalid)	P2	
SWE1-RVC-033	leaf	RVC+PAM	8.6	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_8.6	NRL-142641	8.6	NR1L-RVCHMI-042	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	camera displayed while the radio is off and the on-condition	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-034	leaf	RVC+PAM	8.7	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_8.7	NRL-142642	8.7	NR1L-RVCHMI-043	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	no camera image in accessory mode and display restored in RU	—	負向測試 (Negative / Invalid)	P1	
