swe_id	kind	sys1_book	section	spec_reference	verbatim_source_pid	verbatim_section	tc_id	axis	vehicle_model_1	proxi_premise	hop_or_trigger	pending	design_method	priority	note
SWE1-RVC-101	leaf	HeadUnitCameraSystems	28.6.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.6.1.1	NRL-188106	28.6.1.1	NR1L-RVCHMI-109	PROXI 配備	HDCC27;DT27;637;376	Surround_View_Camera = 1 (Present)	More Cams swaps views while in reverse and allows exit in Ne	—	決策表 (Decision Table Testing)	P1	互參 A 本 SWE-CAM-024｜Test Set: Camera View Switching
SWE1-RVC-102	leaf	HeadUnitCameraSystems	28.6.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.6.1.2	NRL-188107	28.6.1.2	—	none	—	—	—	—	—	—	零 TC —— 全文為交叉引用句（`For details about wireless cameras connection please refer to ‘Wireless cameras connection’ pages`），標的 §27.5／§27.6 已有 TC（**R-CAM16(c)(ii)**）｜Test Set: Camera View Switching
SWE1-RVC-103-01	leaf	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.1	NRL-188110	28.7.1.1	NR1L-RVCHMI-110	none	HDCC27;DT27;637;2261;376	—	the pan functionality is a drag or swipe on the wireless AUX	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-103-02	leaf	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.1	NRL-188110	28.7.1.1	NR1L-RVCHMI-111	none	HDCC27;DT27;637;2261;376	—	the zoom functionality is a pinch on the wireless AUX video 	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-104-01	leaf	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.2	NRL-188111	28.7.1.2	NR1L-RVCHMI-112	none	HDCC27;DT27;637;2261;376	—	the manipulated image can be reset	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-104-02	leaf	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.2	NRL-188111	28.7.1.2	NR1L-RVCHMI-113	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera = 1 (Present)	manipulated image settings latch across view changes	—	狀態轉換 (State Transition Testing)	P2	｜Test Set: Camera View Switching
SWE1-RVC-105-01	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.2	NRL-188112	28.7.2	NR1L-RVCHMI-114	none	HDCC27;DT27;637;2261;376	—	Edit image gives access to the Rotate 90 soft control	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-105-02	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.2	NRL-188112	28.7.2	NR1L-RVCHMI-115	none	HDCC27;DT27;637;2261;376	—	Edit image gives access to the Mirror Image soft control	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-105-03	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.2	NRL-188112	28.7.2	NR1L-RVCHMI-116	none	HDCC27;DT27;637;2261;376	—	Edit image gives access to the Reset soft control	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-106-01	leaf	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.3	NRL-188113	28.7.3	NR1L-RVCHMI-117	none	HDCC27;DT27;637;2261;376	—	pressing the AUX soft control extends the view by 10 seconds	—	邊界值分析 (Boundary Value Analysis, BVA)	P1	｜Test Set: Camera View Switching
SWE1-RVC-106-02	leaf	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.3	NRL-188113	28.7.3	NR1L-RVCHMI-118	none	HDCC27;DT27;637;2261;376	—	the extend view soft control extends the view when the Enhan	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-107	leaf	HeadUnitCameraSystems	28.7.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.4	NRL-188114	28.7.4	NR1L-RVCHMI-119	none	HDCC27;DT27;637;2261;376	—	signal strength and battery are available on the wireless AU	—	功能測試 (Functional based ; no specific technique)	P2	互參 A 本 SWE-CAM-024｜Test Set: Camera View Switching
SWE1-RVC-108-01	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.8.1	NRL-188116	28.8.1	NR1L-RVCHMI-120	PROXI 配備	HDCC27;DT27;637;2261;376	"Radio_Display_Type = 7 (12"" 1200x1920)"	image editing on the 12 inch portrait AUX feed works as in t	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-108-02	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.8.1	NRL-188116	28.8.1	NR1L-RVCHMI-121	PROXI 配備	HDCC27;DT27;637;2261;376	"Radio_Display_Type = 7 (12"" 1200x1920)"	the other AUX views are accessible below the camera feed on 	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-108-03	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.8.1	NRL-188116	28.8.1	NR1L-RVCHMI-122	PROXI 配備	HDCC27;DT27;637;2261;376	"Radio_Display_Type = 7 (12"" 1200x1920)"	the other AUX views are accessible via the more aux button o	—	功能測試 (Functional based ; no specific technique)	P2	｜Test Set: Camera View Switching
SWE1-RVC-126	leaf	HeadUnitCameraSystems	33.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.1	NRL-188146	33.1.1	NR1L-RVCHMI-123	none	HDCC27;DT27;637;2261;376	—	Add camera auto-enables the setting and starts pairing when 	—	狀態轉換 (State Transition Testing)	P1	｜Test Set: Wireless Camera Pairing
SWE1-RVC-127-01	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.2	NRL-188147	33.1.2	NR1L-RVCHMI-124	none	HDCC27;DT27;637;2261;376	—	a popup is displayed when Add camera is selected during a pr	—	功能測試 (Functional based ; no specific technique)	P1	｜Test Set: Wireless Camera Pairing
SWE1-RVC-127-02	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.2	NRL-188147	33.1.2	NR1L-RVCHMI-125	none	HDCC27;DT27;637;2261;376	—	pressing YES disconnects projection enables wireless cameras	—	狀態轉換 (State Transition Testing)	P1	｜Test Set: Wireless Camera Pairing
SWE1-RVC-127-03	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.2	NRL-188147	33.1.2	NR1L-RVCHMI-126	none	HDCC27;DT27;637;2261;376	—	pressing NO keeps the projection session and stops the pairi	—	負向測試 (Negative / Invalid)	P1	｜Test Set: Wireless Camera Pairing
SWE1-RVC-128	leaf	HeadUnitCameraSystems	33.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.2.1	NRL-188149	33.2.1	NR1L-RVCHMI-127	none	HDCC27;DT27;637;2261;376	—	the pairing function is not available while the vehicle is i	—	負向測試 (Negative / Invalid)	P1	｜Test Set: Wireless Camera Pairing
