swe_id	kind	sys1_book	section	spec_reference	verbatim_source_pid	verbatim_section	tc_id	axis	vehicle_model_1	proxi_premise	hop_or_trigger	pending	design_method	priority	note
SWE1-RVC-051-02	leaf	HeadUnitCameraSystems	6.7.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_6.7.1	NRL-187352	6.7.1	NR1L-RVCHMI-011	PROXI 配備	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	App Drawer	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	同上之配備組合
SWE1-RVC-051-03	leaf	HeadUnitCameraSystems	6.7.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_6.7.1	NRL-187352	6.7.1	NR1L-RVCHMI-012	PROXI 配備	HDCC27;DT27;637;376	Surround_View_Camera=1	SVC bar	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	SVC bar 須 Surround_View_Camera=1；Toro 缺 byte 177（DR-CAM-l）→ 2261=0
SWE1-RVC-051-04	leaf	HeadUnitCameraSystems	6.7.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_6.7.1	NRL-187352	6.7.1	NR1L-RVCHMI-013	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	DR-CAM-r	決策表 (Decision Table Testing)	P2	`Note: <X> only available in P, N, or D` 逐字；R 檔為反例支
SWE1-RVC-052	leaf	HeadUnitCameraSystems	6.10.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_6.10.1	NRL-187356	6.10.1	NR1L-RVCHMI-014	PROXI 配備	HDCC27;DT27;637;376	Surround_View_Camera=0;Forward_Facing_Camera=1	view 角落 soft control	—	功能測試 (Functional based ; no specific technique)	P2	§6.10 母題為 Non Surround View Vehicles；Toro 缺 byte 177（DR-CAM-l）→ 2261=0
SWE1-RVC-007-01	leaf	RVC+PAM	7.1	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.1	NRL-142613	7.1	NR1L-RVCHMI-015	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	—	功能測試 (Functional based ; no specific technique)	P1	以「其他畫面顯示中入 R 檔」驗優先權；與 A 本 `SWE-CAM-015` 之自動活化不同點（本列驗覆蓋既有畫面）
SWE1-RVC-007-02	leaf	RVC+PAM	7.1	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.1	NRL-142613	7.1	NR1L-RVCHMI-016	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	DR-CAM-s	狀態轉換 (State Transition Testing)	P2	熱保護關顯示之進入法於四本 DBC `therm` 零命中 → DR-CAM-s ＋ bench_verify
SWE1-RVC-008	leaf	RVC+PAM	7.2	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.2	NRL-142614	7.2	NR1L-RVCHMI-017	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	—	負向測試 (Negative / Invalid)	P2	§7.2 標題句之獨有驗證點為**排他性**（六款觸發皆不成立時不出現）；六款各支由 `-008-01`～`-06` 承接，不重複
SWE1-RVC-008-01	leaf	RVC+PAM	7.2	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.2	NRL-142615	7.2.1	NR1L-RVCHMI-018	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	—	狀態轉換 (State Transition Testing)	P1	verbatim 取 cache 本 §7.2.1（037 之 `HMI Source ID` 只到 `_7.2`，見上繳 §3-2）
SWE1-RVC-008-02	leaf	RVC+PAM	7.2	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.2	NRL-142616	7.2.2	NR1L-RVCHMI-019	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	—	狀態轉換 (State Transition Testing)	P1	`Rear View Camera Delay` 設定需先開（HMI Settings List r467）
SWE1-RVC-008-03	leaf	RVC+PAM	7.2	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.2	NRL-142617	7.2.3	NR1L-RVCHMI-020	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	—	功能測試 (Functional based ; no specific technique)	P1	`IMMEDIATELY` 之時限值未載；ER 以 `Reverse_Deb` = 750 ms（profile §9）為觀察窗上界
SWE1-RVC-008-04	leaf	RVC+PAM	7.2	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.2	NRL-142618	7.2.4	NR1L-RVCHMI-021	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	Send CAN ShiftLeverPosition	—	狀態轉換 (State Transition Testing)	P1	持續顯示至離開 R 檔；與 `-004` 之分工：本列驗**持續**，`-004` 驗進出
SWE1-RVC-008-05	leaf	RVC+PAM	7.2	SYS1_HMI_RVC+PAM_R1_Low_SR24_1A_(June_25_2021)_7.2	NRL-142619	7.2.5	NR1L-RVCHMI-022	none	HDCC27;DT27;637;2261;376	Rear_View_Camera=1	«Controls» screen (Vehicle Page)	DR-CAM-g	功能測試 (Functional based ; no specific technique)	P2	hop label 逐字取 cache 本 §7.2.5 之 `«Controls» screen (Vehicle Page)`
