swe_id	kind	sys1_book	section	spec_reference	verbatim_source_pid	verbatim_section	tc_id	axis	vehicle_model_1	proxi_premise	hop_or_trigger	pending	design_method	priority	note
SWE1-RVC-119-01	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.6	NRL-188133	30.1.6	NR1L-RVCHMI-145	none	HDCC27;DT27;637;2261;376	—	the favorites star is shown inside the camera icon circle on	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-119-02	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.6	NRL-188133	30.1.6	NR1L-RVCHMI-146	none	HDCC27;DT27;637;2261;376	—	the favorite camera icon is moved to the favorite filter	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-119-03	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.6	NRL-188133	30.1.6	NR1L-RVCHMI-147	none	HDCC27;DT27;637;2261;376	—	the non favorite cameras are labeled 2 3 4 and so on	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-120	leaf	HeadUnitCameraSystems	31.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.1	NRL-188136	31.1.1	NR1L-RVCHMI-148	none	HDCC27;DT27;637;2261;376	—	pressing Edit Name from the AUX Cam settings menu starts the	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-121-01	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.2	NRL-188137	31.1.2	NR1L-RVCHMI-149	none	HDCC27;DT27;637;2261;376	—	a full QWERTY keyboard is shown for editing the camera name	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-121-02	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.2	NRL-188137	31.1.2	NR1L-RVCHMI-150	none	HDCC27;DT27;637;2261;376	—	the default name is overwritten as soon as typing or backspa	—	狀態轉換 (State Transition Testing)	P1	
SWE1-RVC-121-03	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.2	NRL-188137	31.1.2	NR1L-RVCHMI-151	none	HDCC27;DT27;637;2261;376	—	pressing OK confirms the camera name change	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-122	leaf	HeadUnitCameraSystems	31.1.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.3	NRL-188138	31.1.3	NR1L-RVCHMI-152	none	HDCC27;DT27;637;2261;376	—	the settings menu title reads the new name after the change 	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-123	leaf	HeadUnitCameraSystems	31.1.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.4	NRL-188139	31.1.4	NR1L-RVCHMI-153	none	HDCC27;DT27;637;2261;376	—	the updated name is reflected in the settings menu line item	—	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-124	leaf	HeadUnitCameraSystems	31.1.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.5	NRL-188140	31.1.5	NR1L-RVCHMI-154	none	HDCC27;DT27;637;2261;376	—	the updated name is reflected on the camera app homepage sof	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-125-01	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.6	NRL-188141	31.1.6	NR1L-RVCHMI-155	none	HDCC27;DT27;637;2261;376	—	the camera name is limited to 2 lines of 7 characters	—	邊界值分析 (Boundary Value Analysis, BVA)	P1	
SWE1-RVC-125-02	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.6	NRL-188141	31.1.6	NR1L-RVCHMI-156	none	HDCC27;DT27;637;2261;376	—	the name is truncated once the total limit of 14 characters 	—	邊界值分析 (Boundary Value Analysis, BVA)	P1	
SWE1-RVC-125-03	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.6	NRL-188141	31.1.6	NR1L-RVCHMI-157	none	HDCC27;DT27;637;2261;376	—	a full word that fits is not truncated	—	決策表 (Decision Table Testing)	P2	
