swe_id	source_id	anchor	vf_chapter	verification_point	axis	tc_count	note
SWE-CAM-023	SYS-RA-VF617_V5-249	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-250	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-251	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-252	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-254	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-255	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-256	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-257	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-258	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-259	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-260	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-265	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-271	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-272	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-274	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-275	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-277	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-278	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-280	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-281	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-283	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-284	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-286	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-287	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-289	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-290	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-292	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-293	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-295	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-023	SYS-RA-VF617_V5-296	—	—	—	—	0	查無（DR-CAM-a）
SWE-CAM-025	SYS-RA-VF551_V33-227	VF551_V33_P226MCA_VF_1603	1.11.1.2	—	—	0	委派 SWE-CAM-020（R-CAM10）
