swe_id	source_requirement_id	book	vf_chapter	chapter_source	ee	category	source_description
SWE-CAM-002	SYS-RA-VF551_V2-446	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate and send vehicleUpdate_1.VC_VehLineRVCM = VEH_DJ when PROXI Vehicle_Line_Configuration = HD
SWE-CAM-002	SYS-RA-VF551_V2-447	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate and send vehicleUpdate_1.VC_VehLineRVCM = VEH_D2 when PROXI Vehicle_Line_Configuration = H
SWE-CAM-002	SYS-RA-VF551_V2-484	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall send vehicleUpdate_2.ZoomViewReq = Default when RVC display not active on the Radio: vehicleUpdate
SWE-CAM-002	SYS-RA-VF551_V2-519	VF551_V2	1.13.2.1.10	I欄	ATL-Hi	Functional Requirement	When none of the camera views are displayed on the Radio, then the head unit shall transmit following signals: - TELEMAT
SWE-CAM-002	SYS-RA-VF551_V2-520	VF551_V2	1.13.2.2	I欄	ATL-Hi	Functional Requirement	When Digital RVC configuration is True and display is active, the head unit shall transmit following signals: - TELEMAT
SWE-CAM-002	SYS-RA-VF551_V2-536	VF551_V2	1.13.2.2.6	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall enable Digital Rear View Camera behavior when PROXI Rear_View_Camera = Present.
SWE-CAM-002	SYS-RA-VF551_V2-538	VF551_V2	1.13.2.2.6	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall transmit the following signals on LVDS: - vehicleUpdate_2.VehicleSpeedVSOSig - vehicleUpdate_2.Lw
SWE-CAM-002	SYS-RA-VF551_V2-555	VF551_V2	1.14.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall enable Rear View Camera behavior when PROXI Rear_View_Camera = Present and Rear_View_Camera_Type =
SWE-CAM-002	SYS-RA-VF551_V2-751	VF551_V2	1.10.3.2	I欄		Functional Requirement	· The Head Unit shall gate and send vehicleUpdate_1.VC_VehLineRVCM = VEH_DT when PROXI Vehicle_Line_Configuration = DT.
SWE-CAM-002	SYS-RA-VF551_V3-212	VF551_V3	1.10.2.1	I欄	ATL-Mi	Functional requirement	· The Head Unit shall enable Digital Rear View Camera behavior when PROXI Rear_View_Camera = [Present].
SWE-CAM-002	SYS-RA-VF551_V3-257	VF551_V3	1.10.2.1	I欄	ATL-Mi	Functional requirement	· The Head Unit shall transmit current display status using RADIO_B2.TGW_CAMERA_DISP_STAT. a) The head unit shall trans
SWE-CAM-002	SYS-RA-VF551_V3-258	VF551_V3	1.10.2.1	I欄	ATL-Mi	Functional requirement	· The Head Unit shall transmit current display status using internal signal Rear_Camera_Enable.Info equal to FALSE when
SWE-CAM-002	SYS-RA-VF551_V3-270	VF551_V3	1.10.2.4	I欄	ATL-Mi	Functional requirement	· The Head Unit shall send vehicleUpdate_2.ZoomViewReq = [Default] when RVC display not active on the Radio: vehicleUpda
SWE-CAM-002	SYS-RA-VF551_V3-287	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate PROXI Vehicle_Line_Configuration to LVDS vehicleUpdate_1.VC_VehLineRVCM. a) The Head Unit sh
SWE-CAM-002	SYS-RA-VF551_V4-112	VF551_V4	1.10.2.1	D欄推導		Functional Requirement	· The Head Unit shall enable Analog Rear View Camera behavior when PROXI Rear_View_Camera = Present and Rear_View_Camera
SWE-CAM-002	SYS-RA-VF551_V4-125	VF551_V4	1.10.2.1	D欄推導		Functional Requirement	When Analog RVC configuration is True and display is active, the head unit shall transmit following signals: - TELEMAT
SWE-CAM-002	SYS-RA-VF551_V4-126	VF551_V4	1.10.2.1	D欄推導		Functional Requirement	When none of the camera views are displayed on the Radio, then the head unit shall transmit following signals: - TELEMA
SWE-CAM-002	SYS-RA-VF551_V42-209	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"All the following requirements shall be implemented only if the PROXI parameter Rear_View_Camera is set to ""Present""."
SWE-CAM-002	SYS-RA-VF551_V42-322	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	Gear_Box_Type to vehicleUpdate_1.VC_Trans_Equipped
SWE-CAM-002	SYS-RA-VF551_V42-327	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	The LTM shall gate and send the signal vehicleUpdate_1.VC_VehLineRVCM equal to [VEH_637MCA] when PROXI Vehicle_Line_Con
SWE-CAM-002	SYS-RA-VF617_V5-170	(查無)					
SWE-CAM-002	SYS-RA-VF617_V5-171	(查無)					
SWE-CAM-002	SYS-RA-VF617_V5-245	(查無)					
SWE-CAM-002	SYS-RA-VF617_V5-246	(查無)					
SWE-CAM-002	SYS-RA-VF617_V5-247	(查無)					
SWE-CAM-002	SYS-RA-VF617_V5-248	(查無)					
SWE-CAM-002	SYS-RA-VF617_V5-269	(查無)					
SWE-CAM-003	SYS-RA-CAM-069	CFTS092		—	All	Functional Requirement	When the user presses the X on the top right corner of the HU screen, the HU shall receive the internal signal CHMC IMAG
SWE-CAM-003	SYS-RA-CAM-086	CFTS092		—	All	Functional Requirement	The HU shall follow this signal with an on-change $SVC_SoftBtn_Rq$ = [Not Pressed] signal within a time period of <Tsend
SWE-CAM-003	SYS-RA-CAM-087	CFTS092		—	All	Functional Requirement	The HU shall continue to send the on-change $SVC_SoftBtn_Rq$ = [Not Pressed] signal until next keypress.
SWE-CAM-003	SYS-RA-VF551_V2-491	VF551_V2	1.13.2.1.1	I欄	ATL-Hi	Functional Requirement	· When any of the preceding conditions occur, the Head Unit shall switch back to non-camera display operation.
SWE-CAM-003	SYS-RA-VF551_V2-501	VF551_V2	1.13.2.1.4	I欄	ATL-Hi	Functional Requirement	a. The head unit shall display the rear camera image.
SWE-CAM-003	SYS-RA-VF551_V2-507	VF551_V2	1.13.2.1.6	I欄	ATL-Hi	Functional Requirement	a. The head unit shall display the rear camera image display.
SWE-CAM-003	SYS-RA-VF551_V2-509	VF551_V2	1.13.2.1.7	I欄	ATL-Hi	Functional Requirement	c. After exiting rear camera mode, the Head Unit display shall reflect the changes and show current information.
SWE-CAM-003	SYS-RA-VF551_V2-513	VF551_V2	1.13.2.1.8	I欄	ATL-Hi	Non Functional Requirement	The Head unit shall implement Transition_time as performance variable with value less than 1000 ms.
SWE-CAM-003	SYS-RA-VF551_V2-514	VF551_V2	1.13.2.1.9	I欄	ATL-Hi	Functional Requirement	If BCM_FD_10.CmdIgnSts = RUN AND the soft key button control for the rear view camera is activated, then the Head Unit
SWE-CAM-003	SYS-RA-VF551_V2-523	VF551_V2	1.13.2.2.1	I欄	ATL-Hi	Functional Requirement	· HU display shall not flicker in each of the following scenarios: 1. Head Unit displays the RVC image 2. Head Unit disp
SWE-CAM-003	SYS-RA-VF551_V2-524	VF551_V2	1.13.2.2.2	I欄	ATL-Hi	Functional Requirement	· HU display shall not go blank in each of the following scenarios: 1. Head Unit displays the RVC image 2. Head Unit dis
SWE-CAM-003	SYS-RA-VF551_V2-534	VF551_V2	1.13.2.2.5	I欄	ATL-Hi	Functional Requirement	· The soft key button control for the RVC shall be in the available state only when BCM_FD_10.CmdIgnSts = RUN.
SWE-CAM-003	SYS-RA-VF551_V2-535	VF551_V2	1.13.2.2.5	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall implement the soft key button controls for RVC activation, refer to VF664 and HMI logic and flow.
SWE-CAM-003	SYS-RA-VF551_V2-536	VF551_V2	1.13.2.2.6	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall enable Digital Rear View Camera behavior when PROXI Rear_View_Camera = Present.
SWE-CAM-003	SYS-RA-VF551_V2-555	VF551_V2	1.14.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall enable Rear View Camera behavior when PROXI Rear_View_Camera = Present and Rear_View_Camera_Type =
SWE-CAM-003	SYS-RA-VF551_V33-222	VF551_V33	1.11.1.2	I欄		Functional requirement	"LTM sets TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req=""Dynamic Gridlines ON"""
SWE-CAM-003	SYS-RA-VF551_V33-224	VF551_V33	1.11.1.2	I欄		Functional requirement	"LTM sets TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req=""Dynamic Gridlines OFF"""
SWE-CAM-003	SYS-RA-VF551_V33-241	VF551_V33	1.11.1.2.2	I欄		Functional requirement	"OR (LTM_OperationalModeSts.Info ==(equal)""Ignition_OFF"")"
SWE-CAM-003	SYS-RA-VF551_V33-432	VF551_V33	1.13.2.1.5	I欄		Functional requirement	"If LTM_OperationalModeSts.Info==""SNA"" THEN LTM considers the last value of these signals for TIME_W_RVC2 time after TM"
SWE-CAM-003	SYS-RA-VF551_V33-440	VF551_V33	1.13.2.1.8	I欄		Functional requirement	"If the LTM_OperationalModeSts.Info==""Ignition_On"" OR LTM_OperationalModeSts.Info==""Ignition_On_EngOn"", and LTM receive B"
SWE-CAM-003	SYS-RA-VF551_V33-443	VF551_V33	1.13.2.1.9	I欄		Functional requirement	"If the LTM_OperationalModeSts.Info==""Ignition_On"" OR LTM_OperationalModeSts.Info==""Ignition_On_EngOn"", LTM does not rece"
SWE-CAM-003	SYS-RA-VF551_V4-095	VF551_V4	1.10	D欄推導		Functional Requirement	"In this VF ShiftLeverPosition shall be set to TRANSM_FD_4.ShiftLeverPosition when Hybrid_Type != ""Range Electric Paradig"
SWE-CAM-003	SYS-RA-VF551_V4-096	VF551_V4	1.10	D欄推導		Functional Requirement	"In this VF ShiftLeverPosition shall be set to PT_SYSTEM_FD_1.ShiftLeverPosition_PT when Hybrid_Type = ""Range Electric Pa"
SWE-CAM-003	SYS-RA-VF551_V4-105	VF551_V4	1.10.2	D欄推導		Functional Requirement	"The HU shall set ShiftLeverPosition to TRANSM_FD_4.ShiftLeverPosition when Hybrid_Type != ""Range Electric Paradigm Break"
SWE-CAM-003	SYS-RA-VF551_V4-106	VF551_V4	1.10.2	D欄推導		Functional Requirement	"In this VF ShiftLeverPosition shall be set to PT_SYSTEM_FD_1.ShiftLeverPosition_PT when Hybrid_Type = ""Range Electric Pa"
SWE-CAM-003	SYS-RA-VF551_V4-117	VF551_V4	1.10.2.1	D欄推導		Functional Requirement	- The warning text shall follow ISO font 15008 and have size greater than 18 arc minutes.
SWE-CAM-003	SYS-RA-VF551_V4-119	VF551_V4	1.10.2.1	D欄推導		Functional Requirement	· The warning text shall be available in each language used by the Head Unit and correspond to the Language signal, IPC_
SWE-CAM-003	SYS-RA-VF551_V4-130	VF551_V4	1.10.2.1	D欄推導		Non Functional Requirement	The Head unit shall implement Transition_time as performance variable with value less than 2 seconds.
SWE-CAM-003	SYS-RA-VF551_V4-131	VF551_V4	1.10.2.1	D欄推導		Functional Requirement	If the Head Unit Audio Mode is ON, the entertainment and non-entertainment features shall be functional as per Head Unit
SWE-CAM-003	SYS-RA-VF551_V4-138	VF551_V4	1.10.2.1	D欄推導		Functional Requirement	If the Head Unit Audio Mode is OFF, then the non-entertainment features shall be functional as per the Head Unit Audio M
SWE-CAM-003	SYS-RA-VF551_V42-209	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"All the following requirements shall be implemented only if the PROXI parameter Rear_View_Camera is set to ""Present""."
SWE-CAM-003	SYS-RA-VF551_V42-215	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition ON"" or ""Ignition_Start"" or ""Ignition_On_Prplsn_On"" THEN"
SWE-CAM-003	SYS-RA-VF551_V42-217	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"When the signal LTM_OperationalModeSts.Info switches from ""Ignition_Off"" or ""Initialization"" to ""Ignition ON"" or ""Igniti"
SWE-CAM-003	SYS-RA-VF551_V42-218	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_Off"" THEN LTM shall:"
SWE-CAM-003	SYS-RA-VF551_V42-221	VF551_V42	1.11.1.2.0.1	I欄	ATL-Mi	Functional Requirement	"The user can select Rear_Camera_DelayOff.Req value equal to ""ON"" or ""OFF""."
SWE-CAM-003	SYS-RA-VF551_V42-223	VF551_V42	1.11.1.2.0.1	I欄	ATL-Mi	Functional Requirement	"The user can select RVC_Swing_Doors_Check.Req value equal to ""ON"" or ""OFF""."
SWE-CAM-003	SYS-RA-VF551_V42-255	VF551_V42	1.11.1.2.0.3	I欄	ATL-Mi	Functional Requirement	"IF the LTM receives: the signal LTM_OperationalModeSts.Info equal to ""Ignition ON"" or ""Ignition_Start"" or ""Ignition_On"
SWE-CAM-003	SYS-RA-VF617V5-406	(查無)					
SWE-CAM-003	SYS-RA-VF617V5-407	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-087	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-090	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-169	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-189	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-233	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-261	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-300	(查無)					
SWE-CAM-003	SYS-RA-VF617_V5-301	(查無)					
SWE-CAM-004	SYS-RA-VF551_V2-205	VF551_V2	1.10.2	I欄	ATL-Hi	Functional Requirement	"When Ignition is On AND the gear status is no longer ""SNA"" the Head Unit shall: o heal the DTC. o RVCM and Head Unit fun"
SWE-CAM-004	SYS-RA-VF551_V2-208	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	"When Ignition is On AND the gear status is no longer ""SNA"" the Head Unit shall: o heal the DTC. o RVCM and Head Unit fun"
SWE-CAM-004	SYS-RA-VF551_V2-214	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· Once the systemStatus.Communications_Timeout signal is set to False, the Head Unit shall: o Clear the DTC
SWE-CAM-004	SYS-RA-VF551_V2-215	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· When Ignition is On AND the Head Unit receives the systemStatus.Communications_Timeout signal equal to True, the Head
SWE-CAM-004	SYS-RA-VF551_V2-217	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· Once the systemStatus.ExternalErrorStatus signal is set to False, the Head Unit shall: o Clear the DTC
SWE-CAM-004	SYS-RA-VF551_V2-218	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· When Ignition is On AND the Head Unit receives the systemStatus.ExternalErrorStatus signal equal to True, the Head Uni
SWE-CAM-004	SYS-RA-VF551_V2-220	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· Once the systemStatus.InternalErrorStatus signal is set to False, the Head Unit shall: o Clear the DTC
SWE-CAM-004	SYS-RA-VF551_V2-221	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· When Ignition is On AND the Head Unit receives the systemStatus.InternalErrorStatus signal equal to True, the Head Uni
SWE-CAM-004	SYS-RA-VF551_V2-569	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	c. When Zoom function is inactive due to internal or external errors, RVCM shall transmit systemStatus.ZoomViewRes = SN
SWE-CAM-004	SYS-RA-VF551_V2-583	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· The RVCM shall transmit the following signals on LVDS: - ADAS_LVDS_RRCamera_Cable - systemStatus.ExternalErrorStatus
SWE-CAM-004	SYS-RA-VF551_V3-196	VF551_V3	1.10.1.5	I欄	ATL-Mi	Out of scope	c) The RVCM shall transmit systemStatus.ZoomViewRes = [SNA] to the Radio via LVDS when Zoom function is disabled in the
SWE-CAM-004	SYS-RA-VF551_V3-527	VF551_V3	1.13.2.2.1	I欄	ATL-Mi	Functional requirement	· If Head Unit receives the systemStatus.InternalErrorStatus signal equal to True the Head Unit shall: o Set a DTC On
SWE-CAM-004	SYS-RA-VF551_V3-529	VF551_V3	1.13.2.2.2	I欄	ATL-Mi	Functional requirement	· If Head Unit receives the systemStatus.ExternalErrorStatus signal equal to True the Head Unit shall: o Set a DTC On
SWE-CAM-004	SYS-RA-VF551_V3-531	VF551_V3	1.13.2.2.3	I欄	ATL-Mi	Functional requirement	· If Head Unit receives the systemStatus.Communications_Timeout signal equal to True the Head Unit shall: o Set a DTC
SWE-CAM-004	SYS-RA-VF551_V33-429	VF551_V33	1.13.2.1.4	I欄		Functional requirement	"If the LTM_OperationalModeSts.Info==""Ignition On"" or LTM_OperationalModeSts.Info==""Ignition_On_EngOn"", LTM receives th"
SWE-CAM-004	SYS-RA-VF551_V42-583	VF551_V42	1.13.2.1.2.0.1	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal syst"
SWE-CAM-004	SYS-RA-VF551_V42-584	VF551_V42	1.13.2.1.2.0.1	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.InternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-004	SYS-RA-VF551_V42-586	VF551_V42	1.13.2.1.2.0.2	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal sy"
SWE-CAM-004	SYS-RA-VF551_V42-587	VF551_V42	1.13.2.1.2.0.2	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.ExternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-004	SYS-RA-VF551_V42-589	VF551_V42	1.13.2.1.2.0.3	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal s"
SWE-CAM-004	SYS-RA-VF551_V42-590	VF551_V42	1.13.2.1.2.0.3	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.InternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-004	SYS-RA-VF551_V42-595	VF551_V42	1.13.2.1.2.0.5	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM does not receive the STA"
SWE-CAM-004	SYS-RA-VF551_V42-600	VF551_V42	1.13.2.1.2.0.7	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal sy"
SWE-CAM-004	SYS-RA-VF551_V42-601	VF551_V42	1.13.2.1.2.0.7	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.ExternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-005	SYS-RA-VF551_V3-254	VF551_V3	1.10.2.1	I欄	ATL-Mi	Functional requirement	· The RVCM image resolution is 1280 x 800 pixels and refer to HMI and PDO for the aspect ratio.
SWE-CAM-005	SYS-RA-VF617_V5-183	(查無)					
SWE-CAM-006	SYS-RA-VF551_V2-211	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	When Ignition is On AND the head unit receives LVDS Video Signal, the ETM shall: o heal the DTC. o RVCM and Head Unit fu
SWE-CAM-006	SYS-RA-VF551_V2-212	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	When Ignition is On AND the head unit does not receive LVDS Video Signal and ADAS_LVDS_RRCamera_Cable signal, the Head U
SWE-CAM-006	SYS-RA-VF551_V2-539	VF551_V2	1.14	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall receive the following signals on LVDS: - ADAS_LVDS_RRCamera_Cable - systemStatus.ExternalErrorSta
SWE-CAM-006	SYS-RA-VF551_V3-533	VF551_V3	1.13.2.2.4	I欄	ATL-Mi	Functional requirement	If Head Unit does not receive the LVDS Video Signal, ADAS_LVDS_RRCamera_Cable the Head Unit shall: o Set the DTC to Tru
SWE-CAM-006	SYS-RA-VF551_V42-210	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	LTM shall scale the image received by RVCM over LVDS, according to the PROXI parameter Radio_Display_Type. Refer to HMI
SWE-CAM-006	SYS-RA-VF551_V42-216	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"LTM shall send PowerShutDownNotification.Power _Down equal to ""False"" to the RVCM over LVDS and provide power to the RVC"
SWE-CAM-006	SYS-RA-VF551_V42-219	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"send PowerShutDownNotification.Power _Down equal to ""True"" to the RVCM over LVDS. and it shall provide power to RVCM ove"
SWE-CAM-006	SYS-RA-VF551_V42-226	VF551_V42	1.11.1.2.0.2	I欄	ATL-Mi	Functional Requirement	copy the ADAS_LVDS_RRCamera_Cable output video into Rear_Camera_Repetition.Data. -The rearview image shall be displayed
SWE-CAM-006	SYS-RA-VF551_V42-237	VF551_V42	1.11.1.2.0.2.2	I欄	ATL-Mi	Functional Requirement	LTM shall stop to copy the ADAS_LVDS_RRCamera_Cable into Rear_Camera_Repetition.Data if one of the following conditions
SWE-CAM-006	SYS-RA-VF551_V42-253	VF551_V42	1.11.1.2.0.3	I欄	ATL-Mi	Functional Requirement	copy the ADAS_LVDS_RRCamera_Cable output video into Rear_Camera_Repetition.Data and display the rearview image.
SWE-CAM-006	SYS-RA-VF551_V42-262	VF551_V42	1.11.1.2.0.3.2	I欄	ATL-Mi	Functional Requirement	"IF the signal LTM_OperationalModeSts.Info is equal to ""Ignition_Off"" or ""Initialization"" THEN LTM shall stop to copy t"
SWE-CAM-006	SYS-RA-VF551_V42-263	VF551_V42	1.11.1.2.0.3.2	I欄	ATL-Mi	Functional Requirement	"IF the signal LTM_OperationalModeSts.Info is equal to ""Ignition ON"" or ""Ignition_Start"" or ""Ignition_On_Prplsn_On"" AND"
