sheet_row	sys_ra_feature_id	title_source_description	chapter_for_vf	vf_suffix	document_id	signal_names_in_description	n_signals	n_solved_signals	tc_status
438	Sys-RA-VF665_V43_VSM-437	"IF the user sets ""LDW_Intensity_Setting.Req"" internal signals to ""High"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.LDW_Intensity_Req"" B-CAN signal equal to ""High"" and sends this signal to IPC"	01.11.01.01.04	VF_2492	VF665_V43_R3	LDW_Intensity_Setting.Req | TELEMATIC_VEHICLE_SETUP2.LDW_Intensity_Req	2	1	interim_leaf
439	Sys-RA-VF665_V43_VSM-438	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.LDW_Intensity"" message THEN TLM updates the LDW Sensibility information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.04	VF_2493	VF665_V43_R3	IPC_VEHICLE_SETUP2.LDW_Intensity | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
441	Sys-RA-VF665_V43_VSM-440	"IF ""Side_Distance_Warning"" PROXI parameters is equal to ""Absent"" THEN TLM shall not display the Side Distance Warning menu item and the user can not perform any setting."	01.11.01.01.05	VF_1873	VF665_V43_R3	Side_Distance_Warning	1	0	interim_leaf
442	Sys-RA-VF665_V43_VSM-441	"IF ""Side_Distance_Warning"" PROXI parameter is equal to ""Present"" THEN TLM shall display the Side Distance Warning ""Setting"" and ""Chime Volume"" menu items and the user can perform setting."	01.11.01.01.05	VF_1877	VF665_V43_R3	Side_Distance_Warning	1	0	interim_leaf
444	Sys-RA-VF665_V43_VSM-443	"IF the user sets ""Sdw_Setting.Req"" internal signals to ""Off"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.Sdw_Req"" B-CAN signal equal to ""Off"" and sends this signal to IPC"	01.11.01.01.05	VF_1980	VF665_V43_R3	Sdw_Setting.Req | TELEMATIC_VEHICLE_SETUP.Sdw_Req	2	1	interim_leaf
445	Sys-RA-VF665_V43_VSM-444	"IF the user sets ""Sdw_Setting.Req"" internal signals to ""Sound"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.Sdw_Req"" B-CAN signal equal to ""Sound"" and sends this signal to IPC"	01.11.01.01.05	VF_1977	VF665_V43_R3	Sdw_Setting.Req | TELEMATIC_VEHICLE_SETUP.Sdw_Req	2	1	interim_leaf
446	Sys-RA-VF665_V43_VSM-445	"IF the user sets ""Sdw_Setting.Req"" internal signals to ""Sound+Display"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.Sdw_Req"" B-CAN signal equal to ""Sound+Display"" and sends this signal to IPC"	01.11.01.01.05	VF_1978	VF665_V43_R3	Sdw_Setting.Req | TELEMATIC_VEHICLE_SETUP.Sdw_Req	2	1	interim_leaf
447	Sys-RA-VF665_V43_VSM-446	"WHEN TLM receives ""IPC_VEHICLE_SETUP.Sdw"" message THEN TLM updates the Side Distance Warning information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.05	VF_1981	VF665_V43_R3	IPC_VEHICLE_SETUP.Sdw | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
449	Sys-RA-VF665_V43_VSM-448	"IF the user sets ""Sdw_Chime_Volume_Setting.Req"" internal signals to ""Low"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.SdwChimeVolume_Req"" B-CAN signal equal to ""Low"" and sends this signal to IPC"	01.11.01.01.05	VF_1983	VF665_V43_R3	Sdw_Chime_Volume_Setting.Req | TELEMATIC_VEHICLE_SETUP.SdwChimeVolume_Req	2	1	interim_leaf
450	Sys-RA-VF665_V43_VSM-449	"IF the user sets ""Sdw_Chime_Volume_Setting.Req"" internal signals to ""Medium"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.SdwChimeVolume_Req"" B-CAN signal equal to ""Medium"" and sends this signal to IPC"	01.11.01.01.05	VF_1985	VF665_V43_R3	Sdw_Chime_Volume_Setting.Req | TELEMATIC_VEHICLE_SETUP.SdwChimeVolume_Req	2	1	interim_leaf
451	Sys-RA-VF665_V43_VSM-450	"IF the user sets ""Sdw_Chime_Volume_Setting.Req"" internal signals to ""High"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.SdwChimeVolume_Req"" B-CAN signal equal to ""High"" and sends this signal to IPC"	01.11.01.01.05	VF_1986	VF665_V43_R3	Sdw_Chime_Volume_Setting.Req | TELEMATIC_VEHICLE_SETUP.SdwChimeVolume_Req	2	1	interim_leaf
452	Sys-RA-VF665_V43_VSM-451	"WHEN TLM receives ""IPC_VEHICLE_SETUP.SdwChimeVolume"" message THEN TLM updates the Side Distance Warning information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.05	VF_1987	VF665_V43_R3	IPC_VEHICLE_SETUP.Sdw | IPC_VEHICLE_SETUP.SdwChimeVolume | TLM_Vehicle_Setup_Menu.Info	3	2	interim_leaf
454	Sys-RA-VF665_V43_VSM-453	"IF ""Forward_Collision_Mitigation"" PROXI parameter is equal to ""Full Speed Forward Collision Warning with Mitigation"" THEN TLM shall display the ""Forward Collision Warinig Setting"" and ""Forward Collision Warning Sensitivity"" menu item and the user can perform setting."	01.11.01.01.06	VF_3319	VF665_V43_R3	Forward_Collision_Mitigation	1	0	interim_leaf
456	Sys-RA-VF665_V43_VSM-455	"IF ""Country_Code"" PROXI parameter is equal to a country of NAFTA or LATAM market (according to Market Configuration Table) THEN TLM shall display the "" Forward Collision Warning Setting1"" menu item and the user can perform setting with the following options: Off, Audio, Audio_Brake"	01.11.01.01.06	VF_3321	VF665_V43_R3	Country_Code	1	0	interim_leaf
457	Sys-RA-VF665_V43_VSM-456	"IF the user sets ""FSCWPlus_Setting.Req"" internal signals to ""Off "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req"" B-CAN signal equal to ""Off "" and sends this signal to IPC"	01.11.01.01.06	VF_3322	VF665_V43_R3	FSCWPlus_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req	2	1	interim_leaf
458	Sys-RA-VF665_V43_VSM-457	"IF the user sets ""FSCWPlus_Setting.Req"" internal signals to ""Audio"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req"" B-CAN signal equal to ""Audio"" and sends this signal to IPC"	01.11.01.01.06	VF_3323	VF665_V43_R3	FSCWPlus_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req	2	1	interim_leaf
459	Sys-RA-VF665_V43_VSM-458	"IF the user sets ""FSCWPlus_Setting.Req"" internal signals to ""Audio_Brake"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req"" B-CAN signal equal to ""Audio_Brake"" and sends this signal to IPC"	01.11.01.01.06	VF_3324	VF665_V43_R3	FSCWPlus_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req	2	1	interim_leaf
460	Sys-RA-VF665_V43_VSM-459	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.FSFCWPlusSetting "" message THEN TLM updates the Forward Collision Warning information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.06	VF_3325	VF665_V43_R3	IPC_VEHICLE_SETUP2.FSFCWPlusSetting | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
461	Sys-RA-VF665_V43_VSM-460	"IF ""Country_Code""PROXI parameter is not equal to a country of NAFTA/LATAM market (according to Market Configuration Table) THEN TLM shall display the "" Forward Collision Warning Setting2"" menu item and the user can perform setting with the following options: Off, Brake, Audio_Brake"	01.11.01.01.06	VF_3326	VF665_V43_R3	Country_Code	1	0	interim_leaf
462	Sys-RA-VF665_V43_VSM-461	"IF the user sets ""FSCWPlus_Setting.Req"" internal signals to ""Off "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req"" B-CAN signal equal to ""Off "" and sends this signal to IPC"	01.11.01.01.06	VF_3327	VF665_V43_R3	FSCWPlus_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req	2	1	interim_leaf
463	Sys-RA-VF665_V43_VSM-462	"IF the user sets ""FSCWPlus_Setting.Req"" internal signals to ""Brake "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req"" B-CAN signal equal to ""Brake "" and sends this signal to IPC"	01.11.01.01.06	VF_3328	VF665_V43_R3	FSCWPlus_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req	2	1	interim_leaf
464	Sys-RA-VF665_V43_VSM-463	"IF the user sets ""FSCWPlus_Setting.Req"" internal signals to ""Audio_Brake "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req"" B-CAN signal equal to ""Audio_Brake "" and sends this signal to IPC"	01.11.01.01.06	VF_3329	VF665_V43_R3	FSCWPlus_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req	2	1	interim_leaf
465	Sys-RA-VF665_V43_VSM-464	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.FSFCWPlusSetting "" message THEN TLM updates the Forward Collision Warning information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.06	VF_3330	VF665_V43_R3	IPC_VEHICLE_SETUP2.FSFCWPlusSetting | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
467	Sys-RA-VF665_V43_VSM-466	"IF the user sets ""FSCWPlus_Activation_Mode_Setting.Req"" internal signals to ""Near"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req "" B-CAN signal equal to ""Near"" and sends this signal to IPC"	01.11.01.01.06	VF_3332	VF665_V43_R3	FSCWPlus_Activation_Mode_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req	2	1	interim_leaf
468	Sys-RA-VF665_V43_VSM-467	"IF the user sets ""FSCWPlus_Activation_Mode_Setting.Req"" internal signals to ""Med"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req "" B-CAN signal equal to ""Med"" and sends this signal to IPC"	01.11.01.01.06	VF_3333	VF665_V43_R3	FSCWPlus_Activation_Mode_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req	2	1	interim_leaf
469	Sys-RA-VF665_V43_VSM-468	"IF the user sets ""FSCWPlus_Activation_Mode_Setting.Req"" internal signals to ""Far"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req "" B-CAN signal equal to ""Far"" and sends this signal to IPC"	01.11.01.01.06	VF_3334	VF665_V43_R3	FSCWPlus_Activation_Mode_Setting.Req | TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req	2	1	interim_leaf
470	Sys-RA-VF665_V43_VSM-469	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.FSFCWPlusActivationMode "" message THEN TLM updates the Forward Collision Warning information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.06	VF_3335	VF665_V43_R3	IPC_VEHICLE_SETUP2.FSFCWPlusActivationMode | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
472	Sys-RA-VF665_V43_VSM-471	"IF ""Rain_Sensor"" PROXI parameter is equal to ""present"" THEN TLM shall display the Rain Sensor menu item and the user can perform setting."	01.11.01.01.07	VF_481	VF665_V43_R3	Rain_Sensor	1	0	interim_leaf
473	Sys-RA-VF665_V43_VSM-472	"IF the user sets ""Rain_Sensor_Level_Setting.Req"" internal signals to ""Enable"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.RainSensorLevel_Req"" B-CAN signal equal to ""Enable"" and sends this signal to IPC"	01.11.01.01.07	VF_482	VF665_V43_R3	Rain_Sensor | Rain_Sensor_Level_Setting.Req | TELEMATIC_VEHICLE_SETUP.RainSensorLevel_Req	3	0	interim_leaf
474	Sys-RA-VF665_V43_VSM-473	"IF the user sets ""Rain_Sensor_Level_Setting.Req"" internal signals to ""Not_Enable"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.RainSensorLevel_Req"" B-CAN signal equal to ""Not_Enable"" and sends this signal to IPC"	01.11.01.01.07	VF_483	VF665_V43_R3	Rain_Sensor | Rain_Sensor_Level_Setting.Req | TELEMATIC_VEHICLE_SETUP.RainSensorLevel_Req	3	0	interim_leaf
475	Sys-RA-VF665_V43_VSM-474	"IF ""Rain_Sensor"" PROXI parameter is equal to ""absent"" THEN TLM shall not display the Rain Sensor menu item and the user can not perform any setting."	01.11.01.01.07	VF_480	VF665_V43_R3	Rain_Sensor	1	0	interim_leaf
476	Sys-RA-VF665_V43_VSM-475	"WHEN TLM receives ""IPC_VEHICLE_SETUP.RainSensorLevel"" message THEN TLM updates the Rain Sensor information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.07	VF_486	VF665_V43_R3	IPC_VEHICLE_SETUP.RainSensorLevel | TLM_Vehicle_Setup_Menu.Info	2	0	interim_leaf
479	Sys-RA-VF665_V43_VSM-478	TLM shall display the Clock Setting menu item and the user can perform setting.	01.11.01.01.08.01	VF_519	VF665_V43_R3		0	0	interim_leaf
480	Sys-RA-VF665_V43_VSM-479	"IF the user sets ""Hour1_Setting.Req"" internal signals THEN TLM updates and sends the Hour information to VF456 through ""Hour1_Setting.Info"" internal signal"	01.11.01.01.08.01	VF_522	VF665_V43_R3	Hour1_Setting.Info | Hour1_Setting.Req	2	0	interim_leaf
482	Sys-RA-VF665_V43_VSM-481	"IF the user sets ""Hour2_Setting.Req"" internal signals THEN TLM updates and sends the Hour information to VF456 through ""Hour2_Setting.Info"" internal signal"	01.11.01.01.08.01	VF_709	VF665_V43_R3	Hour2_Setting.Info | Hour2_Setting.Req	2	0	interim_leaf
484	Sys-RA-VF665_V43_VSM-483	"IF the user sets ""Minute1_Setting.Req"" internal signals THEN TLM updates and sends the Minute information to VF456 through ""Minute1_Setting.Info"" internal signal"	01.11.01.01.08.01	VF_523	VF665_V43_R3	Minute1_Setting.Info | Minute1_Setting.Req	2	0	interim_leaf
486	Sys-RA-VF665_V43_VSM-485	"IF the user sets ""Minute2_Setting.Req"" internal signals THEN TLM updates and sends the Minute information to VF456 through ""Minute1_Setting.Info"" internal signal"	01.11.01.01.08.01	VF_710	VF665_V43_R3	Minute1_Setting.Info | Minute2_Setting.Req	2	0	interim_leaf
489	Sys-RA-VF665_V43_VSM-488	TLM shall display the Hour Mode menu item and the user can perform setting.	01.11.01.01.08.02	VF_514	VF665_V43_R3		0	0	interim_leaf
490	Sys-RA-VF665_V43_VSM-489	"IF the user sets ""Hour_Mode_Setting.Req"" internal signals to ""0_24_h"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.HourMode_Req"" B-CAN signal equal to ""0_24_h"" and sends this signal to IPC"	01.11.01.01.08.02	VF_515	VF665_V43_R3	Hour_Mode_Setting.Req | TELEMATIC_VEHICLE_SETUP.HourMode_Req	2	1	interim_leaf
491	Sys-RA-VF665_V43_VSM-490	"IF the user sets ""Hour_Mode_Setting.Req"" internal signals to ""0_12_h"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.HourMode_Req"" B-CAN signal equal to ""0_12_h"" and sends this signal to IPC"	01.11.01.01.08.02	VF_516	VF665_V43_R3	Hour_Mode_Setting.Req | TELEMATIC_VEHICLE_SETUP.HourMode_Req	2	1	interim_leaf
492	Sys-RA-VF665_V43_VSM-491	"WHEN TLM receives ""IPC_VEHICLE_SETUP.HourMode"" message THEN TLM updates the Hour Mode information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.08.02	VF_517	VF665_V43_R3	IPC_VEHICLE_SETUP.HourMode | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
494	Sys-RA-VF665_V43_VSM-493	"IF ""Cluster_Display_Type"" proxi parameter is equal to ""Base Display"" THEN TLM shall not display the Set Data menu item and the user can not perform any setting."	01.11.01.01.08.03	VF_718	VF665_V43_R3	Cluster_Display_Type	1	0	interim_leaf
495	Sys-RA-VF665_V43_VSM-494	ELSE THEN TLM shall display the Set Data menu item and the user can not perform any setting.	01.11.01.01.08.03	VF_726	VF665_V43_R3		0	0	interim_leaf
496	Sys-RA-VF665_V43_VSM-495	"IF the user sets ""Day1_Setting.Req"" internal signals THEN TLM updates and sends the Day information to VF456 through ""Day1_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_521	VF665_V43_R3	Day1_Setting.Info | Day1_Setting.Req	2	0	interim_leaf
498	Sys-RA-VF665_V43_VSM-497	"IF the user sets ""Day2_Setting.Req"" internal signals THEN TLM updates and sends the Day information to VF456 through ""Day2_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_711	VF665_V43_R3	Day2_Setting.Info | Day2_Setting.Req	2	0	interim_leaf
