path	line	old_id	basis	cand_FO	cand_LEDGER	context
features/bed_lowering/ANOMALIES.md	12	R-G20	BOTH_KW	R-G59	R-G20（台帳保號）	"| A-BLM7 | **`spec_mode` 無可機械決定之值** | 下放包 02 §二 填 `hmi_logic_and_flow`；FO §3 之值域為單一字母 A–E，無此值。且本 feature 之歸類有兩讀：來源形態為 **A**（SYS1 Polarion export 齊備，70 物件），但 spec_reference 行為為 **D**（""looked up, never constructed""），且 A 所需之 outline map 建不起來（037 `HMI Source ID` ∩ SYS1 `SYSRE_HMI_Source ID` = 空，A-BLM4）。"
features/bed_lowering/ANOMALIES.md	12	R-G15	BOTH_KW	R-G54	R-G15（台帳保號）	"| A-BLM7 | **`spec_mode` 無可機械決定之值** | 下放包 02 §二 填 `hmi_logic_and_flow`；FO §3 之值域為單一字母 A–E，無此值。且本 feature 之歸類有兩讀：來源形態為 **A**（SYS1 Polarion export 齊備，70 物件），但 spec_reference 行為為 **D**（""looked up, never constructed""），且 A 所需之 outline map 建不起來（037 `HMI Source ID` ∩ SYS1 `SYSRE_HMI_Source ID` = 空，A-BLM4）。"
features/bed_lowering/ANOMALIES.md	12	R-G19	BOTH_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	"| A-BLM7 | **`spec_mode` 無可機械決定之值** | 下放包 02 §二 填 `hmi_logic_and_flow`；FO §3 之值域為單一字母 A–E，無此值。且本 feature 之歸類有兩讀：來源形態為 **A**（SYS1 Polarion export 齊備，70 物件），但 spec_reference 行為為 **D**（""looked up, never constructed""），且 A 所需之 outline map 建不起來（037 `HMI Source ID` ∩ SYS1 `SYSRE_HMI_Source ID` = 空，A-BLM4）。"
features/bed_lowering/ANOMALIES.md	12	R-G20	BOTH_KW	R-G59	R-G20（台帳保號）	"| A-BLM7 | **`spec_mode` 無可機械決定之值** | 下放包 02 §二 填 `hmi_logic_and_flow`；FO §3 之值域為單一字母 A–E，無此值。且本 feature 之歸類有兩讀：來源形態為 **A**（SYS1 Polarion export 齊備，70 物件），但 spec_reference 行為為 **D**（""looked up, never constructed""），且 A 所需之 outline map 建不起來（037 `HMI Source ID` ∩ SYS1 `SYSRE_HMI_Source ID` = 空，A-BLM4）。"
features/bed_lowering/ANOMALIES.md	12	R-G16	BOTH_KW	R-G55	R-G16（台帳保號）	"| A-BLM7 | **`spec_mode` 無可機械決定之值** | 下放包 02 §二 填 `hmi_logic_and_flow`；FO §3 之值域為單一字母 A–E，無此值。且本 feature 之歸類有兩讀：來源形態為 **A**（SYS1 Polarion export 齊備，70 物件），但 spec_reference 行為為 **D**（""looked up, never constructed""），且 A 所需之 outline map 建不起來（037 `HMI Source ID` ∩ SYS1 `SYSRE_HMI_Source ID` = 空，A-BLM4）。"
features/bed_lowering/ANOMALIES.md	13	R-G15	BOTH_KW	R-G54	R-G15（台帳保號）	| A-BLM8 | **R-G12 ~ R-G20 之號在兩份權威間全段撞號** | `docs/fw036/FEATURE_ONBOARDING.md`（§條文表 + §819）與 `docs/fw036/RULINGS_LEDGER.md` 對同一組號給出**完全不同**之條文：R-G15 = 「Pilot 退出準則」(FO) vs 「參考資料庫之版本綁定」(ledger, line 185)；R-G16 = 「預期數字自動生成」vs「量測與聚合分離」(line 219)；R-G19 = 「prompt 指紋」vs「理由與數字須分別驗證」(line 394)；R-G20 = 「規則副本同
features/bed_lowering/ANOMALIES.md	14	R-G15	BOTH_KW	R-G54	R-G15（台帳保號）	| A-BLM9 | `reference:` 節缺漏，且四個參考資料庫無從綁定 | 下放包 02 §二 之 `feature.yaml` 草案無 `reference:` 節，而 R-G15（ledger 版）要求每個 feature 逐項綁定其參考資料庫之檔名與 SHA256 | 執行層已補 `reference:` 四項（a03_report／sys1_export／spec_pdf／workbook_master，雜湊為本包實算）。**`dbc_b`／`dbc_fd`／`lid`／`proxi` 四項未綁，且此處不裁定為不需要** —— 與 vehicle_category 之 R-V
features/bed_lowering/ANOMALIES.md	14	R-G15	BOTH_KW	R-G54	R-G15（台帳保號）	| A-BLM9 | `reference:` 節缺漏，且四個參考資料庫無從綁定 | 下放包 02 §二 之 `feature.yaml` 草案無 `reference:` 節，而 R-G15（ledger 版）要求每個 feature 逐項綁定其參考資料庫之檔名與 SHA256 | 執行層已補 `reference:` 四項（a03_report／sys1_export／spec_pdf／workbook_master，雜湊為本包實算）。**`dbc_b`／`dbc_fd`／`lid`／`proxi` 四項未綁，且此處不裁定為不需要** —— 與 vehicle_category 之 R-V
features/bed_lowering/RULINGS.md	205	R-G12	NO_KW	R-G51	R-G12（台帳保號）	 ⏎ R-G12 ~ R-G20 於 FO 與 RULINGS_LEDGER 兩份權威間撞號（A-BLM8 實測）。 ⏎ 本 feature 期間，該段號之引用**一律取 FO 讀法**（下放包 02 已如此
features/bed_lowering/RULINGS.md	205	R-G20	NO_KW	R-G59	R-G20（台帳保號）	 ⏎ R-G12 ~ R-G20 於 FO 與 RULINGS_LEDGER 兩份權威間撞號（A-BLM8 實測）。 ⏎ 本 feature 期間，該段號之引用**一律取 FO 讀法**（下放包 02 已如此
features/bed_lowering/RULINGS.md	233	R-G15	NO_KW	R-G54	R-G15（台帳保號）	與 `display` 現綁版本三項相異（LID v1_76 vs v1_78、兩支 DBC 皆異）， ⏎ 為已知且被接受之後果（R-G15 立條之既存歧異），非新分叉。 ⏎ 台架基線若日後換版，四庫改綁另裁，不回溯本條。
features/bed_lowering/RULINGS.md	377	R-G14	NO_KW	R-G53	R-G14（台帳保號）	022-02 步 1 指涉、027-03 隱藏狀態前置），屬機械修正隨下放包 09 ⏎ 執行，不另立條。B1 首審含 A 類，不計入 R-G14 連續乾淨批數； ⏎ 修訂複審通過後亦不回計，計數自 B2 起。B1 修訂複審通過後，
features/bed_lowering/feature.yaml	182	R-G15	NO_KW	R-G54	R-G15（台帳保號）	  # 與 `display` 現綁版本三項相異（LID v1_76 vs v1_78、兩支 DBC 皆異）， ⏎   # 為 R-G15 立條時即存在之歧異，已知且被接受，非本 feature 新開之分叉。 ⏎   # 台架基線日後換版須另裁，不回溯（R-BLM11 末段）。
features/display/ANOMALIES.md	99	R-G17	NO_KW	R-G56	R-G17（台帳保號）	 ⏎ #### 結清（2026-08-25，下放包 07 §1.3 / 步驟 9，R-G17） ⏎ 
features/display/ANOMALIES.md	120	R-G17	NO_KW	R-G56	R-G17（台帳保號）	**可校驗之欄只有兩個，兩個都已校驗完畢。** 誤把 340 列工作項連結當成 ⏎ 欄位字典，會產生一個做不完的待辦（R-G17 明文警示此點）。 ⏎ 
features/display/ANOMALIES.md	366	R-G13	NO_KW	R-G52	R-G13（台帳保號）	`cfts_usage` 僅 1 列（r95 `Head_Unit_Screen_Size`），且該欄 **378/446 為空** ⏎ —— **其未載 `CFTS020` 不構成「與本 feature 無關」之證據**（R-G13 第 (3) ⏎ 要件之反面）。
features/display/ANOMALIES.md	373	R-G13	NO_KW	R-G52	R-G13（台帳保號）	 ⏎ R-G13 之教訓在 PROXI 上重演一次：LID `Proxi & Configuration` 之左欄是 ⏎ Logical Identifier，PROXI `Format` 分頁用的是另一組名稱，其對應關係載於
features/display/ANOMALIES.md	395	R-G13	NO_KW	R-G52	R-G13（台帳保號）	- **本輪不認定二者為同一物**（下放包 05 §六第 14 條：不逐字即不得猜）， ⏎   已依 R-G13 登記為 `forms/LOOKUP_MISSES.md` M-3，並開 DR-DM6 ⏎ - 提案處置：請上游確認 `Display_OFF_SoftKey_Prsnt` 與
features/display/ANOMALIES.md	723	R-G16	NO_KW	R-G55	R-G16（台帳保號）	  皆自行處理，但**任何以預設方式讀 TSV 之消費者會靜默取到錯誤欄名** ⏎ - 這與 R-G16 同型：**擷取正確、序列化正確，讀回那一步錯**， ⏎   且錯得「看起來像空資料」而非報錯
features/display/ANOMALIES.md	747	R-G20	NO_KW	R-G59	R-G20（台帳保號）	- 這是本 feature **第六次**同型缺陷：擷取正確，其後之索引／聚合／ ⏎   算術出錯，且輸出「看起來合理」。前五次見 R-G16 與 R-G20 之實例 ⏎ - **本條與前五次之差別在於：這一次錯的是一個我親手打在表下的斷言**
features/display/ANOMALIES.md	752	R-G20	NO_KW	R-G59	R-G20（台帳保號）	- 提案處置：凡於報告中出現「互斥」「窮盡」「合計」之斷言者， ⏎   其算式須由腳本輸出而非人工斷言（R-G20 之延伸）。屬 Tier 2 ⏎ 
features/display/ANOMALIES.md	1069	R-G19	NO_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	> 但理由改變** —— 阻斷者主要是組 A／B 之矛盾與 `{4820283}` 之無時長， ⏎ > 而非 `{CFTS013-XXX}`。依 R-G19，理由與結論分別查證，故分別更正。 ⏎ 
features/display/DECISIONS.md	105	R-G19	NO_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	  > **結論不變，依據由「查不到」改為「查到了，答案是沒有」** —— ⏎   > 依 R-G19，一個正確的結論配一個錯誤的理由，會使下一個人依那個 ⏎   > 理由去推論別的事。
features/display/DECISIONS.md	266	R-G24	NO_KW	R-G63	R-G24（台帳保號）	 ⏎ > **轉錄之限定（R-DM32／R-G24）**：三項之內容皆係分析層提出， ⏎ > Pei 之「簽核」係對該提案之核可，非其自撰。三項已於同日對話中
features/display/PLAYBOOK.md	158	R-G22	NO_KW	R-G61	R-G22（台帳保號）	自己在查證，讀者（含作者）遂不再問「這一句本身量過沒有」。 ⏎ （同 ledger 之 R-G22 條下指標。） ⏎ 
features/display/RULINGS.md	980	R-G27	NO_KW	R-G66	R-G27（台帳保號）	(1) 不得以 SYSAD 元件名與 037 之 Sub Categorization 語意相近 ⏎     建立 leaf ↔ 元件映射（R-DM13／R-G27） ⏎ (2) 不得以「未出現於分派表」推論該列不屬軟體範圍 ——
features/display/RULINGS.md	1151	R-G27	NO_KW	R-G66	R-G27（台帳保號）	凡查證某條號是否到手，須查 `Document ID` 欄， ⏎ 不得以全檔子字串命中為據（R-G27 之逐字原則於本處之應用）。 ⏎ 
features/display/RULINGS.md	1217	R-G25	NO_KW	R-G64	R-G25（台帳保號）	 ⏎ 配套：本條生效後，R-G25 之誘發測試須以「標 lifted」之形態重跑 ⏎ 一次並 PASS（上輪以「移除」形態測試 FAIL，即本條之立條原因）。
features/display/RULINGS.md	1336	R-G17	NO_KW	R-G56	R-G17（台帳保號）	 ⏎ > 下放包 07 之 `R-G17` 為全域條文，抄入 `docs/fw036/RULINGS_LEDGER.md`。 ⏎ >
features/display/RULINGS.md	1343	R-G16	NO_KW	R-G55	R-G16（台帳保號）	 ⏎ > 下放包 06 之 `R-G16` 與 `R-G13 補充` 為全域條文，抄入 ⏎ > `docs/fw036/RULINGS_LEDGER.md`，不重複於本檔。
features/display/RULINGS.md	1343	R-G13	NO_KW	R-G52	R-G13（台帳保號）	 ⏎ > 下放包 06 之 `R-G16` 與 `R-G13 補充` 為全域條文，抄入 ⏎ > `docs/fw036/RULINGS_LEDGER.md`，不重複於本檔。
features/display/RULINGS.md	1349	R-G15	NO_KW	R-G54	R-G15（台帳保號）	 ⏎ > 下放包 05 之 `R-G15` 為全域條文，依該包 §四之指定抄入 ⏎ > `docs/fw036/RULINGS_LEDGER.md`，不重複於本檔。
features/display/RULINGS.md	1368	R-G12	NO_KW	R-G51	R-G12（台帳保號）	 ⏎ > 下放包 04 之 `R-G12`／`R-G13`／`R-G14` 為全域條文，依該包 §四之指定 ⏎ > 抄入 `docs/fw036/RULINGS_LEDGER.md`，不重複於本檔。
features/display/RULINGS.md	1368	R-G13	NO_KW	R-G52	R-G13（台帳保號）	 ⏎ > 下放包 04 之 `R-G12`／`R-G13`／`R-G14` 為全域條文，依該包 §四之指定 ⏎ > 抄入 `docs/fw036/RULINGS_LEDGER.md`，不重複於本檔。
features/display/RULINGS.md	1368	R-G14	NO_KW	R-G53	R-G14（台帳保號）	 ⏎ > 下放包 04 之 `R-G12`／`R-G13`／`R-G14` 為全域條文，依該包 §四之指定 ⏎ > 抄入 `docs/fw036/RULINGS_LEDGER.md`，不重複於本檔。
features/display/feature.yaml	25	R-G12	NO_KW	R-G51	R-G12（台帳保號）	# 選定依據見 R-DM19（B-CAN = BHCAN2，Pei 2026-08-24 指示並親自置檔）。 ⏎ # 檔案本身不入 git（R-G12）；台帳見 forms/FORMS.md。 ⏎ reference:
features/ics_management/ANOMALIES.md	16	R-G25	NO_KW	R-G64	R-G25（台帳保號）	| A-ICS9 | DR-ICS5 前提過時：CFTS020 Functional Specification（R1LR_Atl-H_26PI1.5 … CFTS_020 ICS and DCSD_20260310-1533.docx）實在 inputs/，407 個 ObjectID，目次直接涵蓋 Display／Browse／Navigation／Stuck Button 四面。登記時之量測基礎僅及專案掛載三檔，素材落入後未同步 | OPEN（DR-ICS5 已改述；納源與解鎖屬 Pei 範圍裁定） | ⏎ | A-ICS10 | 分析層之誤（自承）：下放包 01 缺 FO §8.1 五
features/ics_management/ANOMALIES.md	26	R-G23	NO_KW	R-G62	R-G23（台帳保號）	| A-ICS19 | 分析層之誤（自承）：下放包 02 §三 B.3 寫「S1／S2 各＋1 等待步驟」，未先量 DTC `Mature Time`（120 s，自按下起算）與 CFTS022-4914956 之門檻是否同一時段；依字面執行將造出 240 s 之規格外門檻。執行層驗而不做並具名回報（上繳包 02 §三-3），合 R-DD26 v2(f)。該字面於 S1 作廢（R-ICS16(a)） | CLOSED | ⏎ | A-ICS20 | `RULINGS.md` 於 2026-08-29 13:43 遭非本對話之作者改寫（`## R-ICS2` 改題為 `## R-ICS2 v1`
features/ics_management/ANOMALIES.md	76	R-G23	NO_KW	R-G62	R-G23（台帳保號）	| A-ICS69 | §1.15 標題冠 `CUSW`，而其 29 個適用物件之 EE 軸為 `Atlantis High/Mid + PowerNet`（29/29，**不含 CUSW**）。與 R-ICS2 v2(c) 所舉 §1.5 反例**同型而方向相反**（前者標題較窄而屬性較寬）。剔除後分支配對檢定仍為 0 : 17，方向不變，故不動搖 R-ICS37(a)；惟**章節標題之架構軸不得單獨作為適用性依據**一事須登記 | OPEN（工具知識；供 R-ICS2 日後修訂參考） | ⏎ | A-ICS70 | **分析層之誤（自承，違 R-G23）**：審 upstream-11 時
features/ics_management/RULINGS.md	81	R-G25	NO_KW	R-G64	R-G25（台帳保號）	 ⏎ 執行層依 R-G25 落 `sandbox/`（.xlsx）與 `generated/b01/`（.json）， ⏎ 採認為本 feature 之定制落點；下放包 01 §一-1 之 `workbook/`／`batches/`
features/ics_management/RULINGS.md	427	R-G13	NO_KW	R-G52	R-G13（台帳保號）	``` ⏎ R-ICS19（R-G13 指紋與 R-ICS17(d) 改題之交互） ⏎ 
features/ics_management/RULINGS.md	857	R-G13	NO_KW	R-G52	R-G13（台帳保號）	    或明載「已由 … v\d 取代／更正」），**不停**，於上繳包具名； ⏎     含任一非註記之差異行 → 依 R-G13 停下。 ⏎ (c) 執行層於 upstream-07 依 v1(d) 之實質判斷不停並具名缺口，**合式**。
features/ics_management/RULINGS.md	1279	R-G23	NO_KW	R-G62	R-G23（台帳保號）	 ⏎ > ⚠ **以下為作廢之重複草案**（A-ICS70：分析層違 R-G23，未取現場號即落條， ⏎ > 與既存之 `R-ICS40` 正本撞號）。依 R-TM13 不刪除，加註保留。
features/ics_management/RULINGS.md	1432	R-G23	NO_KW	R-G62	R-G23（台帳保號）	 ⏎ (d) 本條之立，係分析層於審 upstream-11 時違 R-G23（未取現場號即落條） ⏎     而與既存 `R-ICS40` 撞號後之重整結果；撞號經過見 **A-ICS70**。
features/ics_management/RULINGS.md	2308	R-G25	NO_KW	R-G64	R-G25（台帳保號）	``` ⏎ （Pei 直接裁定，2026-08-30；FO R-G25、R-G1；FORMS.md； ⏎  REMEDIATION_DELIVERY_MGMT_20260821 §版次命名）
features/ics_management/feature.yaml	119	R-G15	NO_KW	R-G54	R-G15（台帳保號）	 ⏎ # R-G15：其變動會使既有產出失效者一律綁定。 ⏎ # paths 記「檔在哪」，reference 記「檔是哪一份」。同一檔出現於兩節不是重複。
features/popup/PLAYBOOK.md	171	R-G25	NO_KW	R-G64	R-G25（台帳保號）	  sha256 `6372fb6be02f48dc…`），落 ⏎   `sandbox/base/`（R-G25：xlsx 只准在此改）。**位元組相同之複製**， ⏎   未以 openpyxl 開啟寫入（R-G3）
features/popup/RULINGS.md	11	R-G24	NO_KW	R-G63	R-G24（台帳保號）	Popup 立為獨立 feature，slug = `popup`。目錄 `features/popup/`， ⏎ 投遞區 `_intake/Popup/`（TitleCase，R-G24 已建妥並實測）。 ⏎ Feature 接手名稱「Pop-Up Queue and Priority Management」為工單稱謂；
features/popup/feature.yaml	21	R-G25	NO_KW	R-G64	R-G25（台帳保號）	"paths: ⏎   # 工作簿自 R-G1 母本起建，落 sandbox/（R-G25：xlsx 只准在此改） ⏎   workbook: ""sandbox/base/FM-WI-FSM-036-A01*_SWQT_20260817_ext.xlsx"""
features/power/RULINGS.md	12439	R-G13	NO_KW	R-G52	R-G13（台帳保號）	抄錄前依 R-P200(c) 重驗 §J 自檢：**§A 頂層 block = 2、§J 「二條」、§H 步驟 2 =「二條」**， ⏎ 相容性 C(2,2) = 1 對，並依 R-P364(d) 對既有 canon（R-6 / R-13 / R-1 v3 / R-G13 / R-G14 / ⏎ R-DM17 / R-DM21 / R-P355(b) / R-P365(b)）逐條核對。四處一致。
features/power/RULINGS.md	12439	R-G14	NO_KW	R-G53	R-G14（台帳保號）	抄錄前依 R-P200(c) 重驗 §J 自檢：**§A 頂層 block = 2、§J 「二條」、§H 步驟 2 =「二條」**， ⏎ 相容性 C(2,2) = 1 對，並依 R-P364(d) 對既有 canon（R-6 / R-13 / R-1 v3 / R-G13 / R-G14 / ⏎ R-DM17 / R-DM21 / R-P355(b) / R-P365(b)）逐條核對。四處一致。
features/sw_update/ANOMALIES.md	26	R-G13	NO_KW	R-G52	R-G13（台帳保號）	之「已裁認事實」標記撤回；不發 DR）之全文見 ⏎ `docs/handoff/02_asu1_rulings.md` §一 —— 依 R-G13 citation-by-reference， ⏎ 不重抄。v2 條文已逐字入 `RULINGS.md`。
features/sw_update/RULINGS.md	96	R-G13	NO_KW	R-G52	R-G13（台帳保號）	（含沿革行）；v1 不入本檔正本，其履歷由 v2 之沿革行 citation-by-reference ⏎ 承載（R-G13）。抄錄逐字，不改寫、不合併、不為欄寬而縮寫（R-G23）。 ⏎ 逐條字面一致核對結果見 `docs/upstream/01_intake_recon.md`。
features/sw_update/RULINGS.md	96	R-G23	NO_KW	R-G62	R-G23（台帳保號）	（含沿革行）；v1 不入本檔正本，其履歷由 v2 之沿革行 citation-by-reference ⏎ 承載（R-G13）。抄錄逐字，不改寫、不合併、不為欄寬而縮寫（R-G23）。 ⏎ 逐條字面一致核對結果見 `docs/upstream/01_intake_recon.md`。
features/sw_update/feature.yaml	128	R-G15	NO_KW	R-G54	R-G15（台帳保號）	"    sha256: ""ff47b7be63e5824cafe35deda9f9ddd0a63f6ea458169ef73689a1c559ea13ea""   # T9 對 forms/ 原件實測 ⏎   # T4' 綁定掃描結果（R-G15／R-DM37：其變動會使既有產出失效者一律綁定） ⏎   # PROXI —— 綁。SWE1-FOTA-208 引用 `<Brand_Configuration_2>` proxi 參數，"
features/time_management/ANOMALIES.md	1814	R-G19	NO_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	``` ⏎ A-TM30（OPEN，Tier 2 —— 跨 feature，已由 R-G19-3 承接） ⏎ 
features/time_management/ANOMALIES.md	1827	R-G19	NO_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	 ⏎ 本條之**建議仍成立且已升格**：R-G19-3 明訂基準 SHA 須對宣告路徑實測、 ⏎ 基準檔在 repo 外者先取複本入 `inputs/` 再實測。若當初照此辦理，
features/time_management/ANOMALIES.md	1861	R-G19	NO_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	lint 全綠、格式合規），唯一的判準是它與送審件的 identifier 不一致， ⏎ 而沒有任何既有閘門以「與 repo 外之送審件一致」為判準。R-G19-4 補上了 ⏎ 這一條（identifier 欄變更一律先裁後動，未經裁定之改名視同缺陷）。
features/time_management/RULINGS.md	3216	R-G19	NO_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	A-TM31 之未經裁定改名，處置即本條之回改；日後 identifier 欄之 ⏎ 任何變更依 R-G19-4 先裁後動。 ⏎ ```
features/time_management/RULINGS.md	3224	R-G19	NO_KW	R-G58	R-G19（L358 保號）／R-G69（L402）	`generated/*.json` 之 per-TC `test_group` 59 筆同步。全欄逐列 diff： ⏎ F/G/I 各 59 處，**其餘欄全分頁零變更**（R-G19-4 驗收判準）。 ⏎ 
features/user_profiles/ANOMALIES.md	477	R-G12	NO_KW	R-G51	R-G12（台帳保號）	之歷史重寫，該次把 power 之 round-07 檔案自樹上移除。 ⏎ **兩次皆非疏忽，是該作法本身會產生此結果**（R-G12 之立條理由）。 ⏎ 
features/user_profiles/RULINGS.md	1003	R-G12	NO_KW	R-G51	R-G12（台帳保號）	 ⏎ ### 全域條文（R-G12，於本包首次落檔） ⏎ 
features/user_profiles/RULINGS.md	1022	R-G12	NO_KW	R-G51	R-G12（台帳保號）	  —— 狀態未改變，是被接受；「第二次發生」之事實已照錄。 ⏎ - **R-G12**：已寫入 `docs/fw036/FEATURE_ONBOARDING.md` 之**全域條文段**， ⏎   使其他 session 讀得到；**未寫入他 feature 之 `RULINGS.md`**
features/vehicle_category/RULINGS.md	8	R-G23	NO_KW	R-G62	R-G23（台帳保號）	來源：`docs/handoff/01_intake_recon.md` §二（下放包 01，Pei 2026-08-25 裁定 ⏎ Q1 甲／Q2 准／Q3 甲／Q4 准）。抄錄逐字，不改寫、不合併、不為欄寬而縮寫（R-G23）。 ⏎ 逐條字面一致核對結果見 `docs/upstream/01_intake_recon.md` §2。
features/vehicle_category/RULINGS.md	306	R-G15	NO_KW	R-G54	R-G15（台帳保號）	規格本文之 VF507 / VF352 落在 037 未涵蓋之 18 節內。 ⏎ 本 feature 之產出不觸及該四檔，不符 R-G15「其變動會使既有產出失效」 ⏎ 之判準。**此排除須寫入 feature.yaml 註解** —— 否則日後必有人問
features/vehicle_category/feature.yaml	139	R-G15	NO_KW	R-G54	R-G15（台帳保號）	# 規格本文之 VF507 / VF352 落在 037 未涵蓋之 18 節內（DR-VC4 為條件性）。 ⏎ # 本 feature 之產出不觸及該四檔，不符 R-G15「其變動會使既有產出失效」之判準。 ⏎ # 記於此，以免日後有人問為何本 feature 較 display 少綁四項 —— 少綁是裁定，
features/vehicle_setting/RULINGS.md	5307	R-G13	NO_KW	R-G52	R-G13（台帳保號）	> **條文本體不動一字**（逐字轉錄，FO §8.1）—— 判定以本註記錄， ⏎ > 同 R-G13／R-G21 之處置。`canon_refs` 之該筆 ambiguous **暫留不抑制**： ⏎ > 其消解須把 `verbatim-ruling-text` 判準擴至 feature `RULINGS.md` 之條文圍籬，
features/vehicle_setting/RULINGS.md	7142	R-G14	NO_KW	R-G53	R-G14（台帳保號）	四條件、彙總節奏（每 5 批一份上繳）、抽樣覆核方式與退出規則 ⏎ 一律照 FO §9.2 之 R-G14 原文，本條不另訂。 ⏎ 
features/vehicle_setting/RULINGS.md	7147	R-G14	NO_KW	R-G53	R-G14（台帳保號）	 ⏎ > **本條為 feature-scoped，不改 R-G14 之條文本體** —— 故 R-G14 之 ⏎ > sha8 `fb508d10` **不變**。此與 23b 補充包 §C-7 之寫法分歧
features/vehicle_setting/RULINGS.md	7147	R-G14	NO_KW	R-G53	R-G14（台帳保號）	 ⏎ > **本條為 feature-scoped，不改 R-G14 之條文本體** —— 故 R-G14 之 ⏎ > sha8 `fb508d10` **不變**。此與 23b 補充包 §C-7 之寫法分歧
