row	path	line	old_id	basis	judged_side	new_id	confidence	reason
21	features/bed_lowering/RULINGS.md	205	R-G20	NO_KW	KEEP_ANNOTATE	R-G20	H	R-BLM 條文宣告「取 FO 讀法」之歷史陳述；加註「FO 讀法之現號 R-G51–R-G59」，條文本體不改
22	features/bed_lowering/RULINGS.md	233	R-G15	NO_KW	LEDGER	R-G15	H	版本綁定（其變動使既有產出失效）= 台帳 R-G15
23	features/bed_lowering/RULINGS.md	377	R-G14	NO_KW	FO	R-G53	H	連續乾淨批數 = FO R-G14 綠色通道
24	features/bed_lowering/feature.yaml	182	R-G15	NO_KW	LEDGER	R-G15	H	版本綁定（其變動使既有產出失效）= 台帳 R-G15
25	features/display/ANOMALIES.md	99	R-G17	NO_KW	LEDGER	R-G17	H	匯出檔自帶字典校驗 = 台帳 R-G17（源自 display 07 包）
26	features/display/ANOMALIES.md	120	R-G17	NO_KW	LEDGER	R-G17	H	匯出檔自帶字典校驗 = 台帳 R-G17（源自 display 07 包）
27	features/display/ANOMALIES.md	366	R-G13	NO_KW	LEDGER	R-G13	H	查無之成立要件／LOOKUP_MISSES = 台帳 R-G13
28	features/display/ANOMALIES.md	373	R-G13	NO_KW	LEDGER	R-G13	H	查無之成立要件／LOOKUP_MISSES = 台帳 R-G13
29	features/display/ANOMALIES.md	395	R-G13	NO_KW	LEDGER	R-G13	H	查無之成立要件／LOOKUP_MISSES = 台帳 R-G13
30	features/display/ANOMALIES.md	723	R-G16	NO_KW	LEDGER	R-G16	H	擷取正確讀回錯 = 台帳 R-G16 量測與聚合分離
31	features/display/ANOMALIES.md	747	R-G20	NO_KW	LEDGER	R-G20	H	報告摘要數字須機器輸出 = 台帳 R-G20
32	features/display/ANOMALIES.md	752	R-G20	NO_KW	LEDGER	R-G20	H	報告摘要數字須機器輸出 = 台帳 R-G20
33	features/display/ANOMALIES.md	1069	R-G19	NO_KW	LEDGER	R-G69	H	理由與結論分別查證 = 台帳 L402 條，**已改號 R-G69**
34	features/display/DECISIONS.md	105	R-G19	NO_KW	LEDGER	R-G69	H	理由與結論分別查證 = 台帳 L402 條，**已改號 R-G69**
35	features/display/DECISIONS.md	266	R-G24	NO_KW	KEEP_ANNOTATE	R-G24	L	「轉錄之限定」與兩側 R-G24 皆不合（FO 路徑實在性／台帳 marker 衝突）；不改，加註待 display 線覆核
36	features/display/PLAYBOOK.md	158	R-G22	NO_KW	LEDGER	R-G22	H	原文明寫「同 ledger 之 R-G22」
37	features/display/RULINGS.md	980	R-G27	NO_KW	LEDGER	R-G27	H	逐字原則／不得語意相近映射 = 台帳 R-G27
38	features/display/RULINGS.md	1151	R-G27	NO_KW	LEDGER	R-G27	H	逐字原則／不得語意相近映射 = 台帳 R-G27
39	features/display/RULINGS.md	1217	R-G25	NO_KW	LEDGER	R-G25	H	誘發測試須重跑 = 台帳 R-G25 宣稱不做X連跑兩次
40	features/display/RULINGS.md	1336	R-G17	NO_KW	LEDGER	R-G17	H	匯出檔自帶字典校驗 = 台帳 R-G17（源自 display 07 包）
41	features/display/RULINGS.md	1343	R-G16	NO_KW	LEDGER	R-G16	H	display 包之全域條文「抄入 RULINGS_LEDGER」= 台帳側
42	features/display/RULINGS.md	1343	R-G13	NO_KW	LEDGER	R-G13	H	display 包之全域條文「抄入 RULINGS_LEDGER」= 台帳側
43	features/display/RULINGS.md	1349	R-G15	NO_KW	LEDGER	R-G15	H	display 包之全域條文「抄入 RULINGS_LEDGER」= 台帳側
44	features/display/RULINGS.md	1368	R-G12	NO_KW	LEDGER	R-G12	H	display 包之全域條文「抄入 RULINGS_LEDGER」= 台帳側
45	features/display/RULINGS.md	1368	R-G13	NO_KW	LEDGER	R-G13	H	display 包之全域條文「抄入 RULINGS_LEDGER」= 台帳側
46	features/display/RULINGS.md	1368	R-G14	NO_KW	LEDGER	R-G14	H	display 包之全域條文「抄入 RULINGS_LEDGER」= 台帳側
47	features/display/feature.yaml	25	R-G12	NO_KW	LEDGER	R-G12	M	「檔案本身不入 git；台帳見 forms/FORMS.md」= 台帳 R-G12 參考素材庫位置與 manifest
48	features/ics_management/ANOMALIES.md	16	R-G25	NO_KW	KEEP_ANNOTATE	R-G25	L	上下文截斷，無法判；不改，列 ics_management 線覆核
49	features/ics_management/ANOMALIES.md	26	R-G23	NO_KW	FO	R-G62	M	「未取現場號即落條」為 FO R-G23（同一工單一份有效下放包）節內之取號規則；台帳 R-G23 為綁定檢查，不合
50	features/ics_management/ANOMALIES.md	76	R-G23	NO_KW	FO	R-G62	M	「未取現場號即落條」為 FO R-G23（同一工單一份有效下放包）節內之取號規則；台帳 R-G23 為綁定檢查，不合
51	features/ics_management/RULINGS.md	81	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
52	features/ics_management/RULINGS.md	427	R-G13	NO_KW	FO	R-G52	M	R-G13 指紋／sha 差異即停 = FO R-G13 裁決引用制
53	features/ics_management/RULINGS.md	857	R-G13	NO_KW	FO	R-G52	M	R-G13 指紋／sha 差異即停 = FO R-G13 裁決引用制
54	features/ics_management/RULINGS.md	1279	R-G23	NO_KW	FO	R-G62	M	「未取現場號即落條」為 FO R-G23（同一工單一份有效下放包）節內之取號規則；台帳 R-G23 為綁定檢查，不合
55	features/ics_management/RULINGS.md	1432	R-G23	NO_KW	FO	R-G62	M	「未取現場號即落條」為 FO R-G23（同一工單一份有效下放包）節內之取號規則；台帳 R-G23 為綁定檢查，不合
56	features/ics_management/RULINGS.md	2308	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
57	features/ics_management/feature.yaml	119	R-G15	NO_KW	LEDGER	R-G15	H	版本綁定 = 台帳 R-G15
58	features/popup/PLAYBOOK.md	171	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
59	features/popup/RULINGS.md	11	R-G24	NO_KW	FO	R-G63	H	投遞區已建妥實測／路徑實在 = FO R-G24
60	features/popup/feature.yaml	21	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
61	features/power/RULINGS.md	12439	R-G13	NO_KW	KEEP_ANNOTATE	R-G13	L	power 之 canon 清單列 R-G13／R-G14 而無語境；不改，加註兩側
62	features/power/RULINGS.md	12439	R-G14	NO_KW	KEEP_ANNOTATE	R-G14	L	power 之 canon 清單列 R-G13／R-G14 而無語境；不改，加註兩側
63	features/sw_update/ANOMALIES.md	26	R-G13	NO_KW	FO	R-G52	H	citation-by-reference／引用制 = FO R-G13
64	features/sw_update/RULINGS.md	96	R-G13	NO_KW	FO	R-G52	H	citation-by-reference／引用制 = FO R-G13
65	features/sw_update/RULINGS.md	96	R-G23	NO_KW	KEEP_ANNOTATE	R-G23	L	「抄錄逐字不改寫不合併（R-G23）」與兩側 R-G23 皆不合；不改，加註待 sw_update／vehicle_category 線覆核
66	features/sw_update/feature.yaml	128	R-G15	NO_KW	LEDGER	R-G15	H	版本綁定 = 台帳 R-G15
67	features/time_management/ANOMALIES.md	1814	R-G19	NO_KW	KEEP	R-G19	H	R-G19-3／R-G19-4 為 Pei 之 R-G19（寫回作業規定）之子條，台帳 L358 保號，不改
68	features/time_management/ANOMALIES.md	1827	R-G19	NO_KW	KEEP	R-G19	H	R-G19-3／R-G19-4 為 Pei 之 R-G19（寫回作業規定）之子條，台帳 L358 保號，不改
69	features/time_management/ANOMALIES.md	1861	R-G19	NO_KW	KEEP	R-G19	H	R-G19-3／R-G19-4 為 Pei 之 R-G19（寫回作業規定）之子條，台帳 L358 保號，不改
70	features/time_management/RULINGS.md	3216	R-G19	NO_KW	KEEP	R-G19	H	R-G19-3／R-G19-4 為 Pei 之 R-G19（寫回作業規定）之子條，台帳 L358 保號，不改
71	features/time_management/RULINGS.md	3224	R-G19	NO_KW	KEEP	R-G19	H	R-G19-3／R-G19-4 為 Pei 之 R-G19（寫回作業規定）之子條，台帳 L358 保號，不改
72	features/user_profiles/ANOMALIES.md	477	R-G12	NO_KW	FO	R-G51	H	歷史重寫移除他人檔 = FO R-G12 git pathspec 之立條理由；且明寫「已寫入 FO 全域條文段」
73	features/user_profiles/RULINGS.md	1003	R-G12	NO_KW	FO	R-G51	H	歷史重寫移除他人檔 = FO R-G12 git pathspec 之立條理由；且明寫「已寫入 FO 全域條文段」
74	features/user_profiles/RULINGS.md	1022	R-G12	NO_KW	FO	R-G51	H	歷史重寫移除他人檔 = FO R-G12 git pathspec 之立條理由；且明寫「已寫入 FO 全域條文段」
75	features/vehicle_category/RULINGS.md	8	R-G23	NO_KW	KEEP_ANNOTATE	R-G23	L	「抄錄逐字不改寫不合併（R-G23）」與兩側 R-G23 皆不合；不改，加註待 sw_update／vehicle_category 線覆核
76	features/vehicle_category/RULINGS.md	306	R-G15	NO_KW	LEDGER	R-G15	H	版本綁定 = 台帳 R-G15
77	features/vehicle_category/feature.yaml	139	R-G15	NO_KW	LEDGER	R-G15	H	版本綁定 = 台帳 R-G15
78	features/vehicle_setting/RULINGS.md	5307	R-G13	NO_KW	FO	R-G52	M	「條文本體不動一字…同 R-G13／R-G21 之處置」指 FO 條文以註記代改；R-G13→R-G52、R-G21→R-G60
79	features/vehicle_setting/RULINGS.md	7142	R-G14	NO_KW	FO	R-G53	H	原文明寫「FO §9.2 之 R-G14」綠色通道
80	features/vehicle_setting/RULINGS.md	7147	R-G14	NO_KW	FO	R-G53	H	原文明寫「FO §9.2 之 R-G14」綠色通道
81	features/vehicle_setting/RULINGS.md	7147	R-G14	NO_KW	FO	R-G53	H	原文明寫「FO §9.2 之 R-G14」綠色通道
82	features/vehicle_setting/RULINGS.md	7149	R-G14	NO_KW	FO	R-G53	H	原文明寫「FO §9.2 之 R-G14」綠色通道
83	features/vehicle_setting/RULINGS.md	7149	R-G14	NO_KW	FO	R-G53	H	原文明寫「FO §9.2 之 R-G14」綠色通道
84	features/vsm_v42/ANOMALIES.md	18	R-G24	NO_KW	FO	R-G63	H	投遞區已建妥實測／路徑實在 = FO R-G24
85	features/vsm_v42/ANOMALIES.md	81	R-G29	NO_KW	FO	R-G68	H	「canon §9.2 之 R-G29」= FO R-G29 條文須加框
86	features/vsm_v42/ANOMALIES.md	244	R-G28	NO_KW	FO	R-G67	H	圖中數值與流程 = FO R-G28 CFTS 嵌入物件
87	features/vsm_v42/ANOMALIES.md	255	R-G28	NO_KW	FO	R-G67	H	圖中數值與流程 = FO R-G28 CFTS 嵌入物件
88	features/vsm_v42/RULINGS.md	43	R-G13	BOTH_KW	FO	R-G52	H	citation-by-reference／引用制 = FO R-G13
89	features/vsm_v42/RULINGS.md	109	R-G24	NO_KW	FO	R-G63	H	投遞區已建妥實測／路徑實在 = FO R-G24
90	features/vsm_v42/RULINGS.md	217	R-G28	NO_KW	FO	R-G67	H	圖中數值與流程 = FO R-G28 CFTS 嵌入物件
91	features/vsm_v42/feature.yaml	29	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
92	features/vsm_v43/ANOMALIES.md	28	R-G28	NO_KW	FO	R-G67	H	圖中數值與流程 = FO R-G28 CFTS 嵌入物件
93	features/vsm_v43/RULINGS.md	38	R-G13	BOTH_KW	FO	R-G52	H	citation-by-reference／引用制 = FO R-G13
94	features/vsm_v43/RULINGS.md	83	R-G24	NO_KW	FO	R-G63	H	投遞區已建妥實測／路徑實在 = FO R-G24
95	features/vsm_v43/RULINGS.md	152	R-G28	NO_KW	FO	R-G67	H	圖中數值與流程 = FO R-G28 CFTS 嵌入物件
96	scripts/canon_refs.py	7	R-G18	NO_KW	FO	R-G57	H	canon 引用唯一可解析／waiver 只減不增 = FO R-G18
97	scripts/canon_refs.py	23	R-G12	NO_KW	FO	R-G51	H	canon_refs 之 ruling 型範例即 FO §9.2 編號；**測試夾具與 doc 範例須成對改**
98	scripts/canon_refs.py	72	R-G18	NO_KW	FO	R-G57	H	canon 引用唯一可解析／waiver 只減不增 = FO R-G18
99	scripts/canon_refs.py	87	R-G18	NO_KW	FO	R-G57	H	canon 引用唯一可解析／waiver 只減不增 = FO R-G18
100	scripts/extract_source.py	156	R-G27	NO_KW	FO	R-G66	H	來源集中制 = FO R-G27
101	scripts/gate_all.py	11	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
102	scripts/gates_tsv.py	133	R-G21	NO_KW	FO	R-G60	H	自查表機檢對映 = FO R-G21
103	scripts/intake.py	557	R-G26	NO_KW	FO	R-G65	H	工作區清理制／專門 commit = FO R-G26
104	scripts/intake.py	598	R-G27	NO_KW	FO	R-G66	H	來源集中制 = FO R-G27
105	scripts/lint_paths.py	2	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
106	scripts/lint_paths.py	4	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
107	scripts/lint_paths.py	27	R-G24	NO_KW	FO	R-G63	H	投遞區已建妥實測／路徑實在 = FO R-G24
108	scripts/lint_paths.py	108	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
109	scripts/prompt_fingerprint.py	165	R-G19	NO_KW	FO	R-G58	H	prompt 指紋 = FO R-G19
110	scripts/rulings_hash.py	105	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
111	scripts/rulings_hash.py	105	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
112	scripts/rulings_hash.py	123	R-G22	NO_KW	FO	R-G61′	M	R-G22′ = FO R-G22 條文字元變動皆變 sha 之補充；新號 R-G61′（執行層先驗 FO 內是否有 R-G22′ 錨點，無則只改本處為 R-G61 並註）
113	scripts/rulings_hash.py	126	R-G23	NO_KW	FO	R-G62	H	「條文分成二框者（如 R-G23 與其 [DEFAULT] 段）」= FO R-G23（其節內有 [DEFAULT] 框）
114	scripts/rulings_hash.py	130	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
115	scripts/rulings_hash.py	263	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
116	scripts/selfcheck_map.py	100	R-G21	NO_KW	FO	R-G60	H	自查表機檢對映 = FO R-G21
117	scripts/workspace_gc.py	14	R-G26	NO_KW	FO	R-G65	H	工作區清理制／專門 commit = FO R-G26
118	scripts/workspace_gc.py	145	R-G26	NO_KW	FO	R-G65	H	工作區清理制／專門 commit = FO R-G26
119	tests/test_canon_refs.py	184	R-G12	NO_KW	FO	R-G51	H	canon_refs 之 ruling 型範例即 FO §9.2 編號；**測試夾具與 doc 範例須成對改**
120	tests/test_canon_refs.py	237	R-G12	NO_KW	FO	R-G51	H	canon_refs 之 ruling 型範例即 FO §9.2 編號；**測試夾具與 doc 範例須成對改**
121	tests/test_canon_refs.py	251	R-G18	NO_KW	FO	R-G57	H	canon 引用唯一可解析／waiver 只減不增 = FO R-G18
122	tests/test_canon_refs.py	362	R-G13	NO_KW	FO	R-G52	H	原文明寫「FO §9.2 之 R-G13」
123	tests/test_canon_refs.py	377	R-G13	NO_KW	FO	R-G52	H	原文明寫「FO §9.2 之 R-G13」
124	tests/test_extract_source.py	1	R-G27	NO_KW	FO	R-G66	H	來源集中制 = FO R-G27
125	tests/test_lint_paths.py	1	R-G25	NO_KW	FO	R-G64	H	產出物目錄政策（sandbox/generated 落點）= FO R-G25
126	tests/test_rulings_hash.py	1	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
127	tests/test_rulings_hash.py	64	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
128	tests/test_rulings_hash.py	76	R-G13	NO_KW	FO	R-G52	H	條文指紋表 = FO R-G13 裁決引用制
129	tests/test_selfcheck_map.py	42	R-G21	NO_KW	FO	R-G60	H	自查表機檢對映 = FO R-G21
130	tests/test_workspace_gc.py	43	R-G26	NO_KW	FO	R-G65	H	工作區清理制／專門 commit = FO R-G26
