section	key	value	note
meta	feature	vehicle_setting	
meta	family	DBC	
meta	inputs_path	features/vehicle_setting/inputs/PDT27_E2A_R4_BHCAN.dbc	9ef1ec98
meta	forms_path	forms/PDT27_E2A_R1_BHCAN2.dbc	46cb73f3
dbc_count	BO_ inputs	155	
dbc_count	BO_ forms	63	
BO__only_in_inputs	1200:MEM_SEAT1		
BO__only_in_inputs	1202:PASS_SEAT2		
BO__only_in_inputs	1270:HAPTIC1		
BO__only_in_inputs	1294:IPC_VEHICLE_SETUP3		
BO__only_in_inputs	1306:GW_B_6		
BO__only_in_inputs	1307:GW_B_DALM		
BO__only_in_inputs	1424:MEM_SEAT3		
BO__only_in_inputs	1427:GW_B_4		
BO__only_in_inputs	1441:STATUS_CLIMATE9		
BO__only_in_inputs	1448:STATUS_CLIMATE5		
BO__only_in_inputs	1450:STATUS_BH_BCM3		
BO__only_in_inputs	1471:DALM1		
BO__only_in_inputs	1474:BCM_VPS2		
BO__only_in_inputs	1485:IPC_VEHICLE_SETUP4		
BO__only_in_inputs	1486:IPC_VEHICLE_SETUP2		
BO__only_in_inputs	1492:HUM_SENSOR_L		
BO__only_in_inputs	1498:CM_CTRL		
BO__only_in_inputs	149:SPAAK2		
BO__only_in_inputs	1504:CENTERSTACK1		
BO__only_in_inputs	1505:CENTERSTACK4		
BO__only_in_inputs	1510:PLGM_A1		
BO__only_in_inputs	1512:STATUS_HCP2		
BO__only_in_inputs	1539:BCM_CFG		
BO__only_in_inputs	160:BODY6		
BO__only_in_inputs	166:RFHUB4		
BO__only_in_inputs	179:PFTM		
BO__only_in_inputs	1899:STATUS_HCP		
BO__only_in_inputs	1904:STATUS_CLIMATE4		
BO__only_in_inputs	199:RFHUB5		
BO__only_in_inputs	200:POWER_TAIL		
BO__only_in_inputs	2564425713:DIAGNOSTIC_REQUEST_PTGM		
BO__only_in_inputs	2564444657:DIAGNOSTIC_REQUEST_SMMD		
BO__only_in_inputs	2564444913:DIAGNOSTIC_REQUEST_SMMP		
BO__only_in_inputs	2564451057:DIAGNOSTIC_REQUEST_DCSD		
BO__only_in_inputs	2564457457:DIAGNOSTIC_REQUEST_AMP		
BO__only_in_inputs	2564457969:DIAGNOSTIC_REQUEST_CENTERSTACK		
BO__only_in_inputs	2564459505:DIAGNOSTIC_REQUEST_ANC		
BO__only_in_inputs	2564462321:DIAGNOSTIC_REQUEST_DALM		
BO__only_in_inputs	2564462833:DIAGNOSTIC_REQUEST_CLIMATE		
BO__only_in_inputs	2564465393:DIAGNOSTIC_REQUEST_DSM		
BO__only_in_inputs	2564465649:DIAGNOSTIC_REQUEST_PSM		
BO__only_in_inputs	2564473841:DIAGNOSTIC_REQUEST_PFTM		
BO__only_in_inputs	2564475121:DIAGNOSTIC_REQUEST_DDM		
BO__only_in_inputs	2564475377:DIAGNOSTIC_REQUEST_PDM		
BO__only_in_inputs	2564478449:DIAGNOSTIC_REQUEST_PSSM		
BO__only_in_inputs	2564485383:DIAGNOSTIC_RESPONSE_PTGM		
BO__only_in_inputs	2564485457:DIAGNOSTIC_RESPONSE_SMMD		
BO__only_in_inputs	2564485458:DIAGNOSTIC_RESPONSE_SMMP		
BO__only_in_inputs	2564485482:DIAGNOSTIC_RESPONSE_DCSD		
BO__only_in_inputs	2564485507:DIAGNOSTIC_RESPONSE_AMP		
BO__only_in_inputs	2564485509:DIAGNOSTIC_RESPONSE_CENTERSTACK		
BO__only_in_inputs	2564485515:DIAGNOSTIC_RESPONSE_ANC		
BO__only_in_inputs	2564485526:DIAGNOSTIC_RESPONSE_DALM		
BO__only_in_inputs	2564485528:DIAGNOSTIC_RESPONSE_CLIMATE		
BO__only_in_inputs	2564485538:DIAGNOSTIC_RESPONSE_DSM		
BO__only_in_inputs	2564485539:DIAGNOSTIC_RESPONSE_PSM		
BO__only_in_inputs	2564485571:DIAGNOSTIC_RESPONSE_PFTM		
BO__only_in_inputs	2564485576:DIAGNOSTIC_RESPONSE_DDM		
BO__only_in_inputs	2564485577:DIAGNOSTIC_RESPONSE_PDM		
BO__only_in_inputs	2564485589:DIAGNOSTIC_RESPONSE_PSSM		
BO__only_in_inputs	2651930632:CFG_DATA_CODE_RSP_DDM		
BO__only_in_inputs	2651930634:CFG_DATA_CODE_RSP_CLIMATE		
BO__only_in_inputs	2651930641:CFG_DATA_CODE_RSP_PDM		
BO__only_in_inputs	2651930642:CFG_DATA_CODE_RSP_DSM		
BO__only_in_inputs	2651930647:CFG_DATA_CODE_RSP_PSM		
BO__only_in_inputs	2651930670:CFG_DATA_CODE_RSP_AMP		
BO__only_in_inputs	2651930674:CFG_DATA_CODE_RSP_CENTERSTACK		
BO__only_in_inputs	2651930730:CFG_DATA_CODE_RSP_DCSD		
BO__only_in_inputs	2651930742:CFG_DATA_CODE_RSP_ANC		
BO__only_in_inputs	2651930753:CFG_DATA_CODE_RSP_SMMD		
BO__only_in_inputs	2651930754:CFG_DATA_CODE_RSP_SMMP		
BO__only_in_inputs	2651930771:CFG_DATA_CODE_RSP_PSSM		
BO__only_in_inputs	2651930777:CFG_DATA_CODE_RSP_DALM		
BO__only_in_inputs	2651930821:CFG_DATA_CODE_RSP_PTGM		
BO__only_in_inputs	2651930839:CFG_DATA_CODE_RSP_PFTM		
BO__only_in_inputs	2654208008:NWM_DDM		
BO__only_in_inputs	2654208010:NWM_CLIMATE		
BO__only_in_inputs	2654208017:NWM_PDM		
BO__only_in_inputs	2654208018:NWM_DSM		
BO__only_in_inputs	2654208023:NWM_PSM		
BO__only_in_inputs	2654208046:NWM_AMP		
BO__only_in_inputs	2654208050:NWM_CENTERSTACK		
BO__only_in_inputs	2654208118:NWM_ANC		
BO__only_in_inputs	2654208129:NWM_SMMD		
BO__only_in_inputs	2654208130:NWM_SMMP		
BO__only_in_inputs	2654208131:NWM_DCSD		
BO__only_in_inputs	2654208147:NWM_PSSM		
BO__only_in_inputs	2654208152:NWM_DALM		
BO__only_in_inputs	2654208197:NWM_PTGM		
BO__only_in_inputs	2654208199:NWM_STIM		
BO__only_in_inputs	2654208215:NWM_PFTM		
BO__only_in_inputs	274:E2EHood		
BO__only_in_inputs	352:MEM_SW_STAT		
BO__only_in_inputs	413:SELECTOR_BCM1		
BO__only_in_inputs	551:RFHUB1		
BO__only_in_inputs	600:RFHUB3		
BO__only_in_inputs	700:Win_Mirr_Adj		
BO__only_in_inputs	747:GW_B_7		
BO__only_in_inputs	852:EXTERNAL_LIGHTS		
BO__only_in_inputs	987:PASS_SEAT3		
BO__only_in_forms	1343:D_RS_TGW		
BO__only_in_forms	1513:FPDM1		
BO__only_in_forms	1983:D_RQ_TGW		
BO__only_in_forms	2564451825:DIAGNOSTIC_REQUEST_FPDM		
BO__only_in_forms	2564485485:DIAGNOSTIC_RESPONSE_FPDM		
BO__only_in_forms	303:Radio_A5		
BO__only_in_forms	304:STIM		
BO__only_in_forms	899:NAV_TRIP		
dbc_count	SG_ inputs	914	
dbc_count	SG_ forms	344	
SG__only_in_inputs	BCM_CFG.BCM_AUX1_HLEnbl		
SG__only_in_inputs	BCM_CFG.BCM_AUX1_PWRMD		
SG__only_in_inputs	BCM_CFG.BCM_AUX1_Type		
SG__only_in_inputs	BCM_CFG.BCM_AUX2_HLEnbl		
SG__only_in_inputs	BCM_CFG.BCM_AUX2_PWRMD		
SG__only_in_inputs	BCM_CFG.BCM_AUX2_Type		
SG__only_in_inputs	BCM_CFG.BCM_AUX3_HLEnbl		
SG__only_in_inputs	BCM_CFG.BCM_AUX3_PWRMD		
SG__only_in_inputs	BCM_CFG.BCM_AUX3_Type		
SG__only_in_inputs	BCM_CFG.BCM_AUX4_HLEnbl		
SG__only_in_inputs	BCM_CFG.BCM_AUX4_PWRMD		
SG__only_in_inputs	BCM_CFG.BCM_AUX4_Type		
SG__only_in_inputs	BCM_CFG.BCM_AUX5_HLEnbl		
SG__only_in_inputs	BCM_CFG.BCM_AUX5_PWRMD		
SG__only_in_inputs	BCM_CFG.BCM_AUX5_Type		
SG__only_in_inputs	BCM_CFG.BCM_AUX6_HLEnbl		
SG__only_in_inputs	BCM_CFG.BCM_AUX6_PWRMD		
SG__only_in_inputs	BCM_CFG.BCM_AUX6_Type		
SG__only_in_inputs	BCM_CFG.Cfg_Aux_PTO		
SG__only_in_inputs	BCM_VPS2.PanicModeActive		
SG__only_in_inputs	BODY6.BCMFpsCommand		
SG__only_in_inputs	BODY6.BCMFpsConfirm		
SG__only_in_inputs	BODY9.AtmosphericPressure_W		
SG__only_in_inputs	BODY9.Battery_Volt_2		
SG__only_in_inputs	BODY_CNTRL2.Aprch_Lmp		
SG__only_in_inputs	BODY_CNTRL2.BatteryRunaway_Lamp_PT		
SG__only_in_inputs	BODY_CNTRL2.DAY_LGT_MD		
SG__only_in_inputs	BODY_CNTRL2.MOOD_LGT_INTS		
SG__only_in_inputs	BODY_CNTRL2.PAM_CVADAS_Present		
SG__only_in_inputs	BODY_CNTRL2.PANEL_INTS		
SG__only_in_inputs	BODY_CNTRL2.PANEL_INTS_DISP		
SG__only_in_inputs	BODY_CNTRL2.TRS_Present		
SG__only_in_inputs	BODY_CNTRL3.Comfort_Enable_Act		
SG__only_in_inputs	BODY_CNTRL3.Comfort_Enable_Time		
SG__only_in_inputs	BODY_CNTRL3.DriveModeSts		
SG__only_in_inputs	BODY_CNTRL3.EBL_Stat		
SG__only_in_inputs	BODY_CNTRL3.FPSLightSts		
SG__only_in_inputs	BODY_CNTRL3.IGN_OFF_TIME_LNG		
SG__only_in_inputs	BODY_CNTRL3.KeyInIgnSts		
SG__only_in_inputs	BODY_CNTRL3.OEC_PWM		
SG__only_in_inputs	BODY_CNTRL7.Dome_Defeat_Sts		
SG__only_in_inputs	BODY_CNTRL7.Dome_On_Sts		
SG__only_in_inputs	BODY_CNTRL7.ExternalTemperature		
SG__only_in_inputs	BODY_CNTRL7.ReverseLamp		
SG__only_in_inputs	BODY_CNTRL7.SeatVib_Req		
SG__only_in_inputs	BODY_CNTRL8.APA_LedControlSts		
SG__only_in_inputs	BODY_CNTRL8.ESP_Off_IndLMP_On_Rq		
SG__only_in_inputs	CENTERSTACK1.FL_HS_Cmd_ICS		
SG__only_in_inputs	CENTERSTACK1.FL_VS_Cmd_ICS		
SG__only_in_inputs	CENTERSTACK1.FR_HS_Cmd_ICS		
SG__only_in_inputs	CENTERSTACK1.FR_VS_Cmd_ICS		
SG__only_in_inputs	CENTERSTACK1.HSW_Cmd_ICS		
SG__only_in_inputs	CENTERSTACK1.LDW_RequestSts		
SG__only_in_inputs	CENTERSTACK4.AC_Button		
SG__only_in_inputs	CENTERSTACK4.BlowerKnob		
SG__only_in_inputs	CENTERSTACK4.ModeKnob		
SG__only_in_inputs	CENTERSTACK4.Reric_Button		
SG__only_in_inputs	CENTERSTACK4.TempKnob		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_01_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_02_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_03_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_04_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_05_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_06_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_07_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_08_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_09_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_10_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_AMP.Digit_11_AMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_01_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_02_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_03_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_04_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_05_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_06_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_07_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_08_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_09_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_10_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_ANC.Digit_11_ANC		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_01_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_02_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_03_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_04_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_05_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_06_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_07_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_08_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_09_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_10_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CENTERSTACK.Digit_11_CStack		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_01_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_02_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_03_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_04_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_05_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_06_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_07_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_08_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_09_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_10_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_CLIMATE.Digit_11_CLM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_01_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_02_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_03_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_04_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_05_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_06_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_07_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_08_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_09_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_10_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DALM.Digit_11_DALM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_01_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_02_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_03_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_04_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_05_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_06_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_07_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_08_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_09_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_10_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DCSD.Digit_11_DCSD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_01_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_02_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_03_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_04_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_05_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_06_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_07_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_08_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_09_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_10_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DDM.Digit_11_DDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_01_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_02_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_03_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_04_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_05_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_06_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_07_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_08_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_09_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_10_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_DSM.Digit_11_DSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_01_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_02_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_03_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_04_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_05_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_06_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_07_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_08_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_09_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_10_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PDM.Digit_11_PDM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_01_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_02_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_03_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_04_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_05_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_06_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_07_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_08_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_09_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_10_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PFTM.Digit_11_PFTM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_01_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_02_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_03_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_04_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_05_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_06_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_07_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_08_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_09_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_10_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSM.Digit_11_PSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_01_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_02_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_03_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_04_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_05_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_06_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_07_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_08_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_09_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_10_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PSSM.Digit_11_PSSM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_01_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_02_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_03_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_04_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_05_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_06_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_07_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_08_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_09_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_10_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_PTGM.Digit_11_PTGM		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_01_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_02_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_03_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_04_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_05_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_06_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_07_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_08_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_09_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_10_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMD.Digit_11_SMMD		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_01_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_02_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_03_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_04_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_05_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_06_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_07_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_08_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_09_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_10_SMMP		
SG__only_in_inputs	CFG_DATA_CODE_RSP_SMMP.Digit_11_SMMP		
SG__only_in_inputs	CM_CTRL.CM_TCH_STAT		
SG__only_in_inputs	CM_CTRL.CM_TCH_X_COORD		
SG__only_in_inputs	CM_CTRL.CM_TCH_Y_COORD		
SG__only_in_inputs	DALM1.CRC_DALM1		
SG__only_in_inputs	DALM1.DALM_Status		
SG__only_in_inputs	DALM1.Message_Counter_DALM1		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_AMP.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_ANC.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_CENTERSTACK.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_CLIMATE.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_DALM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_DCSD.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_DDM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_DSM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_PDM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_PFTM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_PSM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_PSSM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_PTGM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_SMMD.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_REQUEST_SMMP.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_AMP.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_ANC.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_CENTERSTACK.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_CLIMATE.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_DALM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_DCSD.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_DDM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_DSM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_PDM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_PFTM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_PSM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_PSSM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_PTGM.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_SMMD.N_PDU		
SG__only_in_inputs	DIAGNOSTIC_RESPONSE_SMMP.N_PDU		
