path	size	sha256	filename	doc_id_or_NONE	dup_group	note
features/audio_mgmt/inputs/CFTS019-AudioManagement-Part1_released_20260415.xlsx	166386	2aae3ed71a9efb1c492a5a20303e8d49712349e2627b1de7e248c9a00cbecc84	CFTS019-AudioManagement-Part1_released_20260415.xlsx	NONE		
features/driver_distraction/inputs/CFTS022_Driver_Distraction-FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA.xlsx	180225	81052306af593bbe28326932557cf3aa1c1330d250515afafc658ec8c9201724	CFTS022_Driver_Distraction-FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA.xlsx	NONE		
features/privacy/inputs/CFTS022_Privacy_mode-FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA.xlsx	54304	f46d15ca29b6a75d689a1e331a92d2e1286ebe549668936dfe2eec31839c2854	CFTS022_Privacy_mode-FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA.xlsx	NONE		
features/vehicle_setting/inputs/Comfort HMI Logic and Flow R1 SR25 Post 3A CR29359 (Feb 24 2025).pdf	14538298	1ee4aaaa6506fb4497cfe0e026af8096d33815f9560d70cfb2a6417a6e14040b	Comfort HMI Logic and Flow R1 SR25 Post 3A CR29359 (Feb 24 2025).pdf	NONE		
_intake/Popup/Core HMI Logic and Flow R1 SR24 Post 2A (February 2 2023).pdf	5705314	a9d0be2f13e4c44cc1f5086865d7f6bf0eb2a738a88640523ccf01737fca9c75	Core HMI Logic and Flow R1 SR24 Post 2A (February 2 2023).pdf	core_hmi_lf_pdf	G016	
sources/raw/core_hmi_lf_pdf/Core HMI Logic and Flow R1 SR24 Post 2A (February 2 2023).pdf	5705314	a9d0be2f13e4c44cc1f5086865d7f6bf0eb2a738a88640523ccf01737fca9c75	Core HMI Logic and Flow R1 SR24 Post 2A (February 2 2023).pdf	core_hmi_lf_pdf	G016	
features/driver_distraction/inputs/DD_SWE1_0807_EN.xlsx	47018	f0acfbac68b1c7a49d8b406b426156d03055bcd7275a26e5592536c96fbd2add	DD_SWE1_0807_EN.xlsx	NONE		
forms/DTCs Matrix Core List Rev. 1.6.xlsx	400418	06612fb48adbdd67d68689028c6e621f94b25b39b3f461d913b30006c96d4b3a	DTCs Matrix Core List Rev. 1.6.xlsx	NONE		
_intake/Display/Display_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	46993	ab3198e81fb21d2182f5dd7a665488aac5eb937481cf6bede9ecc668f3185050	Display_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	NONE	G017	
features/display/inputs/Display_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	46993	ab3198e81fb21d2182f5dd7a665488aac5eb937481cf6bede9ecc668f3185050	Display_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	NONE	G017	
features/driver_distraction/inputs/Driver Lockout HMI Logic and Flow R1 SR24 1A (May 3 2021).pdf	793496	a7144602b7fb28df2dd5d0d6a0459553e389dc0f13bf14bdeae80cb4374be889	Driver Lockout HMI Logic and Flow R1 SR24 1A (May 3 2021).pdf	NONE		
_intake/SW_Update/Entire_Vehicle_FOTA_Management_VF747_V1_R3.docx	865472	8970eb04dbc158e841108ac7003b82c7fab52dabbb0e9e1a23ca9cfa1855a416	Entire_Vehicle_FOTA_Management_VF747_V1_R3.docx	NONE	G013	
features/sw_update/inputs/Entire_Vehicle_FOTA_Management_VF747_V1_R3.docx	865472	8970eb04dbc158e841108ac7003b82c7fab52dabbb0e9e1a23ca9cfa1855a416	Entire_Vehicle_FOTA_Management_VF747_V1_R3.docx	NONE	G013	
features/sw_update/inputs/Error_Code_List.xlsx	56234	4625753cdf90a6b0788e8da32448e8e6aef4ee987b6966bb9934f2ab49451aad	Error_Code_List.xlsx	NONE	G007	
forms/Error_Code_List.xlsx	56234	4625753cdf90a6b0788e8da32448e8e6aef4ee987b6966bb9934f2ab49451aad	Error_Code_List.xlsx	NONE	G007	
features/vehicle_setting/inputs/FM-WI-FSM-035-A02_VF230_HDCC_DT_STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_VF230_V4_Released.xlsx	1168109	b0d8d1ba1d88f37bac0b10a1aff58620ebb7681ad7c11c39ce9322d034f7dd68	FM-WI-FSM-035-A02_VF230_HDCC_DT_STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_VF230_V4_Released.xlsx	NONE		
sources/raw/vf665_v42_sysra/FM-WI-FSM-035-A02_VF665_V42_STLA 技術安全需求分析報告_SYSRA STLA Vehicle Setup Management Requirement Analysis Report_SYSRA_VF665_V42_Released.xlsx	352682	72411efdd597482bc1b3bb394dbba002107feb27dca33bd6934b46008668994c	FM-WI-FSM-035-A02_VF665_V42_STLA 技術安全需求分析報告_SYSRA STLA Vehicle Setup Management Requirement Analysis Report_SYSRA_VF665_V42_Released.xlsx	vf665_v42_sysra		
sources/raw/vf665_v43_sysra/FM-WI-FSM-035-A02_VF665_V43_STLA_SYSRA STLA Vehicle Setup Management by VP-LTM (R1L)Requirement Analysis Report_SYSRA_VF665_V43_Release.xlsx	612544	4e8db108ad12d28508419571b56e0dab8475982ac74eee8018f857142e45fb49	FM-WI-FSM-035-A02_VF665_V43_STLA_SYSRA STLA Vehicle Setup Management by VP-LTM (R1L)Requirement Analysis Report_SYSRA_VF665_V43_Release.xlsx	vf665_v43_sysra		
features/comfort/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260121.xlsx	65823	cd876c202c71e74b0eca92dd7b4454af1879ac9a700744d5fe448687f7a9287d	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260121.xlsx	NONE	G022	
features/privacy/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260121.xlsx	65823	cd876c202c71e74b0eca92dd7b4454af1879ac9a700744d5fe448687f7a9287d	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260121.xlsx	NONE	G022	
_intake/SW_Update/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/audio_mgmt/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/display/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/power_moding/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/sw_update/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/time_management/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/user_profiles/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/vehicle_category/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
forms/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	200650	6372fb6be02f48dc3a3e091a60d2e2b3cf26d8704c27e25d79b7c9516fb825b2	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	NONE	G010	
features/audio_mgmt/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Audio(AACP)_20260624.xlsx	109824	caf9cb24dfaf4a812b349d5419fe5fb1f1aaf8c3a6879430c7f88c41188e6610	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Audio(AACP)_20260624.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS044_Vehicle Controls_20260819.xlsx	108225	ebe5a65f30a0d4bcf9e46b51a43145ce222027ac49ad523fe5c2d2b6566a5089	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS044_Vehicle Controls_20260819.xlsx	NONE		
features/power/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerManagement_20260816.xlsx	78607	ce93174794d0d43c03d25dcd577c2811b85a8ebb2fd754a5201e5d6979297eda	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerManagement_20260816.xlsx	NONE		
features/power_moding/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerModingHMI_20260819.xlsx	89585	2be63febf005dd87ad302b78989ee7800a1a90c60f1f6673f9b455e664625a54	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerModingHMI_20260819.xlsx	NONE		
features/sxm/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_SXM_20260810.xlsx	65823	cd876c202c71e74b0eca92dd7b4454af1879ac9a700744d5fe448687f7a9287d	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_SXM_20260810.xlsx	NONE	G022	
features/vehicle_setting/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260819.xlsx	186452	adee5dc462ae0e989baff92daca4af91b4733e3307dbdec717ee09cf3b1f8e27	FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260819.xlsx	NONE		
features/bed_lowering/inputs/FM-WI-FSM-037-A03-N1L-SWE1-BedLoweringMode-HMI-V0.1 STLA 報告.xlsx	97354	8d09ab46e69da3ad804703c6ed33e113aef8f47e06ac32363040212cab59b9ab	FM-WI-FSM-037-A03-N1L-SWE1-BedLoweringMode-HMI-V0.1 STLA 報告.xlsx	NONE		
features/comfort/inputs/FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx	143292	a8186089a28c9a31ee69b7ba66a62f88dd95a2f3d2b41a4d73744b317ca079b6	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx	NONE		
features/user_profiles/inputs/FM-WI-FSM-037-A03-N1L-SWE1-PersonalAccount-HMI-V0.1 STLA 報告.xlsx	143645	9d176ddef6d013539bd33e8a74e8b67d01fba232486aaac9eedad109a783eedb	FM-WI-FSM-037-A03-N1L-SWE1-PersonalAccount-HMI-V0.1 STLA 報告.xlsx	NONE		
_intake/Popup/FM-WI-FSM-037-A03-N1L-SWE1-Popup-HMI-V0.2 STLA 報告.xlsx	61368	cdf0812fb9f74b710a723a73b72b141ade7f97a99f60d5059696f65477fb7eef	FM-WI-FSM-037-A03-N1L-SWE1-Popup-HMI-V0.2 STLA 報告.xlsx	popup_037_v0_2	G023	
sources/raw/popup_037_v0_2/FM-WI-FSM-037-A03-N1L-SWE1-Popup-HMI-V0.2 STLA 報告.xlsx	61368	cdf0812fb9f74b710a723a73b72b141ade7f97a99f60d5059696f65477fb7eef	FM-WI-FSM-037-A03-N1L-SWE1-Popup-HMI-V0.2 STLA 報告.xlsx	popup_037_v0_2	G023	
features/power_moding/inputs/FM-WI-FSM-037-A03-N1L-SWE1-PowerModing-HMI-V0.1 STLA 報告.xlsx	82726	e896a32ac9efef8a3eb8e77e6aa98f1eb1eec8229f70ab4172a2ff6202e8cf9a	FM-WI-FSM-037-A03-N1L-SWE1-PowerModing-HMI-V0.1 STLA 報告.xlsx	NONE		
_intake/Vehicle_Category/FM-WI-FSM-037-A03-N1L-SWE1-VehicleCategory-HMI-V0.1 STLA 報告.xlsx	100475	cb80a77e8d57721ef0851c4ce263c46d3cbf5d028bd1a03c89c9d7debfd877ed	FM-WI-FSM-037-A03-N1L-SWE1-VehicleCategory-HMI-V0.1 STLA 報告.xlsx	NONE	G021	
features/vehicle_category/inputs/FM-WI-FSM-037-A03-N1L-SWE1-VehicleCategory-HMI-V0.1 STLA 報告.xlsx	100475	cb80a77e8d57721ef0851c4ce263c46d3cbf5d028bd1a03c89c9d7debfd877ed	FM-WI-FSM-037-A03-N1L-SWE1-VehicleCategory-HMI-V0.1 STLA 報告.xlsx	NONE	G021	
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_Common Features.xlsx	72789	494f2d74547dd731bfff6b0e95a1917a742aef2e6ae4d55a09044b80fe3629c0	FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_Common Features.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_HeatedSeat.xlsx	78935	3251a931f7967099d9ca8a0a96428cceb369f1f8c954e71ea5ff0d9fb54bcbb1	FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_HeatedSeat.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_Heated_Steering_Wheel.xlsx	74316	393b682165ccda6a0eb2788f8b11e3f5e7bae6ec86766c3d3eb07845b792711d	FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_Heated_Steering_Wheel.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_VentedSeat.xlsx	84650	26090b977c120b85ec7cae1b650a4e999c0e6506e50c5101bfa7e8a8508af027	FM-WI-FSM-037-A03_SWE1_CFTS044 STLA 報告_SWRA STLA Report_SWRA_VentedSeat.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features.xlsx	91047	49d27af66ee297bd949ca302ef5ddd3855a93c07a663fcb5ad7dfd8484678d73	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Blind Spot Alert_Passive Entry_Phone Repetition_Park Sense_features.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Cornering Lights_lane_features.xlsx	80629	93fba5e5cf2da1c1ffd3adf559a992236f9c096a2511b93e257839f23a47355b	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Cornering Lights_lane_features.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Daytime_Running_Light And Headlights_Off_Delay features^.xlsx	37326	effdfde6b905390592649e6157338801a2925c1bd5787fbd75a8a1e2a2f6aa64	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Daytime_Running_Light And Headlights_Off_Delay features^.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Pressure_Unit , Power_Unit And Torque_Unit features.xlsx	35889	b90a8be5c7d0f389fab9e5aff7597a7138955e27b3e338faee13e2a931d957dc	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Pressure_Unit , Power_Unit And Torque_Unit features.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Time_Date_Autodoor_Camera_features.xlsx	87501	6970af7a94e1ad898f22f3c7b43735bc5fca856b695063131cb0d852f012ab76	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA_Time_Date_Autodoor_Camera_features.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA__6 Aux Switches, SWITCH 1 Power Mode and E-Save features.xlsx	83502	099bc9bb33d7f8f20db64049170d9361aeb253a78ac123e650030217a49d6877	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA STLA Report_SWRA__6 Aux Switches, SWITCH 1 Power Mode and E-Save features.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Illuminated_Approach - Trailer_Number_Report.xlsx	48344	434236a6864f01153a52483cb1e076ecf946f9d6717345ecde8bf48e9b41325d	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Illuminated_Approach - Trailer_Number_Report.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_SWITCH_1_Type - SWITCH 4 Hold_Last_State Features_Report.xlsx	40830	e012400423c33eda3571753d329f4889364f8d428b347dc9a6b7d9008b802c61	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_SWITCH_1_Type - SWITCH 4 Hold_Last_State Features_Report.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Suspension_Flash_Lights_With_Lower - SWITCH 4_Power_Mode Features_Report.xlsx	45656	27f87f8b62cc7cb885bdab5a084632e8774ac6cd5563f05699e316f53672ec08	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Suspension_Flash_Lights_With_Lower - SWITCH 4_Power_Mode Features_Report.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Suspension_Service_Mode - Headlights_with_Wipers Features_Report.xlsx	44120	36e4ef190dcb6c5e1c415af48b2f31705e1e48b57d3d235f048cdf62dd6c54bb	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Suspension_Service_Mode - Headlights_with_Wipers Features_Report.xlsx	NONE		
features/vehicle_setting/inputs/FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Trailer_Name - Max_Power_Level_Report.xlsx	55037	effe232998a4f18c5095cce59e1aaad1d3449b448710685a34e8c96405186b32	FM-WI-FSM-037-A03_SWE1_VF230_STLA 報告_SWRA_STLA_Trailer_Name - Max_Power_Level_Report.xlsx	NONE		
sources/raw/vf665_037_parksense/FM-WI-FSM-037-A03_SWE1_VF665_STLA 報告_SWRA_STLA_Park_Sense_And_Restore Default Setting __Features_Report.xlsx	50923	be55d8978f9472f3b7bae8643eee139525f2c455b8bddce24f3911c4128e9d05	FM-WI-FSM-037-A03_SWE1_VF665_STLA 報告_SWRA_STLA_Park_Sense_And_Restore Default Setting __Features_Report.xlsx	vf665_037_parksense		
sources/raw/vf665_037_sdw/FM-WI-FSM-037-A03_SWE1_VF665_STLA 報告_SWRA_STLA_Side_Distance_Warning - Audio_Repetition Features_Report.xlsx	45395	c98909e2c15eb0a02e1ab99f25c4c7bd77226fbd5f29842088bbe06f9f0f2afd	FM-WI-FSM-037-A03_SWE1_VF665_STLA 報告_SWRA_STLA_Side_Distance_Warning - Audio_Repetition Features_Report.xlsx	vf665_037_sdw		
forms/FORMS.md	41116	8a8e0b8d1f51d642a1c6fcccc8adcde59364d1d5174e11f1c97a5844f53a0c93	FORMS.md	NONE		
features/time_management/inputs/HMI Settings List R1 SR24 Post 2A (June 15 2023).xlsx	371268	a2533bf3c0db86af2077d67029b2c64b49a5038c899e663d786936afa02d153d	HMI Settings List R1 SR24 Post 2A (June 15 2023).xlsx	NONE		
features/comfort/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	295449	c706071ffab31464f5276db44395edef05bde1a3964ef4e950c485ead3159b3c	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	NONE		NAME_COLLISION
features/time_management/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	295635	41daac0048d2afe15fe9aeee52a6197a28efdd2a71da44d2b836b4da3e9d4cf9	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	NONE	G005	NAME_COLLISION
features/vehicle_category/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	295635	41daac0048d2afe15fe9aeee52a6197a28efdd2a71da44d2b836b4da3e9d4cf9	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	NONE	G005	NAME_COLLISION
