section	key	value	note
key_only_in_inputs	19|Lane Departure Warning	[285]	
key_only_in_inputs	1|Front Automatic Emergency Braking*	[5, 255]	
key_only_in_inputs	1|Interior Ambient Lighting	[490]	
key_only_in_inputs	20.1|LaneSense Warning*	[287]	
key_only_in_inputs	20.2|LaneSense Strength*	[289, 290]	
key_only_in_inputs	20.2|LaneSense Warning*	[288]	
key_only_in_inputs	20|LaneSense*	[286]	
key_only_in_inputs	21|Lane Departure Warning Sensitivity	[291]	
key_only_in_inputs	22.1|Lane Keeping Assist	[293]	
key_only_in_inputs	22.2|Lane Keeping Assist Mode	[294]	
key_only_in_inputs	22.3|Lane Keeping Assisnt Warning Type	[295]	
key_only_in_inputs	22.4|Lane Keeping Assist Warning Mode	[296]	
key_only_in_inputs	22.5|Lane Keeping Assist Sensitivity	[297]	
key_only_in_inputs	22.6|Lane Keeping Assist Sensitivity	[298]	
key_only_in_inputs	22.7|Lane Keeping Assist Strength	[299]	
key_only_in_inputs	22.8|Lane Keeping Assist Strength	[300]	
key_only_in_inputs	22|Lane Keeping Assist	[292]	
key_only_in_inputs	23|Forward Crossing Alert	[301]	
key_only_in_inputs	24|Night Vision Video Warnings	[302]	
key_only_in_inputs	25.1|ParkSense*	[309]	
key_only_in_inputs	25.2|ParkSense Mode*	[310]	
key_only_in_inputs	25.3|ParkSense Front sensors active in drive	[311]	
key_only_in_inputs	25.4|ParkSense Volume*	[312]	
key_only_in_inputs	25|ParkSense*	[303, 304, 306, 308]	
key_only_in_inputs	26. Geolocation	[647]	
key_only_in_inputs	26|Front ParkSense Volume*	[313]	
key_only_in_inputs	26|ParkSense Front Sensors Active in Drive*	[307]	
key_only_in_inputs	26|Rear ParkSense Braking Assist*	[305]	
key_only_in_inputs	27|Ambient Color Personalization	[98]	
key_only_in_inputs	27|Rear ParkSense Volume*	[314]	
key_only_in_inputs	28|ParkSense Front Camera Activation	[315]	
key_only_in_inputs	29|Active ParkSense Mode*	[316]	
key_only_in_inputs	2|EV Sound Type	[354]	
key_only_in_inputs	30|Active ParkSense Proximity Chimes*	[317]	
key_only_in_inputs	31|Side Distance Warning	[318]	
key_only_in_inputs	32|Side Distance Warning Volume	[319]	
key_only_in_inputs	33|Drowsy Driver Alert*	[320]	
key_only_in_inputs	34|Driver Attention Assist Sensitivity	[321]	
key_only_in_inputs	35|Blind Spot Alert*	[322]	
key_only_in_inputs	36.1|Active Blind Spot Assist	[324, 329]	
key_only_in_inputs	36.2|Active Blind Spot Assist Mode	[330]	
key_only_in_inputs	36.2|Active Blind Spot Assist Warning Mode	[325]	
key_only_in_inputs	36.3|Active Blind Spot Assist Sensitivity	[326]	
key_only_in_inputs	36.3|Active Blind Spot Assist Warning type	[331]	
key_only_in_inputs	36.4|Active Blind Spot Assist Keeping sensitivity	[332]	
key_only_in_inputs	36.4|Active Blind Spot Assist Strength	[327]	
key_only_in_inputs	36.5|Active Blind Spot Assist Strength	[333]	
key_only_in_inputs	36|Active Blind Spot Assist	[323, 328]	
key_only_in_inputs	37.1|Lane Management	[335]	
key_only_in_inputs	37.2|Lane Warning	[336]	
key_only_in_inputs	37.3|Vibration Strength	[337]	
key_only_in_inputs	37.4|Steering Assist Strength	[338]	
key_only_in_inputs	37|Active Lane Management	[334]	
key_only_in_inputs	38|Trailer Length for Blind Spot Alert*	[339]	
key_only_in_inputs	39|Passenger airbag	[340]	
key_only_in_inputs	3|Display Brightness Headlights On	[25, 152]	
key_only_in_inputs	3|EV Sound Type	[351]	
key_only_in_inputs	3|Rear Automatic Emergency Braking	[265]	
key_only_in_inputs	40|Electric Power Steering Default	[341]	
key_only_in_inputs	41|Paddle Shifters	[342]	
key_only_in_inputs	42|Power Side Step	[343]	
key_only_in_inputs	43|Hill Start Assist*	[344]	
key_only_in_inputs	44|Tire Fill Assist	[345]	
key_only_in_inputs	45|Permanently Restore Seat Belt Reminder	[346]	
key_only_in_inputs	46|KeySense	[347]	
key_only_in_inputs	4|Display Brightness Headlights Off	[27, 154]	
key_only_in_inputs	6|Service Mode	[560]	
key_only_in_inputs	9|Unlock on Approach	[525]	
key_only_in_forms	1.15|3D Sound Intensity	[607]	
key_only_in_forms	10|Service Mode	[562]	
key_only_in_forms	10|Walk Away Lock and Unlock on Approach	[524]	
key_only_in_forms	11.1|Lane Change Assist	[265]	
key_only_in_forms	11|Active Driving Assist	[264]	
key_only_in_forms	11|Personal Settings Linked to Key Fob	[525]	
key_only_in_forms	12.1|Auto Launch with Off Road+	[176]	
key_only_in_forms	12.2|Auto Launch with Off Road+	[177]	
key_only_in_forms	12|Car Door Open Alert	[526]	
key_only_in_forms	12|Traffic Sign Assist*	[266]	
key_only_in_forms	13|Hands Free Power Liftgate	[527]	
key_only_in_forms	13|Traffic Sign Assist Warning*	[267]	
key_only_in_forms	14|Power Liftgate Alert	[528]	
key_only_in_forms	14|Traffic Sign Assist Sensitivity	[268]	
key_only_in_forms	15|Power Tailgate	[529]	
key_only_in_forms	15|Traffic Sign Assist Offset	[269]	
key_only_in_forms	16|Hands Free Power Sliding Door	[530]	
key_only_in_forms	16|Traffic Sign Assist Offset	[270]	
key_only_in_forms	17.1|Traffic Sign Blinking*	[272]	
key_only_in_forms	17.2|Traffic Sign Sensitivity*	[273]	
key_only_in_forms	17.3|Traffic Sign Information Offset	[274]	
key_only_in_forms	17|Traffic Sign*	[271]	
key_only_in_forms	18|Flash Lights with Sliding Door	[505]	
key_only_in_forms	18|Intelligent Speed Options*	[275]	
key_only_in_forms	18|Trunk Unlock	[532]	
key_only_in_forms	19.1|Intelligent Speed Control	[277]	
key_only_in_forms	19.2|Intelligent Speed Control Offset	[278]	
key_only_in_forms	19|Intelligent Speed Control	[276]	
key_only_in_forms	19|Power Trunk Roof Level	[533]	
key_only_in_forms	1|Automatic Emergency Braking*	[5, 248]	
key_only_in_forms	1|Fratzonic Chambered Exhaust	[352]	
key_only_in_forms	1|Interior Ambient Lighting*	[488]	
key_only_in_forms	20|Digital Keys	[534]	
key_only_in_forms	20|Speed Limiter	[279]	
key_only_in_forms	21|Speed Limiter - Set Speed	[280]	
key_only_in_forms	22|New Speed Zone Indication	[281]	
key_only_in_forms	23|Lane Departure Warning	[282]	
key_only_in_forms	24.1|LaneSense Warning*	[284, 285]	
key_only_in_forms	24.2|LaneSense Strength*	[286, 287]	
key_only_in_forms	24|LaneSense*	[283]	
key_only_in_forms	25|Lane Departure Warning Sensitivity	[288]	
key_only_in_forms	26.1|Lane Keeping Assist	[290]	
key_only_in_forms	26.2|Lane Keeping Assist Mode	[291]	
key_only_in_forms	26.3|Lane Keeping Assisnt Warning Type	[292]	
key_only_in_forms	26.4|Lane Keeping Assist Warning Mode	[293]	
key_only_in_forms	26.5|Lane Keeping Assist Sensitivity	[294]	
key_only_in_forms	26.6|Lane Keeping Assist Sensitivity	[295]	
key_only_in_forms	26.7|Lane Keeping Assist Strength	[296]	
key_only_in_forms	26.8|Lane Keeping Assist Strength	[297]	
key_only_in_forms	26|Lane Keeping Assist	[289]	
key_only_in_forms	27|Forward Crossing Alert	[298]	
key_only_in_forms	28|Night Vision Video Warnings	[299]	
key_only_in_forms	29|ParkSense*	[300]	
key_only_in_forms	2|Fratzonic Chambered Exhaust	[349]	
key_only_in_forms	30|ParkSense*	[301]	
key_only_in_forms	31|Rear ParkSense Braking Assist*	[302]	
key_only_in_forms	32|ParkSense*	[303]	
key_only_in_forms	33|ParkSense Front Sensors Active in Drive*	[304]	
key_only_in_forms	34.1|ParkSense*	[306]	
key_only_in_forms	34.2|ParkSense Mode*	[307]	
key_only_in_forms	34.3|ParkSense Front sensors active in drive	[308]	
key_only_in_forms	34.4|ParkSense Volume*	[309]	
key_only_in_forms	34|ParkSense*	[305]	
key_only_in_forms	35|Front ParkSense Volume*	[310]	
key_only_in_forms	36|Rear ParkSense Volume*	[311]	
key_only_in_forms	37|ParkSense Front Camera Activation	[312]	
key_only_in_forms	38|Active ParkSense Mode*	[313]	
key_only_in_forms	39|Active ParkSense Proximity Chimes*	[314]	
key_only_in_forms	40|Side Distance Warning	[315]	
key_only_in_forms	41|Side Distance Warning Volume	[316]	
key_only_in_forms	42|Drowsy Driver Alert*	[317]	
key_only_in_forms	43|Distraction and Drowsiness Alert	[318]	
key_only_in_forms	44|Driver Attention Assist Sensitivity|p	[319]	
key_only_in_forms	45|Blind Spot Alert*	[320]	
key_only_in_forms	46.1|Active Blind Spot Assist	[322]	
key_only_in_forms	46.2|Active Blind Spot Assist Warning Mode	[323]	
key_only_in_forms	46.3|Active Blind Spot Assist Sensitivity	[324]	
key_only_in_forms	46.4|Active Blind Spot Assist Strength	[325]	
key_only_in_forms	46|Active Blind Spot Assist	[321]	
key_only_in_forms	47.1|Active Blind Spot Assist	[327]	
key_only_in_forms	47.2|Active Blind Spot Assist Mode	[328]	
key_only_in_forms	47.3|Active Blind Spot Assist Warning type	[329]	
key_only_in_forms	47.4|Active Blind Spot Assist Keeping sensitivity	[330]	
key_only_in_forms	47.5|Active Blind Spot Assist Strength	[331]	
key_only_in_forms	47|Active Blind Spot Assist	[326]	
key_only_in_forms	48.1|Lane Management	[333]	
key_only_in_forms	48.2|Lane Warning	[334]	
key_only_in_forms	48.3|Vibration Strength	[335]	
key_only_in_forms	48.4|Steering Assist Strength	[336]	
key_only_in_forms	48|Active Lane Management	[332]	
key_only_in_forms	49|Trailer Length for Blind Spot Alert*	[337]	
key_only_in_forms	50|Passenger airbag	[338]	
key_only_in_forms	51|Electric Power Steering Default	[339]	
key_only_in_forms	52|Paddle Shifters	[340]	
key_only_in_forms	53|Power Side Step	[341]	
key_only_in_forms	54|Hill Start Assist*	[342]	
key_only_in_forms	55|Tire Fill Assist	[343]	
key_only_in_forms	56|Permanently Restore Seat Belt Reminder	[344]	
key_only_in_forms	57|KeySense	[345]	
key_only_in_forms	7|Adaptive Cruise Control Predictive Speed Adjustment	[261]	
key_only_in_forms	7|Reset Performance Values	[670]	
key_only_in_forms	8|Speed Offset	[262]	
key_only_in_forms	9|Speed Limit Adjustment	[263]	
key_only_in_forms	9|Walk Away Lock	[523]	
key_only_in_forms	lane	[646]	
key_changed	1.1|Forward Collision Warning*	inputs rows=[6, 256, 258, 259] forms rows=[6, 249, 251, 252]	
key_changed	1.8|Auto-On Radio	inputs rows=[599] forms rows=[598]	
key_changed	12|Auto Launch with Off Road+	inputs rows=[182] forms rows=[175]	
key_changed	17|Flash Lights with Sliding Door	inputs rows=[506] forms rows=[504, 531]	
key_changed	1|EV Sound	inputs rows=[353] forms rows=[351]	
key_changed	1|Easy Exit Seats	inputs rows=[537, 542] forms rows=[536, 541]	
key_changed	1|Passenger Screen Permissions	inputs rows=[248] forms rows=[241]	
key_changed	1|Ready to Drive Pop-Up	inputs rows=[349] forms rows=[347]	
key_changed	21|Display Sync	inputs rows=[229] forms rows=[224]	
key_changed	2|Auto-On Comfort	inputs rows=[538, 539] forms rows=[537, 538]	
key_changed	2|Doors On Key Off Power Delay	inputs rows=[544] forms rows=[543]	
key_changed	2|EV Sound	inputs rows=[350] forms rows=[348]	
key_changed	2|Key Off Power Delay	inputs rows=[543] forms rows=[542]	
key_changed	2|Rear Seat Screen Permissions	inputs rows=[252] forms rows=[245]	
key_changed	3 or 4|Headlight Off Delay	inputs rows=[546] forms rows=[545]	
key_changed	3.1|Fuel Consumption	inputs rows=[237, 239, 241] forms rows=[232, 234]	
key_changed	3.3.1	inputs rows=[238, 240, 242] forms rows=[233, 235]	
key_changed	3|Display Brightness Nighttime	inputs rows=[26, 153] forms rows=[25, 149]	
key_changed	3|Display Sync	inputs rows=[355] forms rows=[353]	
key_changed	3|Doors Off Key Off Power Delay	inputs rows=[545] forms rows=[544]	
key_changed	4|Display Brightness Daytime	inputs rows=[28, 155] forms rows=[26, 150]	
key_changed	4|Headlight Off Delay	inputs rows=[492] forms rows=[490]	
key_changed	6|Emergency Vehicle Detection Alerts	inputs rows=[268] forms rows=[260]	
key_changed	6|Radio Off Delay	inputs rows=[548, 549, 550, 551] forms rows=[547, 548, 549, 550]	
key_changed	6|Set Date (DD/MM/YY)	inputs rows=[364] forms rows=[362]	
key_changed	6|Set Date (MM/DD/YY)	inputs rows=[368] forms rows=[366]	
key_changed	6|Set Date (YY/MM/DD)	inputs rows=[372] forms rows=[370]	
key_changed	6|Tire Jack Mode	inputs rows=[559] forms rows=[558]	
key_changed	7.3.1	inputs rows=[37, 165, 169, 171, 173] forms rows=[35, 160, 164, 166]	
key_changed	7.3|Fuel Consumption	inputs rows=[36, 164, 166, 167, 168, 170, 172] forms rows=[34, 159, 161, 162, 163, 165]	
key_changed	7|Virtual Wall	inputs rows=[473] forms rows=[471]	
key_changed	8|Windows with Key Fob	inputs rows=[553] forms rows=[552]	
delivered	查詢式	glob features/time_management/delivered/*.xlsx；對每本逐格搜 key（List Item ＋ 設定名（A|B|C 串接））	
delivered	母體（該 feature 之 delivered xlsx 本數）	0	全域 delivered xlsx 共 5 本，落於 ics_management,power,sw_update,vsm_v42
delivered	變動 key 數（分子之上限）	232	
delivered	命中列號	N/A —— 分母為 0	該 feature 之 delivered/ 無 xlsx，命中率不可計；不得以 0 命中表述為「無影響」
