section	key	value	note
SG__only_in_inputs	HVBATTERY_RM_CELLS4.HVBatCellVoltage_Cell102		
SG__only_in_inputs	HVBATTERY_RM_CELLS4.HVBatCellVoltage_Cell103		
SG__only_in_inputs	HVBATTERY_RM_CELLS4.HVBatCellVoltage_Cell104		
SG__only_in_inputs	HVBATTERY_RM_CELLS4.HVBatCellVoltage_Cell105		
SG__only_in_inputs	HVBATTERY_RM_CELLS4.HVBatCellVoltage_Cell106		
SG__only_in_inputs	HVBATTERY_RM_CELLS4.HVBatCellVoltage_Cell107		
SG__only_in_inputs	HVBATTERY_RM_CELLS4.HVBatCellVoltage_Cell108		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell109		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell110		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell111		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell112		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell113		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell114		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell115		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell116		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell117		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell118		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell119		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell120		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell121		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell122		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell123		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell124		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell125		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell126		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell127		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell128		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell129		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell130		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell131		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell132		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell133		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell134		
SG__only_in_inputs	HVBATTERY_RM_CELLS5.HVBatCellVoltage_Cell135		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell136		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell137		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell138		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell139		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell140		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell141		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell142		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell143		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell144		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell145		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell146		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell147		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell148		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell149		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell150		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell151		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell152		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell153		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell154		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell155		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell156		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell157		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell158		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell159		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell160		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell161		
SG__only_in_inputs	HVBATTERY_RM_CELLS6.HVBatCellVoltage_Cell162		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell163		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell164		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell165		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell166		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell167		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell168		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell169		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell170		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell171		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell172		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell173		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell174		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell175		
SG__only_in_inputs	HVBATTERY_RM_CELLS7.HVBatCellVoltage_Cell176		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_17		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_18		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_19		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_20		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_21		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_22		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_23		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_24		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_25		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_26		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_27		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_28		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_29		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_30		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_31		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_32		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_33		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_34		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_35		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_36		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_37		
SG__only_in_inputs	HVBATTERY_RM_MODS1.HVBatModuleTemp_38		
SG__only_in_inputs	HVBATTERY_RM_MODS2.HVBatModuleTemp_39		
SG__only_in_inputs	HVBATTERY_RM_MODS2.HVBatModuleTemp_40		
SG__only_in_inputs	HVBATTERY_RM_MODS2.HVBatModuleTemp_41		
SG__only_in_inputs	HVBATTERY_RM_MODS2.HVBatModuleTemp_42		
SG__only_in_inputs	HVBATTERY_RM_MODS2.HVBatModuleTemp_43		
SG__only_in_inputs	HVBATTERY_RM_MODS2.HVBatModuleTemp_44		
SG__only_in_inputs	HYBRID_CHARGING_STATUS.ChargeSystemSts		
SG__only_in_inputs	TELEMATIC_FD_5.Touch_Screen_Fault		
SG__only_in_forms	ENGINE_FD_2.EngRPM_Tach		
dbc_count	VAL_ inputs	1524	
dbc_count	VAL_ forms	1407	
VAL__only_in_inputs	1066:HibernationModeSts		
VAL__only_in_inputs	1428:Touch_Screen_Fault		
VAL__only_in_inputs	1579:ChargeSystemSts		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell097		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell098		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell099		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell100		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell101		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell102		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell103		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell104		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell105		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell106		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell107		
VAL__only_in_inputs	1838:HVBatCellVoltage_Cell108		
VAL__only_in_inputs	1839:HVBatModuleTemp_17		
VAL__only_in_inputs	1839:HVBatModuleTemp_18		
VAL__only_in_inputs	1839:HVBatModuleTemp_19		
VAL__only_in_inputs	1839:HVBatModuleTemp_20		
VAL__only_in_inputs	1839:HVBatModuleTemp_21		
VAL__only_in_inputs	1839:HVBatModuleTemp_22		
VAL__only_in_inputs	1839:HVBatModuleTemp_23		
VAL__only_in_inputs	1839:HVBatModuleTemp_24		
VAL__only_in_inputs	1839:HVBatModuleTemp_25		
VAL__only_in_inputs	1839:HVBatModuleTemp_26		
VAL__only_in_inputs	1839:HVBatModuleTemp_27		
VAL__only_in_inputs	1839:HVBatModuleTemp_28		
VAL__only_in_inputs	1839:HVBatModuleTemp_29		
VAL__only_in_inputs	1839:HVBatModuleTemp_30		
VAL__only_in_inputs	1839:HVBatModuleTemp_31		
VAL__only_in_inputs	1839:HVBatModuleTemp_32		
VAL__only_in_inputs	1839:HVBatModuleTemp_33		
VAL__only_in_inputs	1839:HVBatModuleTemp_34		
VAL__only_in_inputs	1839:HVBatModuleTemp_35		
VAL__only_in_inputs	1839:HVBatModuleTemp_36		
VAL__only_in_inputs	1839:HVBatModuleTemp_37		
VAL__only_in_inputs	1839:HVBatModuleTemp_38		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell109		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell110		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell111		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell112		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell113		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell114		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell115		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell116		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell117		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell118		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell119		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell120		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell121		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell122		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell123		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell124		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell125		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell126		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell127		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell128		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell129		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell130		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell131		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell132		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell133		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell134		
VAL__only_in_inputs	1849:HVBatCellVoltage_Cell135		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell136		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell137		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell138		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell139		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell140		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell141		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell142		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell143		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell144		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell145		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell146		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell147		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell148		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell149		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell150		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell151		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell152		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell153		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell154		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell155		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell156		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell157		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell158		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell159		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell160		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell161		
VAL__only_in_inputs	1850:HVBatCellVoltage_Cell162		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell163		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell164		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell165		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell166		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell167		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell168		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell169		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell170		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell171		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell172		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell173		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell174		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell175		
VAL__only_in_inputs	1851:HVBatCellVoltage_Cell176		
VAL__only_in_inputs	1893:HVBatModuleTemp_39		
VAL__only_in_inputs	1893:HVBatModuleTemp_40		
VAL__only_in_inputs	1893:HVBatModuleTemp_41		
VAL__only_in_inputs	1893:HVBatModuleTemp_42		
VAL__only_in_inputs	1893:HVBatModuleTemp_43		
VAL__only_in_inputs	1893:HVBatModuleTemp_44		
VAL__only_in_inputs	292:BPCM_HV_Char_Main_Contac_Sts		
VAL__only_in_inputs	292:BPCM_HV_Current		
VAL__only_in_inputs	292:BPCM_HV_Current_String2		
VAL__only_in_inputs	292:BPCM_HV_InternalVoltage		
VAL__only_in_inputs	292:BPCM_HV_SOC		
VAL__only_in_inputs	292:BPCM_HV_Trac_Main_Contac_Config		
VAL__only_in_inputs	292:BPCM_HV_Trac_Main_Contac_Sts		
VAL__only_in_forms	262:EngRPM_Tach		
delivered	查詢式	glob features/vehicle_setting/delivered/*.xlsx；對每本逐格搜 key（SG_（signal））	
delivered	母體（該 feature 之 delivered xlsx 本數）	0	全域 delivered xlsx 共 5 本，落於 ics_management,power,sw_update,vsm_v42
delivered	變動 key 數（分子之上限）	123	
delivered	命中列號	N/A —— 分母為 0	該 feature 之 delivered/ 無 xlsx，命中率不可計；不得以 0 命中表述為「無影響」
