anchor_id	cfts	chapter_num	chapter_title	chapter_touched	risk_tier
4941137	009	1.3.3.1.5	VES2	False	3
4941138	009	1.3.3.1.5	VES2	False	3
4941140	009	1.3.3.1.6	External CD Player	False	3
4941141	009	1.3.3.1.6	External CD Player	False	3
4941142	009	1.3.3.1.6	External CD Player	False	3
4941143	009	1.3.3.1.6	External CD Player	False	3
4941145	009	1.3.3.1.7	DTV	False	3
4941146	009	1.3.3.1.7	DTV	False	3
4941147	009	1.3.3.1.7	DTV	False	3
4941148	009	1.3.3.1.7	DTV	False	3
4941150	009	1.3.3.1.8	ANC	False	3
4941151	009	1.3.3.1.8	ANC	False	3
4941153	009	1.3.3.1.9	Disassociated Center Stack Display (DCSD)	False	3
4941155	009	1.3.3.1.10	Telematics Box Module	False	3
4941156	009	1.3.3.1.10	Telematics Box Module	False	3
4941157	009	1.3.3.1.10	Telematics Box Module	False	3
4941158	009	1.3.3.1.10	Telematics Box Module	False	3
4941160	009	1.3.3.2	Body ON Mode	False	3
4941162	009	1.3.3.2.1	Radio	False	3
4941163	009	1.3.3.2.1	Radio	False	3
4941164	009	1.3.3.2.1	Radio	False	3
4941165	009	1.3.3.2.1	Radio	False	3
4941166	009	1.3.3.2.1	Radio	False	3
4941167	009	1.3.3.2.1	Radio	False	3
4941168	009	1.3.3.2.1	Radio	False	3
4941170	009	1.3.3.2.2	Disassociated Center Stack Display (DCSD)	False	3
4941171	009	1.3.3.2.2	Disassociated Center Stack Display (DCSD)	False	3
4941172	009	1.3.3.2.2	Disassociated Center Stack Display (DCSD)	False	3
4941174	009	1.3.3.2.3	Integrated Center Stack (ICS)	False	3
4941176	009	1.3.3.2.4	Amp	False	3
4941177	009	1.3.3.2.4	Amp	False	3
4941178	009	1.3.3.2.4	Amp	False	3
4941180	009	1.3.3.2.5	VES3	False	3
4941181	009	1.3.3.2.5	VES3	False	3
4941182	009	1.3.3.2.5	VES3	False	3
4941183	009	1.3.3.2.5	VES3	False	3
4941185	009	1.3.3.2.6	VES2	False	3
4941186	009	1.3.3.2.6	VES2	False	3
4941187	009	1.3.3.2.6	VES2	False	3
4941188	009	1.3.3.2.6	VES2	False	3
4941190	009	1.3.3.2.7	Remote DVD Player	False	3
4941191	009	1.3.3.2.7	Remote DVD Player	False	3
4941192	009	1.3.3.2.7	Remote DVD Player	False	3
4941193	009	1.3.3.2.7	Remote DVD Player	False	3
4941194	009	1.3.3.2.7	Remote DVD Player	False	3
4941195	009	1.3.3.2.7	Remote DVD Player	False	3
4941197	009	1.3.3.2.8	DTV	False	3
4941198	009	1.3.3.2.8	DTV	False	3
4941199	009	1.3.3.2.8	DTV	False	3
4941201	009	1.3.3.2.9	ANC	False	3
4941203	009	1.3.3.2.10	Telematic Box Module (TBM)	False	3
4941204	009	1.3.3.2.10	Telematic Box Module (TBM)	False	3
4941206	009	1.3.3.3	General Sleep and Wakeup Requirements for CAN-I	False	3
4941207	009	1.3.3.3	General Sleep and Wakeup Requirements for CAN-I	False	3
4941209	009	1.3.3.3.1	ICS Wakeup Reasons	False	3
4941210	009	1.3.3.3.1	ICS Wakeup Reasons	False	3
4941212	009	1.3.3.3.2	HU Wakeup using Power Button	False	3
4941214	009	1.3.3.3.3	HU Wakeup from Ecall/Assist call	False	3
4941216	009	1.3.3.3.4	HU Wakeup By Door Lock/Unlock	False	3
4941218	009	1.3.3.3.5	Other HU Wakeup Requirements	False	3
4941220	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941221	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941222	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941223	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941224	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941225	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941226	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941227	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941228	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941229	009	1.3.3.3.5.1	HU Wakeup to Report Status of Charge for xEV	False	3
4941231	009	1.3.3.3.6	HUs with CAN-C Connection	False	3
4941233	009	1.3.3.4	Body Remote Start Mode (PARTIAL OPERATION MODE)	False	3
4941234	009	1.3.3.4	Body Remote Start Mode (PARTIAL OPERATION MODE)	False	3
4941235	009	1.3.3.4	Body Remote Start Mode (PARTIAL OPERATION MODE)	False	3
4941236	009	1.3.3.4	Body Remote Start Mode (PARTIAL OPERATION MODE)	False	3
4941237	009	1.3.3.4	Body Remote Start Mode (PARTIAL OPERATION MODE)	False	3
4941238	009	1.3.3.4	Body Remote Start Mode (PARTIAL OPERATION MODE)	False	3
4941239	009	1.3.3.4	Body Remote Start Mode (PARTIAL OPERATION MODE)	False	3
4941241	009	1.3.3.5	Power up Sequence	False	3
4941242	009	1.3.3.5	Power up Sequence	False	3
4941243	009	1.3.3.5	Power up Sequence	False	3
4941244	009	1.3.3.5	Power up Sequence	False	3
4941245	009	1.3.3.5	Power up Sequence	False	3
4941246	009	1.3.3.5	Power up Sequence	False	3
4941247	009	1.3.3.5	Power up Sequence	False	3
4941248	009	1.3.3.5	Power up Sequence	False	3
4941249	009	1.3.3.5	Power up Sequence	False	3
4941250	009	1.3.3.5	Power up Sequence	False	3
4941251	009	1.3.3.5	Power up Sequence	False	3
4941252	009	1.3.3.5	Power up Sequence	False	3
4941253	009	1.3.3.5	Power up Sequence	False	3
4941254	009	1.3.3.5	Power up Sequence	False	3
4941255	009	1.3.3.5	Power up Sequence	False	3
4941256	009	1.3.3.5	Power up Sequence	False	3
4941257	009	1.3.3.5	Power up Sequence	False	3
4941258	009	1.3.3.5	Power up Sequence	False	3
4941259	009	1.3.3.5	Power up Sequence	False	3
4941260	009	1.3.3.5	Power up Sequence	False	3
4941261	009	1.3.3.5	Power up Sequence	False	3
4941262	009	1.3.3.5	Power up Sequence	False	3
4941263	009	1.3.3.5	Power up Sequence	False	3
4941266	009	1.3.3.5.1.1	Theme	False	3
4941267	009	1.3.3.5.1.1	Theme	False	3
4941268	009	1.3.3.5.1.1	Theme	False	3
4941269	009	1.3.3.5.1.1	Theme	False	3
4941270	009	1.3.3.5.1.1	Theme	False	3
4941271	009	1.3.3.5.1.1	Theme	False	3
4941273	009	1.3.3.5.1.1.1	Branded Font	False	3
4941275	009	1.3.3.5.1.1.2	Branded Map Theme	False	3
4941277	009	1.3.3.5.1.1.3	Branded Turn by Turn Glow	False	3
4941279	009	1.3.3.5.1.1.4	Branded APP Icon	False	3
4941281	009	1.3.3.5.1.1.5	Branded Recirc Icon	False	3
4941283	009	1.3.3.5.1.1.6	Settings Seat Graphic	False	3
4941284	009	1.3.3.5.1.1.6	Settings Seat Graphic	False	3
4941286	009	1.3.3.5.1.1.7	Performance Gauges	False	3
4941288	009	1.3.3.5.1.1.8	Launch Mode Vehicle Graphic	False	3
4941290	009	1.3.4	Shipping Mode/Logistics Mode	False	3
4941291	009	1.3.4	Shipping Mode/Logistics Mode	False	3
4941292	009	1.3.4	Shipping Mode/Logistics Mode	False	3
4941294	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941295	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941296	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941297	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941298	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941299	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941300	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941302	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941303	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941304	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941305	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941306	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941307	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941308	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941309	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941310	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941311	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941312	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941313	009	1.3.5	Start-Up and Shut Down Animations	True	2
4941315	009	1.3.6	Resume Mode	False	3
4941316	009	1.3.6	Resume Mode	False	3
4941317	009	1.3.6	Resume Mode	False	3
4941318	009	1.3.6	Resume Mode	False	3
4941322	009	1.4.2	General Diagnostic Requirements	False	3
4941324	009	1.4.2.1	Ignition Cycle Counter	False	3
4941325	009	1.4.2.1	Ignition Cycle Counter	False	3
4941326	009	1.4.2.1	Ignition Cycle Counter	False	3
4941327	009	1.4.2.1	Ignition Cycle Counter	False	3
4941328	009	1.4.2.1	Ignition Cycle Counter	False	3
4941331	009	1.4.2.2.1	DTC Enable Criteria	False	3
4941332	009	1.4.2.2.1	DTC Enable Criteria	False	3
4941333	009	1.4.2.2.1	DTC Enable Criteria	False	3
4941334	009	1.4.2.2.1	DTC Enable Criteria	False	3
4941335	009	1.4.2.2.1	DTC Enable Criteria	False	3
4941337	009	1.4.2.2.2	DTC Maturation Criteria	False	3
4941341	009	1.4.2.2.2.1.1.1	CAN-I/CAN-BH Loss of Communication	False	3
4941344	009	1.5.1	Configuration parameters	False	3
4941346	009	1.5.1.1	Configuration parameters description	False	3
4941349	009	1.6.1	Introduction	False	3
4941350	009	1.6.1	Introduction	False	3
4941351	009	1.6.1	Introduction	False	3
4941359	009	1.6.2.1.1	Full-Operation	True	1
4941361	009	1.6.2.1.1	Full-Operation	True	1
4941362	009	1.6.2.1.1	Full-Operation	True	1
4941367	009	1.6.2.1.2	Idle	True	1
4941368	009	1.6.2.1.2	Idle	True	1
4941370	009	1.6.2.1.2	Idle	True	1
4941374	009	1.6.2.1.2	Idle	True	1
4941377	009	1.6.2.1.2	Idle	True	1
4941378	009	1.6.2.1.2	Idle	True	1
4941379	009	1.6.2.1.2	Idle	True	1
4941380	009	1.6.2.1.2	Idle	True	1
4941381	009	1.6.2.1.2	Idle	True	1
4941382	009	1.6.2.1.2	Idle	True	1
4941389	009	1.6.2.1.2	Idle	True	1
4941395	009	1.6.2.1.3	Partial Operation	True	1
4941397	009	1.6.2.1.3	Partial Operation	True	1
4941399	009	1.6.2.1.4	Stolen Vehicle Mode	True	1
4941405	009	1.6.2.1.5	Timed	True	1
4941408	009	1.6.2.1.5	Timed	True	1
4941414	009	1.6.2.1.6	Standby	True	1
4941420	009	1.6.2.1.7	Sleep	True	1
4941424	009	1.6.2.1.8	Bench	True	1
4941429	009	1.6.2.1.9	Logistic Idle	True	1
4941437	009	1.6.2.1.12	Init	False	3
4941438	009	1.6.2.1.12	Init	False	3
4941439	009	1.6.2.1.12	Init	False	3
4941444	009	1.6.2.1.13	TLM initialization: Init state	True	1
4941448	009	1.6.2.1.13	TLM initialization: Init state	True	1
4941452	009	1.6.2.1.14	TLM modules and functionalities depending on operative state	True	1
4941454	009	1.6.2.1.14	TLM modules and functionalities depending on operative state	True	1
4941455	009	1.6.2.1.14	TLM modules and functionalities depending on operative state	True	1
4941456	009	1.6.2.1.14	TLM modules and functionalities depending on operative state	True	1
4941457	009	1.6.2.1.14	TLM modules and functionalities depending on operative state	True	1
4941458	009	1.6.2.1.14	TLM modules and functionalities depending on operative state	True	1
4941459	009	1.6.2.1.14	TLM modules and functionalities depending on operative state	True	1
4941461	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941462	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941463	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941464	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941465	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941466	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941467	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941468	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941469	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941470	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941471	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941472	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941473	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941474	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941475	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941476	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941477	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941478	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941479	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941480	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941481	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941482	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941483	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941484	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941485	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941486	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941487	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941488	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941489	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941490	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941491	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941492	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941493	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941494	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941495	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941496	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941497	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941498	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941499	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941500	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941501	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941502	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941503	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941513	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941514	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941515	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941516	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941517	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941518	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941519	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941520	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941521	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941522	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941523	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941524	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941525	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941526	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941527	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941528	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941529	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941530	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941531	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941532	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941533	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941534	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941535	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941536	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941537	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941538	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941539	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941546	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941547	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941549	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941550	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941551	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941561	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941563	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941564	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941567	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941568	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941583	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941590	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941591	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941592	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941593	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941594	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941595	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941596	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941597	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941598	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941599	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941604	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941606	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941607	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941609	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941612	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941613	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941614	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941618	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941619	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941620	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941621	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941622	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941625	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941626	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941627	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941628	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941629	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941631	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941632	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941633	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941636	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941637	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941640	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941644	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941645	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941646	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941647	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941653	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941656	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941657	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941658	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941659	009	1.6.2.1.15	TLM_Status.Info and $Telematic_Power$ signal setting	True	1
4941661	009	1.6.2.1.15.1	ICS Wakeup Reasons by POWER Button Pressed	True	1
4941662	009	1.6.2.1.15.1	ICS Wakeup Reasons by POWER Button Pressed	True	1
4941665	009	1.6.2.1.16	Splash Screen logo visualization	True	1
4941666	009	1.6.2.1.16	Splash Screen logo visualization	True	1
