req_id	split_index	gen2_delivered	gen3_new	tc_title
SWE-PM-033	88	NR1L-PowerManagement-068	NR1L-PowerManagement-088	Ignition Off from Partial Operation passes the TLM to Standby
SWE-PM-034	89	NR1L-PowerManagement-069	NR1L-PowerManagement-089	Front panel press in Partial Operation arms the antitheft and shows the Splash Screen
SWE-PM-035	90	NR1L-PowerManagement-070	NR1L-PowerManagement-090	Antitheft success with auto switch on active passes the TLM to Full-Operation
SWE-PM-035	91	NR1L-PowerManagement-071	NR1L-PowerManagement-091	Antitheft success with auto switch on not active passes the TLM to Idle
SWE-PM-035	92	NR1L-PowerManagement-072	NR1L-PowerManagement-092	Antitheft success with recall last and last status on passes the TLM to Full-Operation
SWE-PM-035	93	NR1L-PowerManagement-073	NR1L-PowerManagement-093	Antitheft success with recall last and last status off passes the TLM to Idle
SWE-PM-036	94	NR1L-PowerManagement-074	NR1L-PowerManagement-094	Remote start from Timed passes the TLM to Partial Operation
SWE-PM-037	95	NR1L-PowerManagement-075	NR1L-PowerManagement-095	Call end in Timed with a failed remote start passes the TLM to Standby
SWE-PM-038	96	NR1L-PowerManagement-076	NR1L-PowerManagement-096	Case 1 with RemStartFail true: TLM stops and passes to Standby
SWE-PM-038	97	NR1L-PowerManagement-077	NR1L-PowerManagement-097	Case 1 with RemStartFail false: previous source is restored
SWE-PM-038	98	NR1L-PowerManagement-078	NR1L-PowerManagement-098	Case 2: MaxCallTimeout starts at Timeout1 expiry and the TLM stays Timed
SWE-PM-038	99	NR1L-PowerManagement-079	NR1L-PowerManagement-099	Case 2 exit on call end: TLM_Status.Info passes to Standby
SWE-PM-038	100	NR1L-PowerManagement-080	NR1L-PowerManagement-100	Case 2 exit with RemStartFail cleared on MaxCallTimeout expiry
SWE-PM-038	101	NR1L-PowerManagement-081	NR1L-PowerManagement-101	Case 3: call already ended at Timeout1 expiry
SWE-PM-038	102	NR1L-PowerManagement-082	NR1L-PowerManagement-102	Case 3 with RemStartFail cleared at Timeout1 expiry
SWE-PM-038	103	NR1L-PowerManagement-083	NR1L-PowerManagement-103	Case 4: ignition off with Timeout1 at 00 min enters Timed state
SWE-PM-038	104	NR1L-PowerManagement-084	NR1L-PowerManagement-104	Case 4 exit: TLM passes to Standby when the call ends
SWE-PM-038	105	NR1L-PowerManagement-085	NR1L-PowerManagement-105	Case 4 exit with RemStartFail cleared on MaxCallTimeout expiry
SWE-PM-038	106	NR1L-PowerManagement-086	NR1L-PowerManagement-106	Case 4 with ignition pre off: TLM enters Timed state
SWE-PM-039	107	NR1L-PowerManagement-087	NR1L-PowerManagement-107	An SNA operational mode is handled as an ignition off event
SWE-PM-039	108	NR1L-PowerManagement-088	NR1L-PowerManagement-108	A zero switch off timeout loads Timeout1 from the PROXI value
SWE-PM-039	109	NR1L-PowerManagement-089	NR1L-PowerManagement-109	Auto switch on active on LTM High Radio loads Timeout1 from the PROXI value
SWE-PM-039	110	NR1L-PowerManagement-090	NR1L-PowerManagement-110	Only TLM menu items are guaranteed in the Timed status
SWE-PM-040	111	NR1L-PowerManagement-091	NR1L-PowerManagement-111	A normal power down into Suspend to RAM starts the 8 day timer
SWE-PM-041	112	NR1L-PowerManagement-092	NR1L-PowerManagement-112	No TLM function is available in the TLM off with network on status
SWE-PM-041	113	NR1L-PowerManagement-093	NR1L-PowerManagement-113	Entering the TLM off with network on status clears the antitheft request
SWE-PM-042	114	NR1L-PowerManagement-094	NR1L-PowerManagement-114	No TLM function is available in the TLM off with network off status
SWE-PM-042	115	NR1L-PowerManagement-095	NR1L-PowerManagement-115	Entering the TLM off with network off status clears the antitheft request
SWE-PM-043	116	NR1L-PowerManagement-096	NR1L-PowerManagement-116	The backlight stays off during Standby mode
SWE-PM-043	117	NR1L-PowerManagement-097	NR1L-PowerManagement-117	The backlight is allowed during Standby when an HMI screen is required
SWE-PM-044	118	NR1L-PowerManagement-098	NR1L-PowerManagement-118	Front panel press in Standby arms the antitheft and shows the Splash Screen
SWE-PM-044	119	NR1L-PowerManagement-099	NR1L-PowerManagement-119	Front panel press in Sleep arms the antitheft and shows the Splash Screen
SWE-PM-044	120	NR1L-PowerManagement-100	NR1L-PowerManagement-120	Climatic panel press in Standby arms the antitheft and shows the Splash Screen
SWE-PM-044	121	NR1L-PowerManagement-101	NR1L-PowerManagement-121	Climatic panel press in Sleep arms the antitheft and shows the Splash Screen
SWE-PM-045	122	NR1L-PowerManagement-102	NR1L-PowerManagement-122	A failed antitheft keeps the TLM in the original Standby state
SWE-PM-045	123	NR1L-PowerManagement-103	NR1L-PowerManagement-123	A failed antitheft keeps the TLM in the original Sleep state
SWE-PM-046	124	NR1L-PowerManagement-104	NR1L-PowerManagement-124	Rear view camera is provided while the antitheft is still in progress
SWE-PM-046	125	NR1L-PowerManagement-105	NR1L-PowerManagement-125	Rear view camera is provided after an unsuccessful antitheft
SWE-PM-047	126	NR1L-PowerManagement-106	NR1L-PowerManagement-126	A failed antitheft keeps the TLM in Standby and shows the antitheft screens
SWE-PM-047	127	NR1L-PowerManagement-107	NR1L-PowerManagement-127	A failed antitheft keeps the TLM in Sleep and shows the antitheft screens
SWE-PM-048	128	NR1L-PowerManagement-108	NR1L-PowerManagement-128	Antitheft success with auto switch on active reaches Full-Operation after the mode transition
SWE-PM-048	129	NR1L-PowerManagement-109	NR1L-PowerManagement-129	Antitheft success with auto switch on not active reaches Idle after the mode transition
SWE-PM-048	130	NR1L-PowerManagement-110	NR1L-PowerManagement-130	Recall last with last status on reaches Full-Operation after the mode transition
SWE-PM-048	131	NR1L-PowerManagement-111	NR1L-PowerManagement-131	Recall last with last status off reaches Idle after the mode transition
SWE-PM-048	132	NR1L-PowerManagement-112	NR1L-PowerManagement-132	The ex-factory default selects recall last with the last status on
SWE-PM-049	133	NR1L-PowerManagement-113	NR1L-PowerManagement-133	A failed antitheft keeps the TLM blocked in Idle
SWE-PM-050	134	NR1L-PowerManagement-114	NR1L-PowerManagement-134	The else branch stores the last status off and passes the TLM to Idle
SWE-PM-051	135	NR1L-PowerManagement-115	NR1L-PowerManagement-135	Antitheft success stores the last status on and passes the TLM to Full-Operation
SWE-PM-052	136	NR1L-PowerManagement-116	NR1L-PowerManagement-136	A failed antitheft keeps the TLM in the original Partial Operation state
SWE-PM-053	137	NR1L-PowerManagement-117	NR1L-PowerManagement-137	The vehicle brand logo screen follows the brand configuration parameter
SWE-PM-054	138	NR1L-PowerManagement-118	NR1L-PowerManagement-138	No audio brand without SDARS shows the vehicle brand logo only
SWE-PM-054	139	NR1L-PowerManagement-119	NR1L-PowerManagement-139	Beats brand white without SDARS adds the Beats logo
SWE-PM-054	140	NR1L-PowerManagement-120	NR1L-PowerManagement-140	SDARS present without audio brand adds the Sirius logo
SWE-PM-054	141	NR1L-PowerManagement-121	NR1L-PowerManagement-141	SDARS present with beats brand white adds both logos
SWE-PM-055	142	NR1L-PowerManagement-122	NR1L-PowerManagement-142	The special package drives the Klipsch Splash Screen on the 2025 model year
SWE-PM-055	143	NR1L-PowerManagement-123	NR1L-PowerManagement-143	The splash screen type drives the Klipsch Splash Screen after the 2025 model year
SWE-PM-056	144	NR1L-PowerManagement-124	NR1L-PowerManagement-144	The Fiat Latam startup animation replaces the vehicle brand logo
SWE-PM-057	145	NR1L-PowerManagement-125	NR1L-PowerManagement-145	Timeout1 options follow PROXI "Switch_Off_Time" set to 20 minutes
SWE-PM-057	146	NR1L-PowerManagement-126	NR1L-PowerManagement-146	Timeout1 options follow PROXI "Switch_Off_Time" set to 60 minutes
SWE-PM-057	147	NR1L-PowerManagement-127	NR1L-PowerManagement-147	Timeout1 options follow PROXI "Switch_Off_Time" set to 180 minutes
SWE-PM-058	148	NR1L-PowerManagement-128	NR1L-PowerManagement-148	The ex-factory default sets a zero switch off timeout
SWE-PM-059	149	NR1L-PowerManagement-129	NR1L-PowerManagement-149	A network sleep request in Standby passes the TLM to Sleep
SWE-PM-059	150	NR1L-PowerManagement-130	NR1L-PowerManagement-150	A network sleep request during boot is served only after the boot ends
SWE-PM-060	151	NR1L-PowerManagement-131	NR1L-PowerManagement-151	LTM or ETM Radio offers one timeout parameter
SWE-PM-060	152	NR1L-PowerManagement-132	NR1L-PowerManagement-152	Radio other than LTM or ETM offers two timeout parameters
SWE-PM-061	153	NR1L-PowerManagement-133	NR1L-PowerManagement-153	Timeout settings are selectable in Full-Operation status
SWE-PM-061	154	NR1L-PowerManagement-134	NR1L-PowerManagement-154	Timeout settings are not selectable outside Full-Operation status
SWE-PM-062	155	NR1L-PowerManagement-135	NR1L-PowerManagement-155	Auto_SwitchOn_Setting.Req can be set to Active
SWE-PM-062	156	NR1L-PowerManagement-136	NR1L-PowerManagement-156	Auto_SwitchOn_Setting.Req can be set to Not_Active
SWE-PM-062	157	NR1L-PowerManagement-137	NR1L-PowerManagement-157	Auto_SwitchOn_Setting.Req can be set to Recall_Last
SWE-PM-063	158	NR1L-PowerManagement-138	NR1L-PowerManagement-158	Bluetooth calls can be made and received in Timed state
SWE-PM-064	159	NR1L-PowerManagement-139	NR1L-PowerManagement-159	MaxCallTimeout starts on ignition off with Timeout1 at 00 min
SWE-PM-064	160	NR1L-PowerManagement-140	NR1L-PowerManagement-160	MaxCallTimeout starts at Timeout1 expiry with the call still active
SWE-PM-065	161	NR1L-PowerManagement-141	NR1L-PowerManagement-161	Call ends before Timeout1 expiry: previous source is restored
SWE-PM-065	162	NR1L-PowerManagement-142	NR1L-PowerManagement-162	Further calls are still managed within Timeout1
SWE-PM-066	163	NR1L-PowerManagement-143	NR1L-PowerManagement-163	An SOS call is treated as a phone call becoming active
SWE-PM-066	164	NR1L-PowerManagement-144	NR1L-PowerManagement-164	An Assist call is treated as a phone call becoming active
SWE-PM-067	165	NR1L-PowerManagement-145	NR1L-PowerManagement-165	A projection device call is treated as a phone call becoming active
SWE-PM-068	166	NR1L-PowerManagement-146	NR1L-PowerManagement-166	An incoming call from IDLE bypasses the disclaimer screen
SWE-PM-069	167	NR1L-PowerManagement-147	NR1L-PowerManagement-167	The HU returns to IDLE when the call ends on the phone main screen
SWE-PM-069	168	NR1L-PowerManagement-148	NR1L-PowerManagement-168	The HU returns to IDLE when the call ends on the phone projection call UI
SWE-PM-070	169	NR1L-PowerManagement-149	NR1L-PowerManagement-169	The bypassed disclaimer is shown at the next transition to FULL OPERATION
SWE-PM-071	170	NR1L-PowerManagement-150	NR1L-PowerManagement-170	Splash screen shown after SplashScreen_Time on normal boot
SWE-PM-071	171	NR1L-PowerManagement-151	NR1L-PowerManagement-171	No splash screen when TLM passes to Standby
SWE-PM-071	172	NR1L-PowerManagement-152	NR1L-PowerManagement-172	No splash screen when TLM passes to Bench
SWE-PM-071	173	NR1L-PowerManagement-153	NR1L-PowerManagement-173	Standard screen shown after StandardScreen_Time
SWE-PM-072	174	NR1L-PowerManagement-154	NR1L-PowerManagement-174	Events during boot are buffered without loss
SWE-PM-073	175	NR1L-PowerManagement-155	NR1L-PowerManagement-175	Load Shed limits volume and mutes TLM
SWE-PM-073	176	NR1L-PowerManagement-156	NR1L-PowerManagement-176	Load Shed signals lost: last values retained
SWE-PM-073	177	NR1L-PowerManagement-157	NR1L-PowerManagement-177	Battery Critical minimizes draw and keeps ACN active
SWE-PM-073	178	NR1L-PowerManagement-158	NR1L-PowerManagement-178	Normal operation resumes 10 seconds after recovery
SWE-PM-073	179	NR1L-PowerManagement-159	NR1L-PowerManagement-179	Load Shed recovers: normal volume and audio restored
SWE-PM-073	180	NR1L-PowerManagement-160	NR1L-PowerManagement-180	Continuing call transferred to head set under Load Shed
SWE-PM-073	181	NR1L-PowerManagement-161	NR1L-PowerManagement-181	Continuing call transferred to head set under Battery Critical
SWE-PM-073	182	NR1L-PowerManagement-162	NR1L-PowerManagement-182	Battery Critical minimizes draw in BODY OFF-TIMED mode
SWE-PM-073	183	NR1L-PowerManagement-163	NR1L-PowerManagement-183	Battery Critical exits on voltage out of range condition
SWE-PM-073	184	NR1L-PowerManagement-164	NR1L-PowerManagement-184	Load Shed with volume already below the cap: no AUD_LVL update
SWE-PM-073	185	NR1L-PowerManagement-165	NR1L-PowerManagement-185	Battery Critical with volume already below the cap: no AUD_LVL update
SWE-PM-074	186	NR1L-PowerManagement-166	NR1L-PowerManagement-186	A Radio FOTA update at Body OFF brings the HU to Timed for the pop-up
SWE-PM-074	187	NR1L-PowerManagement-167	NR1L-PowerManagement-187	A TBM FOTA update at Body OFF brings the HU to Timed for the pop-up
SWE-PM-074	188	NR1L-PowerManagement-168	NR1L-PowerManagement-188	A ROV FOTA update at Body OFF brings the HU to Timed for the pop-up
SWE-PM-075	189	NR1L-PowerManagement-169	NR1L-PowerManagement-189	The HU leaves Timed one minute after the FOTA pop-up is left untouched
SWE-PM-075	190	NR1L-PowerManagement-170	NR1L-PowerManagement-190	The HU leaves Timed when the FOTA pop-up is dismissed
SWE-PM-075	191	NR1L-PowerManagement-171	NR1L-PowerManagement-191	The HU leaves Timed when the accessory delay becomes inactive
SWE-PM-076	192	NR1L-PowerManagement-172	NR1L-PowerManagement-192	A ten second power button press performs a radio reset and saves logs
SWE-PM-076	193	NR1L-PowerManagement-173	NR1L-PowerManagement-193	No power button reset occurs while a firmware image is installing
SWE-PM-077	194	NR1L-PowerManagement-174	NR1L-PowerManagement-194	The special package value determines the theme used by the HU
SWE-PM-078	195	NR1L-PowerManagement-175	NR1L-PowerManagement-195	A none special package falls back to the brand default theme
SWE-PM-078	196	NR1L-PowerManagement-176	NR1L-PowerManagement-196	An unsupported special package falls back to the brand default theme
SWE-PM-079	197	NR1L-PowerManagement-177	NR1L-PowerManagement-197	An unsupported CAN value on a branded element uses the PDO default
SWE-PM-080	198	NR1L-PowerManagement-178	NR1L-PowerManagement-198	The theme special package value is sent while the CAN network is awake
SWE-PM-080	199	NR1L-PowerManagement-179	NR1L-PowerManagement-199	A theme change updates the sent value within the send window
SWE-PM-081	200	NR1L-PowerManagement-180	NR1L-PowerManagement-200	The Chrysler brand selects the Chrysler font
SWE-PM-081	201	NR1L-PowerManagement-181	NR1L-PowerManagement-201	The Jeep brand selects the Jeep font
SWE-PM-081	202	NR1L-PowerManagement-182	NR1L-PowerManagement-202	The Fiat brand selects the default Fiat font
SWE-PM-082	203	NR1L-PowerManagement-183	NR1L-PowerManagement-203	The Chrysler brand selects the Chrysler App icon
SWE-PM-082	204	NR1L-PowerManagement-184	NR1L-PowerManagement-204	The Jeep brand selects the Jeep App icon
SWE-PM-082	205	NR1L-PowerManagement-185	NR1L-PowerManagement-205	The Fiat brand selects the default Fiat App icon
SWE-PM-083	206	NR1L-PowerManagement-186	NR1L-PowerManagement-206	The Jeep brand offers the Jeep avatars in the profile screen
SWE-PM-083	207	NR1L-PowerManagement-187	NR1L-PowerManagement-207	The Fiat brand offers the default Fiat avatars
SWE-PM-083	208	NR1L-PowerManagement-188	NR1L-PowerManagement-208	The Abarth brand is mapped to the Fiat avatars
SWE-PM-084	209	NR1L-PowerManagement-189	NR1L-PowerManagement-209	The recirc icon follows the PROXI parameters on the Atlantis architecture
SWE-PM-084	210	NR1L-PowerManagement-190	NR1L-PowerManagement-210	The recirc icon follows the body style signal on the PowerNet architecture
SWE-PM-085	211	NR1L-PowerManagement-191	NR1L-PowerManagement-211	The settings seat graphic follows the PROXI parameters on the Atlantis architecture
SWE-PM-085	212	NR1L-PowerManagement-192	NR1L-PowerManagement-212	The settings seat graphic follows the body style signal on the PowerNet architecture
SWE-PM-086	213	NR1L-PowerManagement-193	NR1L-PowerManagement-213	The theme special package value is sent on this chapter while the network is awake
SWE-PM-086	214	NR1L-PowerManagement-194	NR1L-PowerManagement-214	A theme change on this chapter updates the sent value within the send window
SWE-PM-087	215	NR1L-PowerManagement-195	NR1L-PowerManagement-215	The M240 vehicle line uses the M240 seat graphics
SWE-PM-087	216	NR1L-PowerManagement-196	NR1L-PowerManagement-216	A non M240 vehicle line falls back to the brand seat graphic
SWE-PM-088	217	NR1L-PowerManagement-197	NR1L-PowerManagement-217	The performance gauges follow the vehicle line signal
SWE-PM-090	218	NR1L-PowerManagement-198	NR1L-PowerManagement-218	The auto theme mode follows the day night signal into the day theme
SWE-PM-090	219	NR1L-PowerManagement-199	NR1L-PowerManagement-219	The auto theme mode follows the day night signal into the night theme
SWE-PM-091	220	NR1L-PowerManagement-200	NR1L-PowerManagement-220	The day theme mode uses the Day theme
SWE-PM-092	221	NR1L-PowerManagement-201	NR1L-PowerManagement-221	The night theme mode uses the Night theme
SWE-PM-093	222	NR1L-PowerManagement-202	NR1L-PowerManagement-222	Closing the driver door in SLEEP MODE plays the start-up animation
SWE-PM-093	223	NR1L-PowerManagement-203	NR1L-PowerManagement-223	Closing the driver door in STANDBY MODE plays the start-up animation
SWE-PM-093	224	NR1L-PowerManagement-204	NR1L-PowerManagement-224	Closing the driver door in PARTIAL OPERATION MODE plays the start-up animation
SWE-PM-093	225	NR1L-PowerManagement-205	NR1L-PowerManagement-225	A removed driver door makes the HU skip the start-up animation
SWE-PM-093	226	NR1L-PowerManagement-206	NR1L-PowerManagement-226	A mode change cancels a start-up animation in progress
SWE-PM-093	227	NR1L-PowerManagement-207	NR1L-PowerManagement-227	An ignition crank event cancels a start-up animation in progress
