req_id	outline	polarion_id	spec_reference	title
SWE1-HVAC-009-01	2.6.1	NRL-153349	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1	C5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature,
SWE1-HVAC-009-02	2.6.1	NRL-153349	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1	C5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature,
SWE1-HVAC-009-03	2.6.1	NRL-153349	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1	C5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature,
SWE1-HVAC-009-04	2.6.1	NRL-153349	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1	C5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature,
SWE1-HVAC-009-05	2.6.1	NRL-153349	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1	C5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature,
SWE1-HVAC-009-06	2.6.1	NRL-153349	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1	C5.1) If SYNC is ON, adjusting driver temperature affects passenger temperature,
SWE1-HVAC-010-01	2.7	NRL-153350	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7	C6.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is in
SWE1-HVAC-010-02	2.7	NRL-153350	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7	C6.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is in
SWE1-HVAC-010-03	2.7	NRL-153350	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7	C6.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is in
SWE1-HVAC-010-04	2.7	NRL-153350	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7	C6.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is in
SWE1-HVAC-010-05	2.7	NRL-153350	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7	C6.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is in
SWE1-HVAC-011	2.7.1	NRL-153351	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7.1	C6.1) In some vehicles fan speed ranges for front hvac are: Off, 1-8.
SWE1-HVAC-012-01	2.8	NRL-153352	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8	C7.) Defrost has on/ off state. Defrost can automatically turn on AC (do not sho
SWE1-HVAC-012-02	2.8	NRL-153352	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8	C7.) Defrost has on/ off state. Defrost can automatically turn on AC (do not sho
SWE1-HVAC-012-03	2.8	NRL-153352	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8	C7.) Defrost has on/ off state. Defrost can automatically turn on AC (do not sho
SWE1-HVAC-012-04	2.8	NRL-153352	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8	C7.) Defrost has on/ off state. Defrost can automatically turn on AC (do not sho
SWE1-HVAC-012-05	2.8	NRL-153352	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8	C7.) Defrost has on/ off state. Defrost can automatically turn on AC (do not sho
SWE1-HVAC-012-06	2.8	NRL-153352	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8	C7.) Defrost has on/ off state. Defrost can automatically turn on AC (do not sho
SWE1-HVAC-013-01	2.9	NRL-153353	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.9	C8.) Rear Defrost has on/ off state. REAR DEFROST is not available in certain mo
SWE1-HVAC-013-02	2.9	NRL-153353	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.9	C8.) Rear Defrost has on/ off state. REAR DEFROST is not available in certain mo
SWE1-HVAC-013-03	2.9	NRL-153353	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.9	C8.) Rear Defrost has on/ off state. REAR DEFROST is not available in certain mo
SWE1-HVAC-013-04	2.9	NRL-153353	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.9	C8.) Rear Defrost has on/ off state. REAR DEFROST is not available in certain mo
SWE1-HVAC-014-01	2.10	NRL-153354	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.10	C11.) Climate off has on/off state that is indicated on HC, TS (climate screen) 
SWE1-HVAC-014-02	2.10	NRL-153354	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.10	C11.) Climate off has on/off state that is indicated on HC, TS (climate screen) 
SWE1-HVAC-014-03	2.10	NRL-153354	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.10	C11.) Climate off has on/off state that is indicated on HC, TS (climate screen) 
SWE1-HVAC-014-04	2.10	NRL-153354	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.10	C11.) Climate off has on/off state that is indicated on HC, TS (climate screen) 
SWE1-HVAC-014-05	2.10	NRL-153354	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.10	C11.) Climate off has on/off state that is indicated on HC, TS (climate screen) 
SWE1-HVAC-014-06	2.10	NRL-153354	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.10	C11.) Climate off has on/off state that is indicated on HC, TS (climate screen) 
SWE1-HVAC-015-01	2.11	NRL-153355	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11	C12.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-015-02	2.11	NRL-153355	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11	C12.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-015-03	2.11	NRL-153355	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11	C12.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-015-04	2.11	NRL-153355	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11	C12.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-015-05	2.11	NRL-153355	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11	C12.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-016-01	2.12	NRL-153356	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12	C13.) There are 4 Airflow Mode displayed in this order (1) Face, (2) Face plus F
SWE1-HVAC-016-02	2.12	NRL-153356	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12	C13.) There are 4 Airflow Mode displayed in this order (1) Face, (2) Face plus F
SWE1-HVAC-016-03	2.12	NRL-153356	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12	C13.) There are 4 Airflow Mode displayed in this order (1) Face, (2) Face plus F
SWE1-HVAC-017-01	2.12.1	NRL-153357	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.1	C13.0) In some non-tri mode equipment types, airflow modes has 5 states (1.Face,
SWE1-HVAC-017-02	2.12.1	NRL-153357	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.1	C13.0) In some non-tri mode equipment types, airflow modes has 5 states (1.Face,
SWE1-HVAC-018-01	2.12.2	NRL-153358	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2	C13.1) If the Mode hard control is pressed the user will be moved to the next mo
SWE1-HVAC-018-02	2.12.2	NRL-153358	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2	C13.1) If the Mode hard control is pressed the user will be moved to the next mo
SWE1-HVAC-018-03	2.12.2	NRL-153358	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2	C13.1) If the Mode hard control is pressed the user will be moved to the next mo
SWE1-HVAC-018-04	2.12.2	NRL-153358	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2	C13.1) If the Mode hard control is pressed the user will be moved to the next mo
SWE1-HVAC-018-05	2.12.2	NRL-153358	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2	C13.1) If the Mode hard control is pressed the user will be moved to the next mo
SWE1-HVAC-018-06	2.12.2	NRL-153358	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2	C13.1) If the Mode hard control is pressed the user will be moved to the next mo
SWE1-HVAC-019-01	2.13	NRL-153359	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13	C14.) MAX A/C screens/popups are to be used when CCM relays presence of MAX A/C 
SWE1-HVAC-019-02	2.13	NRL-153359	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13	C14.) MAX A/C screens/popups are to be used when CCM relays presence of MAX A/C 
SWE1-HVAC-019-03	2.13	NRL-153359	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13	C14.) MAX A/C screens/popups are to be used when CCM relays presence of MAX A/C 
SWE1-HVAC-020-01	2.14	NRL-153360	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14	C15.) MTC screens/popups are to be used when CCM relays MTC functionality. MTC c
SWE1-HVAC-020-02	2.14	NRL-153360	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14	C15.) MTC screens/popups are to be used when CCM relays MTC functionality. MTC c
SWE1-HVAC-020-03	2.14	NRL-153360	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14	C15.) MTC screens/popups are to be used when CCM relays MTC functionality. MTC c
SWE1-HVAC-020-04	2.14	NRL-153360	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14	C15.) MTC screens/popups are to be used when CCM relays MTC functionality. MTC c
SWE1-HVAC-021-01	2.15	NRL-153361	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.15	C16.) EXTERIOR REAR-VIEW MIRROR DEFROST has on/ off state. EXTERIOR REAR-VIEW MI
SWE1-HVAC-021-02	2.15	NRL-153361	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.15	C16.) EXTERIOR REAR-VIEW MIRROR DEFROST has on/ off state. EXTERIOR REAR-VIEW MI
SWE1-HVAC-022-01	2.16	NRL-153362	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.16	C18.) If blower reduction occurs automatically due to an active Voice Recognitio
SWE1-HVAC-022-02	2.16	NRL-153362	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.16	C18.) If blower reduction occurs automatically due to an active Voice Recognitio
SWE1-HVAC-023-01	3.1	NRL-153364	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1	C19) Tri-Mode Climate: On vehicles with Tri-Mode climate, there are 3 airflow mo
SWE1-HVAC-023-02	3.1	NRL-153364	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1	C19) Tri-Mode Climate: On vehicles with Tri-Mode climate, there are 3 airflow mo
SWE1-HVAC-023-03	3.1	NRL-153364	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1	C19) Tri-Mode Climate: On vehicles with Tri-Mode climate, there are 3 airflow mo
SWE1-HVAC-024-01	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-024-02	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-024-03	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-024-04	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-024-05	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-024-06	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-024-07	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-024-08	3.2	NRL-153365	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2	C20.) MAX DEFROST: On vehicles with MAX DEF, MAX DEF replaces FRONT DEF button. 
SWE1-HVAC-025-01	3.3	NRL-153366	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.3	C21.) MAX DEF and REAR DEF are available during climate off.
SWE1-HVAC-025-02	3.3	NRL-153366	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.3	C21.) MAX DEF and REAR DEF are available during climate off.
SWE1-HVAC-026	3.4	NRL-153367	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.4	C22.) For soft top vehicles such as JL/JT, when configured, the rear defrost but
SWE1-HVAC-027	6.3	NRL-153375	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3	CM1.) When a vehicle is configured with a non-foldable secondary lower screen th
SWE1-HVAC-028-01	7.1	NRL-153377	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1	CR1.) Hard controls do not switch to controlling the rear climate when on the re
SWE1-HVAC-028-02	7.1	NRL-153377	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1	CR1.) Hard controls do not switch to controlling the rear climate when on the re
SWE1-HVAC-028-03	7.1	NRL-153377	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1	CR1.) Hard controls do not switch to controlling the rear climate when on the re
SWE1-HVAC-029-01	7.1.1	NRL-153378	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1.1	CR1.1) Rear hard controls changes will not provide popups on the front screen (i
SWE1-HVAC-029-02	7.1.1	NRL-153378	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1.1	CR1.1) Rear hard controls changes will not provide popups on the front screen (i
SWE1-HVAC-029-03	7.1.1	NRL-153378	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1.1	CR1.1) Rear hard controls changes will not provide popups on the front screen (i
SWE1-HVAC-030-01	7.2	NRL-153379	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2	CR2.) Rear AUTO has on/ off state. The fan speed indicator shows Auto instead of
SWE1-HVAC-030-02	7.2	NRL-153379	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2	CR2.) Rear AUTO has on/ off state. The fan speed indicator shows Auto instead of
SWE1-HVAC-030-03	7.2	NRL-153379	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2	CR2.) Rear AUTO has on/ off state. The fan speed indicator shows Auto instead of
SWE1-HVAC-030-04	7.2	NRL-153379	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2	CR2.) Rear AUTO has on/ off state. The fan speed indicator shows Auto instead of
