leaf_id	layer3	delegate	status	comfort_leaf_ids	screen_text	source	comfort_hit_count
SWE1-VC-HeatedSteeringWheel-013	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-014	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-015	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-016	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-017	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-018	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-019	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-020	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-021	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheel-022	HeatedSteeringWheel	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-025	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-027	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-028	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-029	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-030	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-032	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-033	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-HeatedSteeringWheelManagement-034	HeatedSteeringWheelManagement	yes	found	SWE1-HVAC-104-08	SWE1-HVAC-104-08：The system shall heated Steering Wheel Pop-up: only on status bar	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:360;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:100｜29.2 Heated Steering Wheel;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:106｜30.2 Heated Steering Wheel Heated_Steering_Wheel;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:576｜PU0573 Status Bar 5 3 Timeout Displayed when user interacts with comfort controls within the status bar (heate;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:577｜PU0574 Front Comfort 5 3 Timeout
user presses another control Displayed when user interacts with comfort contr"	1
SWE1-VC-LeftFrontHeatedSeat-003	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-004	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
