l2_no	test_set	row037	swe1_id	tc_ids	tc_count	status
14	Tuner Control	38	SWE1-Diagnostics-031	NR1L-DIAG-190	1	COVERED
14	Tuner Control	39	SWE1-Diagnostics-032	NR1L-DIAG-191;NR1L-DIAG-192	2	COVERED
14	Tuner Control	40	SWE1-Diagnostics-033	NR1L-DIAG-193	1	COVERED
14	Tuner Control	41	SWE1-Diagnostics-034	NR1L-DIAG-194	1	COVERED
14	Tuner Control	42	SWE1-Diagnostics-035	NR1L-DIAG-195	1	COVERED
14	Tuner Control	43	SWE1-Diagnostics-036	NR1L-DIAG-196;NR1L-DIAG-197	2	COVERED
14	Tuner Control	44	SWE1-Diagnostics-037	NR1L-DIAG-198	1	COVERED
14	Tuner Control	45	SWE1-Diagnostics-038	NR1L-DIAG-199	1	COVERED
14	Tuner Control	46	SWE1-Diagnostics-039	NR1L-DIAG-200;NR1L-DIAG-201	2	COVERED
14	Tuner Control	47	SWE1-Diagnostics-040	NR1L-DIAG-202	1	COVERED
14	Tuner Control	48	SWE1-Diagnostics-041	NR1L-DIAG-203	1	COVERED
14	Tuner Control	49	SWE1-Diagnostics-042	NR1L-DIAG-204;NR1L-DIAG-205	2	COVERED
14	Tuner Control	50	SWE1-Diagnostics-043	NR1L-DIAG-206	1	COVERED
15	Mode Selection	51	SWE1-Diagnostics-044	NR1L-DIAG-207	1	COVERED
15	Mode Selection	52	SWE1-Diagnostics-045	NR1L-DIAG-208;NR1L-DIAG-209	2	COVERED
15	Mode Selection	53	SWE1-Diagnostics-046	NR1L-DIAG-210	1	COVERED
15	Mode Selection	65	SWE1-Diagnostics-058	NR1L-DIAG-211	1	COVERED
15	Mode Selection	66	SWE1-Diagnostics-059	NR1L-DIAG-212;NR1L-DIAG-213	2	COVERED
15	Mode Selection	67	SWE1-Diagnostics-060	NR1L-DIAG-214	1	COVERED
15	Mode Selection	68	SWE1-Diagnostics-061	NR1L-DIAG-215	1	COVERED
15	Mode Selection	69	SWE1-Diagnostics-062	NR1L-DIAG-216;NR1L-DIAG-217	2	COVERED
15	Mode Selection	70	SWE1-Diagnostics-063	NR1L-DIAG-218	1	COVERED
16	In Motion Menu Control	14	SWE1-Diagnostics-007	NR1L-DIAG-219	1	COVERED
16	In Motion Menu Control	15	SWE1-Diagnostics-008	NR1L-DIAG-220;NR1L-DIAG-221	2	COVERED
16	In Motion Menu Control	16	SWE1-Diagnostics-009	NR1L-DIAG-222	1	COVERED
16	In Motion Menu Control	17	SWE1-Diagnostics-010	NR1L-DIAG-223	1	COVERED
16	In Motion Menu Control	18	SWE1-Diagnostics-011	NR1L-DIAG-224;NR1L-DIAG-225	2	COVERED
16	In Motion Menu Control	19	SWE1-Diagnostics-012	NR1L-DIAG-226	1	COVERED
17	Video Input	343	SWE1-Diagnostics-336	NR1L-DIAG-227	1	COVERED
17	Video Input	344	SWE1-Diagnostics-337	NR1L-DIAG-228	1	COVERED
17	Video Input	345	SWE1-Diagnostics-338	NR1L-DIAG-229;NR1L-DIAG-230	2	COVERED
17	Video Input	346	SWE1-Diagnostics-339	NR1L-DIAG-231	1	COVERED
17	Video Input	347	SWE1-Diagnostics-340-001	NR1L-DIAG-013	1	COVERED
