row	tc_id	setting	alias_status	path_now	path_proposed	control_proposed	proxi_now	proxi_proposed	flags
51	newR1L-BLM-042	Activation Gating	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
52	newR1L-BLM-043	Activation Gating	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
53	newR1L-BLM-044	Activation Gating	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
54	newR1L-BLM-045	Activation Gating	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
55	newR1L-BLM-046	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
56	newR1L-BLM-047	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
57	newR1L-BLM-048	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
58	newR1L-BLM-049	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
59	newR1L-BLM-050	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
60	newR1L-BLM-051	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
61	newR1L-BLM-052	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
62	newR1L-BLM-053	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
63	newR1L-BLM-054	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
64	newR1L-BLM-055	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
65	newR1L-BLM-056	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
66	newR1L-BLM-057	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
67	newR1L-BLM-058	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
68	newR1L-BLM-059	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
69	newR1L-BLM-060	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
70	newR1L-BLM-061	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
71	newR1L-BLM-062	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
72	newR1L-BLM-063	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
73	newR1L-BLM-064	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
74	newR1L-BLM-065	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
75	newR1L-BLM-066	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
76	newR1L-BLM-067	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
77	newR1L-BLM-068	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
78	newR1L-BLM-069	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
79	newR1L-BLM-070	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
80	newR1L-BLM-071	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
81	newR1L-BLM-072	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
82	newR1L-BLM-073	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
83	newR1L-BLM-074	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
84	newR1L-BLM-075	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
85	newR1L-BLM-076	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = 7 (Type 7 - DT) 或 4 (Type 4 - DJ) 或 1 (Type 1 - D2)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode；Body_Types
86	newR1L-BLM-077	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
87	newR1L-BLM-078	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
88	newR1L-BLM-079	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
89	newR1L-BLM-080	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
90	newR1L-BLM-081	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
91	newR1L-BLM-082	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
92	newR1L-BLM-083	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
93	newR1L-BLM-084	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
94	newR1L-BLM-085	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
95	newR1L-BLM-086	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present)	BODY_TYPE_CONFLICT;PROSE_PRECOND｜來源 总控表 No.36 Bed Lowering Mode
