row	tc_id	setting	alias_status	path_now	path_proposed	control_proposed	proxi_now	proxi_proposed	flags
52	newR1L-BLM-043	Activation Gating	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
53	newR1L-BLM-044	Activation Gating	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
54	newR1L-BLM-045	Activation Gating	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
55	newR1L-BLM-046	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
56	newR1L-BLM-047	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
57	newR1L-BLM-048	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
58	newR1L-BLM-049	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
59	newR1L-BLM-050	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
60	newR1L-BLM-051	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
61	newR1L-BLM-052	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
62	newR1L-BLM-053	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
63	newR1L-BLM-054	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
64	newR1L-BLM-055	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
65	newR1L-BLM-056	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
66	newR1L-BLM-057	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
67	newR1L-BLM-058	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
68	newR1L-BLM-059	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
69	newR1L-BLM-060	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
70	newR1L-BLM-061	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
71	newR1L-BLM-062	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
72	newR1L-BLM-063	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
73	newR1L-BLM-064	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
74	newR1L-BLM-065	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
75	newR1L-BLM-066	Lowering Operation	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
76	newR1L-BLM-067	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
77	newR1L-BLM-068	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
78	newR1L-BLM-069	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
79	newR1L-BLM-070	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
80	newR1L-BLM-071	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
81	newR1L-BLM-072	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
82	newR1L-BLM-073	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
83	newR1L-BLM-074	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
84	newR1L-BLM-075	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DJD2_ONLY;PROSE_PRECOND
85	newR1L-BLM-076	Lowering Operation	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	DT_APPLICABILITY;PROSE_PRECOND
86	newR1L-BLM-077	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
87	newR1L-BLM-078	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
88	newR1L-BLM-079	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
89	newR1L-BLM-080	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
90	newR1L-BLM-081	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
91	newR1L-BLM-082	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
92	newR1L-BLM-083	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
93	newR1L-BLM-084	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
94	newR1L-BLM-085	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
95	newR1L-BLM-086	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
96	newR1L-BLM-087	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
97	newR1L-BLM-088	Cluster Feedback	n/a（不走 Settings List）		（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
98	newR1L-BLM-089	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
99	newR1L-BLM-090	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
100	newR1L-BLM-091	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
101	newR1L-BLM-092	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
102	newR1L-BLM-093	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
103	newR1L-BLM-094	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
104	newR1L-BLM-095	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
105	newR1L-BLM-096	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
106	newR1L-BLM-097	HU Feedback	n/a（不走 Settings List）	Bed Lowering	（本 feature 不套 path 段）		（無 PROXI）	PROXI CAN node 27 (ASM/ASCM) = 1 (Present) ; PROXI Body_Types = PENDING（待 VS-SL-02 §1 之裁定）	PROSE_PRECOND
